longname,PW Density (r=250m),PW Density (r=500m),PW Density (r=2km),PW Density (r=4km)
"New York city, New York, USA",25254.570328839578,22263.96381252904,16095.702917790268,13737.409643898236
"Los Angeles city, California, USA",7890.926446606201,6551.8435050403605,5109.282798736282,4492.169754629745
"Chicago city, Illinois, USA",9382.439217882362,8082.913030838937,5807.012308282775,5032.391731008042
"Houston city, Texas, USA",4331.3242792463225,3095.09770621626,2178.132495198764,1972.479981854392
"Phoenix city, Arizona, USA",3394.958819353733,2676.022192820172,2006.3439358651726,1749.8918742543021
"Philadelphia city, Pennsylvania, USA",9380.12288472726,8188.183769761317,6203.439194588998,5082.142389736397
"San Antonio city, Texas, USA",3589.97083557258,2201.043265405625,1626.6774867149518,1467.3503349635964
"San Diego city, California, USA",5732.157506180229,4000.868993805794,2747.988767180545,2230.179226223143
"Dallas city, Texas, USA",4134.026883078029,3087.098990486801,2107.609714332531,1792.2608461861828
"San Jose city, California, USA",5053.220889252756,4173.19646411028,3340.523710521858,2980.484561256655
"Austin city, Texas, USA",3872.483598356023,2564.067773880644,1753.442839996844,1541.5842888263448
"Jacksonville city, Florida, USA",3428.776035573276,1626.7835687263914,1026.4963637258634,885.6120386031058
"Fort Worth city, Texas, USA",2969.034237384807,2139.7030620373894,1441.297133469056,1255.9972353375845
"Columbus city, Ohio, USA",3710.666084646908,2705.610780069841,1823.8261056982665,1535.1901638397617
"Indianapolis city (balance), Indiana, USA",2442.1910787226884,1715.5372386789302,1247.2769944284644,1100.3379194052006
"Charlotte city, North Carolina, USA",2995.988439733329,1714.4838966236932,1228.340801793834,1103.3977400701285
"San Francisco city, California, USA",13174.550465078695,11823.602150780227,8675.304387927148,6555.965398841643
"Seattle city, Washington, USA",6738.877471741639,5725.663599351483,3991.014267758956,2925.042653929688
"Denver city, Colorado, USA",4424.3555961537095,3542.4017981210013,2731.6401148286977,2376.8667779692987
"Nashville-Davidson metropolitan government (balance), Tennessee, USA",3155.0861072200814,1662.275468636355,1144.777635303789,980.8007014576086
"Washington city, District of Columbia, USA",9496.253972913375,7799.972948879842,5403.862536099548,4475.922009424435
"Oklahoma City city, Oklahoma, USA",2394.2297927498184,1629.5646193358345,1148.9545584361808,969.6406016955524
"El Paso city, Texas, USA",2997.1375804335803,2217.3333848614543,1591.963995589668,1278.381909812842
"Boston city, Massachusetts, USA",10878.716792927476,8949.237555350262,6296.45519341518,5335.504881798497
"Portland city, Oregon, USA",3972.579153619116,3388.269113892308,2661.095226982376,2330.2447080866564
"Las Vegas city, Nevada, USA",3889.3733526026194,3099.9577239027494,2414.9238017341527,2135.35822131436
"Detroit city, Michigan, USA",2705.746474552958,2491.7475634915495,1990.4569891387011,1818.8094946328283
"Memphis city, Tennessee, USA",2222.5139554212456,1652.1372988634257,1187.3003781389016,1029.1706029699983
"Baltimore city, Maryland, USA",5385.022725667478,4463.863784234567,3356.6655391039567,2950.832407577672
"Milwaukee city, Wisconsin, USA",4538.338025782271,3778.7480081534104,2798.905253265647,2405.6191133380507
"Albuquerque city, New Mexico, USA",2762.36224070023,2217.7636754481623,1640.7068470107183,1356.2134999990274
"Tucson city, Arizona, USA",3041.617736449017,2161.4456350716973,1524.5158122294797,1307.5536397562964
"Fresno city, California, USA",3466.3628752655336,2743.4851639449544,2057.3307574346272,1784.493722681137
"Sacramento city, California, USA",3635.4117341828014,2972.716055327368,2247.4806663417435,1921.7690596724933
"Kansas City city, Missouri, USA",2196.7071479322976,1651.960998583947,1199.383476484372,1006.2789359969858
"Mesa city, Arizona, USA",2937.0261774512073,2393.050809466504,1857.6882297950779,1657.2028614238322
"Atlanta city, Georgia, USA",4001.8507690026413,2756.1858705878544,2017.7566056219941,1803.23474031782
"Omaha city, Nebraska, USA",2462.596046904112,2009.4105853049666,1556.0870962375395,1386.27235335452
"Colorado Springs city, Colorado, USA",2710.9009490415924,2001.9474263949164,1463.586805403373,1287.2914723997676
"Raleigh city, North Carolina, USA",2859.0861743032283,1728.1295019810163,1179.164580485253,1033.8525280360705
"Long Beach city, California, USA",7240.7103953279375,6350.493493741947,4784.055728226742,3544.2565723360503
"Virginia Beach city, Virginia, USA",3170.6677473413934,2061.4942402231254,1475.6789551703412,1256.0557934571825
"Miami city, Florida, USA",8735.059211344085,6945.554960631311,4676.338415952739,3662.722292992264
"Oakland city, California, USA",6790.269360797359,5964.29464773998,4747.024505133283,3737.8243269381105
"Minneapolis city, Minnesota, USA",5382.57406435846,4298.637398008488,3347.4077896423437,2924.2179263276557
"Tulsa city, Oklahoma, USA",2259.3692368101683,1669.6540215582816,1213.4025665259774,1055.7975293075074
"Bakersfield city, California, USA",2978.069258965841,2499.126581350319,1819.8162447835107,1550.6785594816577
"Wichita city, Kansas, USA",2025.4552015346576,1490.3458872653582,1095.017189592775,948.6016087076907
"Arlington city, Texas, USA",3339.9410904898,2461.7046082916327,1819.5090318765126,1584.7447943203836
"Louisville/Jefferson County metro government (balance), Kentucky, USA",2192.1307362388447,1372.1508759605042,988.6298891622749,862.5128155229593
"Aurora city, Colorado, USA",3523.3333990322353,2789.5382179617677,2196.8159613042703,1956.7095399081043
"Tampa city, Florida, USA",3479.5367433152624,2222.8707479497048,1629.4287026604254,1432.8194136306236
"New Orleans city, Louisiana, USA",3489.6598317027833,2829.335310391923,2057.331610667767,1698.2933096034144
"Cleveland city, Ohio, USA",3353.3643231014034,2815.107883590516,2020.907379397537,1753.9178813300828
"Urban Honolulu CDP, Hawaii, USA",9348.607529589499,7313.424254859495,4457.017963050194,2884.9430827317474
"Anaheim city, California, USA",5644.154642865511,4421.054429633223,3543.312365038972,3254.903258906454
"San Juan zona urbana, Puerto Rico, USA",5416.222675645282,4342.998182506074,3211.1629058157455,2627.367522919489
"Lexington-Fayette urban county, Kentucky, USA",2853.8317185674773,1977.1348639775133,1433.507819258785,1194.5676514690294
"Stockton city, California, USA",3756.3561530688658,3090.7070105661787,2210.554857892795,1801.9270769017091
"Corpus Christi city, Texas, USA",2791.792140953419,1944.0403955401814,1384.105729247587,1120.0555273173793
"Henderson city, Nevada, USA",3368.5307246113966,2244.627943982895,1639.604169478674,1399.6244113511539
"Riverside city, California, USA",3639.3919880728035,2557.6344186290116,1880.139578844456,1571.8563132067948
"St. Paul city, Minnesota, USA",3954.88264495088,3160.6864421202567,2452.5431647056294,2171.7020495135444
"Newark city, New Jersey, USA",10679.77638493345,8960.557491660185,6709.829164219487,5686.311881922758
"Santa Ana city, California, USA",7060.365280921408,5974.615833136629,4926.676076743321,4306.131935124583
"Cincinnati city, Ohio, USA",3418.0714700817907,2554.3940822970562,1851.2204141507739,1576.4890061893168
"Irvine city, California, USA",5902.817934608064,3968.2237893082156,2712.924221426508,2218.325112819731
"Orlando city, Florida, USA",4185.499147246716,2622.5330237513376,1711.8440108278471,1449.4608636184269
"Pittsburgh city, Pennsylvania, USA",4162.59220989998,3461.9227538909936,2489.7814431171796,2189.148693045707
"St. Louis city, Missouri, USA",3389.6989226651394,2974.483874880638,2235.049451981655,1917.1711178579508
"Greensboro city, North Carolina, USA",2235.134102870223,1489.8978534691496,1070.1288500448477,921.4465321612794
"Jersey City city, New Jersey, USA",16005.765190037935,13650.358074743854,8706.310201536504,6630.829897903489
"Lincoln city, Nebraska, USA",2527.2325092894193,2042.810492392625,1427.36323793432,1186.25012479541
"Anchorage municipality, Alaska, USA",2852.138776367905,1952.045704610853,1205.1088766894984,924.4969114207413
"Plano city, Texas, USA",2888.2151036989144,2153.382347892247,1671.6124971760078,1617.9092432425712
"Durham city, North Carolina, USA",2791.941132141872,1463.2244987476213,1017.9645764482127,892.1096578316742
"Buffalo city, New York, USA",4392.691917766659,3871.9038126347723,2807.1823511545304,2282.1354804476264
"Chandler city, Arizona, USA",2780.8192284166616,2139.231962474867,1667.603170394685,1491.8776416398146
"Chula Vista city, California, USA",4717.359510233533,3571.836823591944,2684.6010230201473,2191.8686253367405
"Toledo city, Ohio, USA",2314.9787988064754,1831.3535769097123,1351.6695051571419,1187.2379140350743
"Madison city, Wisconsin, USA",5167.707040176008,3712.400216508572,1797.2050867546702,1179.8958062961722
"Gilbert town, Arizona, USA",2746.919803577601,2045.2541927552113,1580.1461137822778,1447.9769144292586
"Reno city, Nevada, USA",3212.708886105149,2298.176520320469,1475.4735741560785,1157.4543737113386
"Fort Wayne city, Indiana, USA",2099.713946715156,1510.1610447229657,1117.720987021969,923.3793159808004
"North Las Vegas city, Nevada, USA",4050.026897612453,3180.401728103441,2444.449240718072,2124.5471534724375
"St. Petersburg city, Florida, USA",2737.1553790078865,2065.4276111264426,1552.9356311873416,1325.850038876912
"Lubbock city, Texas, USA",2942.233742653908,1896.422724402324,1303.1351402538621,1102.7812453590946
"Irving city, Texas, USA",4406.04616876546,3068.7834398994237,1947.0197471111833,1545.4922562398142
"Laredo city, Texas, USA",3720.768746029756,2550.501000769373,1671.4543071419853,1185.7621259144403
"Winston-Salem city, North Carolina, USA",1943.593118264469,1097.6587479965865,792.7820816087768,726.0315858289322
"Chesapeake city, Virginia, USA",2602.8208403150643,1470.409776242317,984.323410909661,826.2881532189314
"Glendale city, Arizona, USA",3275.892709358956,2754.0301551393627,2223.341910377236,2148.0702146681456
"Louisville city, Kentucky, USA",2777.0318066917525,2299.501041170001,1681.035316150961,1439.0214442989802
"Garland city, Texas, USA",3037.696626241281,2397.357896320528,1876.393059028451,1684.2567558462652
"Scottsdale city, Arizona, USA",2237.8250098012727,1592.647954193365,1104.111651072529,875.6544713424003
"Arlington CDP, Virginia, USA",7947.411987670042,6604.758823482869,4036.019096532101,3590.2271729999156
"Norfolk city, Virginia, USA",4402.0354122393655,2621.276077022207,1635.5774693077192,1368.6892318697385
"Boise City city, Idaho, USA",2452.7397606736035,1789.3635825967622,1382.1028697315855,1179.418239343702
"Fremont city, California, USA",4754.166361254933,3785.2732689319355,2772.0742924868646,2249.2928403533633
"Spokane city, Washington, USA",2556.9824790004604,2098.16611303815,1651.2429233131184,1392.734934100717
"Santa Clarita city, California, USA",4167.942224830892,2606.5054522983264,1729.3756969581596,1261.1969778574305
"Baton Rouge city, Louisiana, USA",2774.964875028137,1649.9544490301894,1155.1368699281672,999.6620717989946
"Richmond city, Virginia, USA",3581.6330443176585,2695.4250538540005,1756.5448496114918,1466.929448867689
"Hialeah city, Florida, USA",6671.490810080956,5397.190940986793,3723.601124890602,2827.7813712872207
"San Bernardino city, California, USA",3734.994964424995,2897.3455049223676,2212.2466974777826,1923.4235484299393
"Enterprise CDP, Nevada, USA",4453.094200179766,3245.772586253497,2022.5495883104056,1494.7212086963243
"Tacoma city, Washington, USA",3187.0050655439773,2531.4008270903196,1916.9238733630762,1564.9845550520986
"Modesto city, California, USA",3306.5714708360792,2846.9293974756065,2066.760688682398,1668.75336118523
"Spring Valley CDP, Nevada, USA",4464.8723247847365,3416.1443845331873,2462.9424197446933,2089.6085805540624
"Huntsville city, Alabama, USA",1759.4868977903516,1078.2452239942731,678.0868313170822,560.2256028070947
"Des Moines city, Iowa, USA",2338.8607122263165,1783.9519038289352,1319.4535246882015,1117.421164083576
"Yonkers city, New York, USA",9507.32867374126,7838.724331499765,4907.28651547719,3921.625518822025
"Rochester city, New York, USA",3693.406783952739,3336.632214002003,2673.311531357767,2205.074849162952
"Moreno Valley city, California, USA",3847.357221920632,3062.8603681971567,2195.9541832054824,1710.73024054918
"Fayetteville city, North Carolina, USA",1998.8938609874274,1165.183401729669,796.9409136944719,683.0038010405741
"Fontana city, California, USA",3742.696381650111,3159.788265635831,2316.390999489282,1953.0879028474924
"Columbus city, Georgia, USA",2270.5566437249727,1262.4861955712154,870.5810049064579,756.9874370261
"Worcester city, Massachusetts, USA",4966.861177394552,3773.794708412299,2674.1768647881995,2100.130401312879
"Sunrise Manor CDP, Nevada, USA",4687.970091743725,3747.000579862918,2780.504995413846,2373.4551286417504
"Port St. Lucie city, Florida, USA",1741.595121038237,1254.7911282058708,1005.3091753377271,865.9259993897364
"Little Rock city, Arkansas, USA",2175.2862324618122,1293.909034757505,879.2907047100834,723.4722864178003
"Augusta-Richmond County consolidated government (balance), Georgia, USA",2101.3683909164297,1080.8628224477122,698.8011115131219,615.4818496121086
"Oxnard city, California, USA",5416.275832361823,4559.761417976136,3128.6537184128256,2291.228858590153
"Birmingham city, Alabama, USA",1933.2870564885882,1302.79560580847,904.6117657466663,788.1795618248448
"Montgomery city, Alabama, USA",2115.4563477844345,1232.388171724511,810.4749434205798,697.8926090350802
"Frisco city, Texas, USA",2549.4608635879113,1853.550555572074,1462.7463444955426,1359.0585855020572
"Amarillo city, Texas, USA",1977.6985118213274,1580.2061366521036,1087.1955427862156,918.9536432845449
"Salt Lake City city, Utah, USA",3532.5384320071266,2866.1481514251977,2170.045740532329,1748.1458084461683
"Grand Rapids city, Michigan, USA",3009.4341924337873,2456.4014252940733,1928.842302679278,1646.5867726254612
"Huntington Beach city, California, USA",4294.200133802292,3497.0568011101923,2641.182090603555,2259.060876578983
"Overland Park city, Kansas, USA",2223.388571070016,1624.9945749024535,1288.4514394284986,1205.9464015675796
"Glendale city, California, USA",6963.125016392232,6179.544593692426,4383.125405851316,2944.115587922321
"Tallahassee city, Florida, USA",3110.5093641454046,1833.1128342807647,1283.5100010361925,1019.3145915827781
"Grand Prairie city, Texas, USA",2907.471372136102,2174.338616224369,1427.478282971191,1212.2099913976306
"McKinney city, Texas, USA",2896.466333845149,2096.3129165367086,1482.5186082574617,1285.8290529216104
"Cape Coral city, Florida, USA",1395.4720368592032,1014.0516949478285,874.1440373646096,786.4342497682787
"Sioux Falls city, South Dakota, USA",2123.7127338529594,1652.1731675572873,1204.4630940926734,955.1056265888205
"Paradise CDP, Nevada, USA",4464.135102953406,3573.252460121474,2508.8451218606097,2158.681310039656
"Knoxville city, Tennessee, USA",2410.6533123922322,1560.0340349499063,949.2248435241797,845.8887926824832
"Vancouver city, Washington, USA",3364.5873925427027,2387.304051961969,1810.4396265133098,1526.133488131017
"Providence city, Rhode Island, USA",6515.055309852713,5530.219898515984,3954.4430934479856,3270.3013817423584
"Peoria city, Arizona, USA",2558.8329560448815,1902.7837312460756,1384.8503743940464,1225.0605992653161
