longname,PW Mean % of parkland within 1km,Within 10km of Hospital %,Mean distance to nearest Hospital,Within 2km of Public School %,Mean distance to nearest Public School,Within 30km of Airport %,Mean distance to nearest Airport,Within 10km of Active Superfund Site %,Mean distance to nearest Active Superfund Site,Within 0.5mi of a grocery store %,Within 1mi of a grocery store %,Within 10mi of a grocery store %,Within 20mi of a grocery store %
"Tulsa Non-Community, Cherokee OTSA, USA",0.015277331943564152,0.9421788581445049,4.846958652089539,0.8647318248397192,1.1530464427221885,1.0,9.677834796717303,0.41673803597012893,13.804216271450171,0.21110408196573738,0.5505467106940216,1.0,1.0
"Cheyenne and Arapaho District 2, Cheyenne and Arapaho OTSA, USA",0.0174109645182517,0.6839249046641244,7.813394177058775,0.7719730859489586,1.8325914985346916,0.6054744793194485,29.25210407372308,0.0,43.67606652951731,0.2130807323376609,0.4999881093803161,0.9654550692411675,1.0
"Rogers Non-Community, Cherokee OTSA, USA",0.013173162111469123,0.6988167260819582,8.07307120030888,0.45867830974139834,3.0076542739026024,0.7304481112904537,25.90636552397233,0.1786522986169978,19.84267930786074,0.07912711410161288,0.2548277147875857,0.9992234750066761,1.0
"Washington Non-Community, Cherokee OTSA, USA",0.009001557226139425,0.8282337241445048,5.9297043933492715,0.7387093699361358,2.0122372352536297,0.03364788866647603,59.20074607113177,0.0032599370889333716,43.40506140815132,0.24447006650273095,0.5424800456277756,0.9674737634092327,1.0
"Mayes Non-Community, Cherokee OTSA, USA",0.002285876749975402,0.4133363268971711,11.38687916899955,0.4521216883700045,3.493433227404166,0.0,58.32957256552653,0.0,53.65134512377136,0.11617420866693129,0.27786422655402887,0.9811165991737536,1.0
"County District 4, Choctaw OTSA, USA",0.00011139266261413948,0.3945474435743897,11.828390693229709,0.522742975587287,2.768562724104877,0.26974896361123907,36.55250649564704,0.0,69.00640856548486,0.1032143416376663,0.2407920134838979,0.9087332293650932,1.0
"Cheyenne and Arapaho District 3, Cheyenne and Arapaho OTSA, USA",0.01707267157060788,0.8387883111864205,5.7339763161533295,0.7512411189393263,2.655383005070539,0.0,113.29020387865447,0.0,90.75334699582275,0.2558917222049504,0.5425564982548539,0.8795644555986455,0.9876563426358793
"Cheyenne and Arapaho District 4, Cheyenne and Arapaho OTSA, USA",0.004369743819816813,0.6328249418106089,9.045726085132653,0.5361080485115767,3.634283521237527,0.0,165.02580725613686,0.0,126.17305556989024,0.15357534346650425,0.44327582137795574,0.7960978028872656,0.9818159321668867
"County District 9, Choctaw OTSA, USA",0.004968391042765392,0.8350654229011457,6.672150971427496,0.529831590809491,2.7979244902676057,0.0,136.08505826340183,0.0,99.40861481929126,0.2787597911220189,0.457291078965525,0.9131034955176551,1.0
"County District 11, Choctaw OTSA, USA",0.0016594456242603505,0.7862027951234017,6.265661236456732,0.7637030429180295,1.9051639819571475,0.0,132.6420363720016,0.0,117.52255136051109,0.1563673542012275,0.41464932584814196,0.9782936736424678,0.9999284875547597
"Sequoyah Non-Community, Cherokee OTSA, USA",0.0036568552094273015,0.47492137063400097,10.875436488772879,0.5907300115874855,2.5244736708633133,0.4445952656844893,34.811952152776364,0.0,105.61204742298035,0.16801097377988516,0.3988931709643192,0.9837898022603925,1.0
"Delaware Non-Community, Cherokee OTSA, USA",0.00543544461036784,0.4634088037427859,11.94688316609967,0.33012327971860805,4.027814455676167,0.07133831916128812,49.793662101078986,0.0,51.16892659967308,0.09638818904476043,0.19995398354713334,0.8837329669278288,1.0
"Cherokee Non-Community, Cherokee OTSA, USA",0.002091894300399288,0.673078258454274,7.854193762858877,0.5129157697382126,3.076040157026372,0.0,72.25086540884443,0.0,90.98316596118309,0.17314992914517713,0.3911761240964693,0.8996469673534787,1.0
"Muskogee Non-Community, Cherokee OTSA, USA",0.003988360609751678,0.3427946582290261,14.370714361571162,0.5499976734446977,3.1052836641856025,0.0,77.17956915063444,0.0,91.68435061364008,0.15511205657925164,0.3979167117401725,0.9819736181293832,1.0
"County District 10, Choctaw OTSA, USA",0.009401637123924007,0.283474002292383,15.573868005161346,0.3675106804209649,5.045458907498282,0.0,167.2182820028405,0.0,128.51891209692758,0.10712050561793007,0.14184908861924717,0.5429599897815449,0.9944402136547991
"County District 5, Choctaw OTSA, USA",0.00018136080290692485,0.37559595536228846,12.566896328631184,0.3768009640069157,4.499285726497558,0.22732750039293761,61.24231444199521,0.0,101.00508083624533,0.12907673429806943,0.2126974348476962,0.7619145195414878,1.0
"County District 1, Choctaw OTSA, USA",0.0020864930244563684,0.5607855559075071,11.91854226494074,0.4995248653785239,3.684365149887995,0.0,95.12581383983064,0.0,76.66039910603841,0.20950119085849117,0.3784822199703963,0.9209060728154137,1.0
"County District 12, Choctaw OTSA, USA",0.003256714530162193,0.20737563224278122,16.005705526552802,0.31640950124847944,4.961080459878113,0.0,137.30460389722813,0.0,112.70714850513427,0.041406058487060915,0.09999418608485022,0.5729507495795891,0.9976797815697844
"County District 8, Choctaw OTSA, USA",0.0033278215021929655,0.556462968177978,11.239433764330595,0.4437482399324134,4.488853730549334,0.0,152.54646551478982,0.0,108.79039872647752,0.07010015284052173,0.1832596568856888,0.8957629988391408,1.0
"Craig Non-Community, Cherokee OTSA, USA",0.005986975745905117,0.5716201117318436,8.896259547493356,0.5076350093109869,3.8349702989471246,0.0,74.8223464471124,0.0,40.9546897637018,0.13250456826912127,0.36803376650275665,0.837449933745244,1.0
"County District 7, Choctaw OTSA, USA",0.013275170616897208,0.3973322554567502,16.733050005385802,0.35505254648342766,5.917764724020243,0.0,146.7317551127338,0.0,111.41089684657034,0.15395500306708965,0.25298226394653445,0.7619081860992093,0.9938824068791869
