longname,PW Density (r=250m),PW Density (r=250m) (2010),PW Density (r=250m) Change (2010-2020),PW Density (r=250m) (2000),PW Density (r=250m) Change (2000-2020),PW Density (r=500m),PW Density (r=500m) (2010),PW Density (r=500m) Change (2010-2020),PW Density (r=500m) (2000),PW Density (r=500m) Change (2000-2020),PW Density (r=2km),PW Density (r=2km) (2010),PW Density (r=2km) Change (2010-2020),PW Density (r=2km) (2000),PW Density (r=2km) Change (2000-2020),PW Density (r=4km),PW Density (r=4km) (2010),PW Density (r=4km) Change (2010-2020),PW Density (r=4km) (2000),PW Density (r=4km) Change (2000-2020)
"Los Angeles CA HRR, USA",6199.39614832221,6249.060547611578,-0.007947498493729553,6447.775458794632,-0.03852170598367187,5194.591565183307,5212.553445300221,-0.0034458889113375686,5301.154235844321,-0.020101786501603696,4043.239984899038,4024.6510137035384,0.004618778406427301,4058.1985140036536,-0.003686002311862773,3514.6015326399556,3483.993719190411,0.00878526654079535,3490.5791714144507,0.006882055970032793
"Houston TX HRR, USA",3275.732945104757,3225.1592733488833,0.01568098424589124,3369.6128715162895,-0.02786074543016788,2079.9372060712058,2001.5626230723317,0.03915669791963427,2032.2582642223176,0.02346106431858128,1417.0241568534132,1314.0727072326936,0.07834532218352293,1268.7637621766794,0.11685421596718652,1241.5547402770312,1134.8839940708885,0.0939926430925412,1066.0400186580962,0.164641775681056
"Atlanta GA HRR, USA",2580.208919760186,2710.348605993711,-0.04801584783069304,2798.4225679129163,-0.07797737577405107,1215.367921304155,1143.7522464466213,0.06261467470776776,1161.2102813371446,0.04663896008968113,816.1944598305056,706.2043891658855,0.15574821163959626,701.0151807451168,0.1643035447006489,736.8740475899723,637.4401470994646,0.15598939122827515,626.2875470837163,0.17657464374183676
"Dallas TX HRR, USA",2852.500643324082,2749.5385035017216,0.03744706236745953,3231.490271824809,-0.11728013907549635,1976.7838408375435,1903.3803128418451,0.038564824644058186,2050.092110988863,-0.03575852507229999,1338.8547026146528,1246.1496705539862,0.07439317623817511,1297.283092525405,0.03204513365569332,1150.5937160828346,1047.6831353727805,0.09822681804784139,1066.2983753455587,0.07905417722310418
"New York NY HRR, USA",27287.646821257033,25987.001538464894,0.05004984052765674,26215.183899354444,0.04090999040937485,24064.99443488987,22741.516293975743,0.05819656542711357,22820.569777360728,0.05453083203749286,17056.952393074876,15809.288774076618,0.07891965519942444,15595.70834532245,0.09369526637696397,14785.766191319604,13518.506669930384,0.09374256730649273,13275.882904869419,0.11373128983356581
"Boston MA HRR, USA",4297.261633391973,3975.9079581522146,0.08082523001591471,3999.58299078629,0.07442741988138163,3389.7012530559086,3086.86050557043,0.09810639221920901,3052.2474643486435,0.11055911837059339,2419.102867196083,2177.6028977074425,0.11090174877287737,2107.5463733795086,0.14782900995767176,1996.0508761699139,1795.9657084218768,0.11140812255477461,1724.397807665045,0.15753503472189284
"East Long Island NY HRR, USA",9243.147156598487,8786.382532644868,0.051985515342242224,9026.026569214639,0.024054946627831593,7994.382857520984,7571.150539936377,0.0559006607188877,7639.785616977928,0.04641455380044078,5948.059321474353,5567.879487915951,0.06828090198135779,5572.013386848158,0.06748834012383945,5018.376478620475,4659.763307185248,0.07695952515061302,4654.781605145406,0.07811212304206723
"Philadelphia PA HRR, USA",5062.137207935863,4890.966208567853,0.034997379263867784,5004.760123593884,0.011464502378742913,4167.704129176634,3932.9876756684557,0.05967891914847793,4018.257242417949,0.03719196600483359,3119.4499086933865,2926.8907946260047,0.0657896476427939,2970.785491322809,0.05004212448350874,2608.205355208256,2455.948508692293,0.06199512977453847,2491.042182716562,0.04703379706076435
"Orlando FL HRR, USA",2793.2791453467953,2621.6680924372718,0.06545872584121923,2711.0312720091406,0.030338223755235753,1472.4046557721883,1353.9373556834455,0.08749836142082251,1325.6691526950904,0.11068787621616158,910.6086201854436,791.5618998156378,0.1503947074733294,754.4234544974447,0.20702586161248232,760.1435799292557,662.3941553762216,0.14756987778298716,618.8337697806235,0.22834857606223805
"San Diego CA HRR, USA",4471.521299480018,4377.295279108876,0.021526082743571397,4881.5338713456895,-0.08399256927672283,3051.3591307161073,3003.322835736202,0.015994382757766504,3084.879139134297,-0.01086590654167293,2085.4995321034394,2016.9745109880917,0.03397416315478282,1987.2437445835371,0.04944324911713008,1667.8467411235551,1595.3943017778886,0.04541350013907309,1550.9861094632035,0.0753460207975667
"Phoenix AZ HRR, USA",2666.221194943076,2505.651536885355,0.06408299625626185,2770.3887714102266,-0.037600346038843276,1976.318695867303,1820.6814959719757,0.08548293605424927,1960.1525662248491,0.008247383352199437,1382.6381928341796,1264.9985722318506,0.09299585247339535,1376.6032035986284,0.004383971517554863,1163.3600820468816,1060.997479792876,0.09647770537022246,1173.1392237706016,-0.00833587482676495
"Minneapolis MN HRR, USA",2041.3015200186917,1865.1885294868769,0.09442101307596205,1939.5411667032827,0.05246619925493783,1426.7582145918407,1284.4891919610807,0.11075922126954779,1327.27594589061,0.07495221246888298,1020.0700861831874,905.756930255443,0.1262073213124692,925.7059202184428,0.1019375202250809,872.6085939993668,770.4207819336222,0.13263896102240522,779.6327292609305,0.1192559794489063
