longname,Poverty %,Household Income < $50k %,Household Income $50k - $100k %,Household Income > $100k %,Individual Income < $50k %,Individual Income $50k - $100k %,Individual Income > $100k %
"Creek OTSA, USA",0.13568806197748148,0.41462498687584404,0.3108179680049857,0.2745570451191702,0.677548979108511,0.2270249977304138,0.09542602316107532
"Cherokee OTSA, USA",0.17259688678505863,0.48420081859638053,0.3064074024132925,0.20939177899032702,0.7463708309163878,0.19125817636685552,0.06237099271675653
"Lumbee SDTSA, USA",0.20901747601675938,0.5216438584290559,0.2997965129438296,0.1785596286271144,0.7504812281113369,0.1989633676175204,0.05055540427114259
"Chickasaw OTSA, USA",0.13862462303865758,0.4383923160918191,0.3193554268797252,0.24225225702845576,0.7117858793855306,0.2170364933064498,0.07117762730801966
"Choctaw OTSA, USA",0.1995886186254191,0.5447082914107971,0.2891936427223069,0.16609806586689585,0.7822367328670848,0.17468252076377835,0.04308074636913687
"Kiowa-Comanche-Apache-Fort Sill Apache OTSA, USA",0.16947446616866044,0.468826895931323,0.3207927595238664,0.21038034454481053,0.737718133173003,0.2037549482114172,0.05852691861557982
"Cheyenne and Arapaho OTSA, USA",0.12041458962340092,0.37825012596027646,0.3203025222539505,0.30144735178577314,0.6738012389916197,0.24018128999866423,0.08601747100971592
"United Houma Nation SDTSA, USA",0.17190384511645543,0.46033689485772805,0.2929758110186948,0.2466872941235772,0.6998306709773046,0.21012531715392,0.09004401186877548
"Citizen Potawatomi Nation-Absentee Shawnee OTSA, USA",0.10456370074823677,0.32053863352253925,0.346369375431107,0.33309199104635373,0.6380309006694354,0.26544125479821146,0.0965278445323531
"Cher-O-Creek SDTSA, USA",0.18595752433004215,0.519491183097069,0.27505375656028574,0.20545506034264524,0.747110734402321,0.18195756316820572,0.07093170242947328
"Knik ANVSA, USA",0.11345854073466263,0.30656665014215834,0.311291698551133,0.3821416513067087,0.6223702304497711,0.25223701576631874,0.12539275378391013
"Coharie SDTSA, USA",0.18795727330542047,0.5020186101323248,0.3067263979919228,0.19125499187575232,0.7577260529005316,0.1852206571448719,0.057053289954596575
"Sac and Fox OTSA, USA",0.15460934827701622,0.4786394740560481,0.3168611464214561,0.20449937952249592,0.7314024832092849,0.2109791207384303,0.05761839605228473
"Echota Cherokee SDTSA, USA",0.11124694299991811,0.3604684862384487,0.30404444108627054,0.3354870726752808,0.6597705438983424,0.2240921094849316,0.11613734661672596
"Samish TDSA, USA",0.09184634167290417,0.3213507448332861,0.29882247062691986,0.37982678453979407,0.586574682126458,0.25534715319810725,0.15807816467543467
"Kenaitze ANVSA, USA",0.11682019346482257,0.3363716656259445,0.30177161215730014,0.3618567222167554,0.6284827362804872,0.2536710669434754,0.11784619677603736
"Four Winds Cherokee SDTSA, USA",0.19234330627632082,0.47107779964316043,0.32390148810370345,0.2050207122531362,0.7065043824279633,0.22828437349848366,0.06521124407355296
"Natchitoches SDTSA, USA",0.2992760657369211,0.6376165847041276,0.18301409922945172,0.17936931606642065,0.8103460093620691,0.1435604450825765,0.04609354555535428
"Kickapoo OTSA, USA",0.1467798785693425,0.47147073986103527,0.31836052196626413,0.21016873817270054,0.7388569448268828,0.20683710501741592,0.054305950155701325
"Kaw/Ponca joint-use OTSA, USA",0.1735378095922514,0.5126363794459948,0.3214155750789425,0.16594804547506273,0.7655811695345617,0.18484374999505196,0.049575080470386494
"Chickaloon ANVSA, USA",0.08529063747260329,0.2846515688808101,0.3032568136637388,0.4120916174554511,0.6023428790984248,0.2661796514280314,0.13147746947354383
"MaChis Lower Creek SDTSA, USA",0.16902628743705775,0.48133427060023665,0.2791762217185618,0.23948950768120159,0.7280021765294331,0.20136296158511086,0.07063486188545605
"Seminole OTSA, USA",0.21478531133949857,0.5850504498693858,0.290282744740633,0.12466680538998122,0.8141851139797491,0.15141724268489168,0.03439764333535928
"Ninilchik ANVSA, USA",0.12339058285847292,0.3677482323075593,0.33330014043324924,0.29895162725919144,0.6585344438046078,0.24409499925934833,0.09737055693604373
"Pawnee OTSA, USA",0.1502229268363424,0.4770445238366837,0.32747335229425806,0.19548212386905814,0.7521693174424132,0.1928375365642439,0.05499314599334287
"Caddo-Wichita-Delaware OTSA, USA",0.14851162111078886,0.48253219831194233,0.30459203250027933,0.21287576918777826,0.7629893301317201,0.18012322714238277,0.056887442725897235
"Bayou Lafourche SDTSA, USA",0.18672082343505664,0.4749809021867173,0.3026374145897678,0.2223816832235149,0.7309311965632089,0.19420305596117796,0.07486574747561307
