longname,Population,Population (2010),Population Change (2010-2020),Population (2000),Population Change (2000-2020),PW Density (r=1km),PW Density (r=1km) (2010),PW Density (r=1km) Change (2010-2020),PW Density (r=1km) (2000),PW Density (r=1km) Change (2000-2020),AW Density,AW Density (2010),AW Density (2000),Area,Compactness
"New York-Jersey City-Newark [Urban Area], NY-NJ, USA",19426449.0,18180928.0,0.06850700910316569,17652490.0,0.10049341481003529,10467.823618986547,9726.888121325543,0.07617395084832465,9674.324431613746,0.08202114710767872,2167.8164032969967,2028.8274993315383,1969.8585871785524,8961.298092612746,0.006861483187648308
"Los Angeles-Long Beach-Anaheim [Urban Area], CA, USA",12237376.0,11960603.0,0.02314038849044651,11627785.0,0.05242537594219363,4458.107569257809,4450.210330670751,0.0017745764807181985,4496.577987225067,-0.008555487767932383,2854.1144899323494,2789.562920239464,2711.9400151076525,4287.626177284171,0.045648511794995524
"Chicago [Urban Area], IL-IN, USA",8671746.0,8517630.0,0.01809376551928177,8293224.0,0.0456423219727334,3394.7392735335284,3293.1969709127375,0.030833959680415836,3645.3286348771244,-0.06874259811476306,1408.6713530646136,1383.6361647358842,1347.1828018657288,6155.975260754976,0.011458690054600361
"Miami-Fort Lauderdale [Urban Area], FL, USA",6077522.0,5498915.0,0.10522203016413238,4946967.0,0.228534979109422,2740.228444209617,2525.491402233243,0.08502782539132225,2478.698703044711,0.10551090410611666,1761.882609186169,1594.1435848184444,1434.1330439474962,3449.4477488527273,0.06710475937073206
"Houston [Urban Area], TX, USA",5853575.0,4895477.0,0.19571085718511189,3872760.0,0.5114737293299869,1990.2340800136897,1896.1381660076456,0.049625030334242336,1920.0503835290851,0.036553049381759295,1270.8598976660926,1062.8488401099687,840.8084593236332,4605.995523778795,0.02010852056082026
"Dallas-Fort Worth-Arlington [Urban Area], TX, USA",5732354.0,4962589.0,0.1551135909099061,4194691.0,0.3665736045873224,1893.007287889191,1793.1427817085953,0.05569244524155511,1883.243203170233,0.0051847178858902615,1249.2628867013939,1081.506525879697,914.1570439439638,4588.589048007299,0.015126531841783272
"Philadelphia [Urban Area], PA-NJ-DE-MD, USA",5696125.0,5430492.0,0.0489150890932166,5216490.0,0.0919459253252666,3112.443470396439,2951.4572741535712,0.054544647368827595,3014.1485381555035,0.03261117725176431,1127.849014985692,1075.2529224846157,1032.8799154131473,5050.432215940057,0.009183578414957691
"Washington-Arlington [Urban Area], DC-VA-MD, USA",5174759.0,4576645.0,0.13068830988639057,3976541.0,0.3013216763010868,2916.2554429776997,2595.661491761298,0.12351146412349068,2489.332138406531,0.17150114200688793,1512.9540972305977,1338.0823733665527,1162.6288294305994,3420.3013888340633,0.031316338102593495
"Atlanta [Urban Area], GA, USA",4999259.0,4312452.0,0.1592613668511557,3554648.0,0.4064005774974062,1197.0709932879242,1054.70555739296,0.13498121337946276,1052.44649875068,0.1374174313933513,776.1570516437442,669.5272298705004,551.8748101091246,6441.040494849048,0.02183449113196193
"Boston [Urban Area], MA-NH, USA",4382009.0,4022144.0,0.08947093888234732,3897616.0,0.12427930304062791,3220.5252623736556,2915.769587608245,0.10451980707275177,2841.7009365953368,0.13330900549731706,979.3498853451625,898.9224497808502,871.091269488372,4474.4059968471865,0.007562725427309339
