longname,Silent %,Boomer %,Gen X %,Millennial %,Gen Z %,Gen Alpha %
"Houston TX HSA, Houston TX HRR, USA",0.03811632502286545,0.17915555703625596,0.19515022843262722,0.2317743616782764,0.21242976047459589,0.14337376735537918
"Chicago IL HSA, Chicago IL HRR, USA",0.052796053733305835,0.18750898703037586,0.18356764084502164,0.27872823052351314,0.1849730960963178,0.11242599177146588
"Brooklyn NY HSA, New York NY HRR, USA",0.05989463633485211,0.19860215330056083,0.18454317578826854,0.2477206258096136,0.17693085975602577,0.1323085490106792
"Dallas TX HSA, Dallas TX HRR, USA",0.0406022998872606,0.18247228573418106,0.19308629550836984,0.23997398771248343,0.20691009004801855,0.1369550411096867
"Phoenix AZ HSA, Phoenix AZ HRR, USA",0.0427438974436871,0.1832773327259876,0.195550176932355,0.2217071974750066,0.21779970203477703,0.13892169338818655
"San Antonio TX HSA, San Antonio TX HRR, USA",0.04871705101904284,0.18808669128411265,0.1877156785479284,0.22292775436251072,0.21589484787732344,0.13665797690908207
"Las Vegas NV HSA, Las Vegas NV HRR, USA",0.05591585936709716,0.2113715675015226,0.19882961710236557,0.2202724970399619,0.18896140961083735,0.12464904937821553
"New York NY HSA, New York NY HRR, USA",0.07265063344989468,0.2018314623396011,0.18791262646385906,0.2990345458761015,0.14764578392984523,0.09092494794069851
"Miami FL HSA, Miami FL HRR, USA",0.07260899544685169,0.21650361798706116,0.21475946579030916,0.2086362288897532,0.1751827631422572,0.11230892874376767
"Los Angeles CA HSA, Los Angeles CA HRR, USA",0.04999834270327593,0.17460553721183233,0.19275386432641808,0.27502271363952735,0.20012439342697264,0.10749514869197367
"Denver CO HSA, Denver CO HRR, USA",0.048727363794286827,0.20252984680249006,0.20089432577622662,0.25781918095490164,0.17795933139430542,0.11206995127778939
"Philadelphia PA HSA, Philadelphia PA HRR, USA",0.059361166583925096,0.20707591473993053,0.17478165241722282,0.2474004861904948,0.1892616063652428,0.12211917370318404
"Austin TX HSA, Austin TX HRR, USA",0.03670580860044723,0.17857555280329482,0.20627180801946599,0.2645517269176928,0.19161536315733196,0.12227974050176726
"Atlanta GA HSA, Atlanta GA HRR, USA",0.04729487113537158,0.19709009012507236,0.1984815930964282,0.2434433554662111,0.19702476790309847,0.11666532227381826
"St Louis MO HSA, St Louis MO HRR, USA",0.06773657314286251,0.24129079535041903,0.18464813864217172,0.20521565031437958,0.18395968766606546,0.1171491548841018
"Columbus OH HSA, Columbus OH HRR, USA",0.046204310539822595,0.1944208811298347,0.19081503831711452,0.23736875211141878,0.19769191339617634,0.13349910450563304
"Portland OR HSA, Portland OR HRR, USA",0.0538023129384996,0.2108694629310972,0.20974231376104485,0.24648252422602068,0.17065259076115827,0.10845079538217943
"Orlando FL HSA, Orlando FL HRR, USA",0.05119299524486292,0.1981396496573237,0.20316641936096677,0.23507175283789403,0.19623992736459506,0.11618925553435747
"Minneapolis MN HSA, Minneapolis MN HRR, USA",0.050798876520704084,0.20969887139573887,0.18995410889277659,0.23350643983612968,0.18865874458902016,0.12738295876563058
"Fort Worth TX HSA, Fort Worth TX HRR, USA",0.04363227283213464,0.18660932511612566,0.19110092748392446,0.21887395959980002,0.21673923698737865,0.1430442779806366
"Raleigh NC HSA, Raleigh NC HRR, USA",0.043622840322911596,0.19120630295549265,0.2162800507369156,0.21821986006674213,0.2035043634449817,0.12716658247295629
"Charlotte NC HSA, Charlotte NC HRR, USA",0.042794211437390504,0.18745675182293117,0.21285423173744783,0.23020747105854816,0.19744466991297613,0.12924266403070622
"San Jose CA HSA, San Jose CA HRR, USA",0.05638686705130647,0.20137212427612586,0.20761637756126042,0.23565904718504155,0.18366644747981398,0.1152991364464518
"Bronx NY HSA, Bronx NY HRR, USA",0.05258050418408097,0.1863122036900774,0.18655359316047165,0.2226447719052366,0.21236026846367714,0.1395486585964562
"Baltimore MD HSA, Baltimore MD HRR, USA",0.06563503702460238,0.22493348550757916,0.17678473301658615,0.22837873461750874,0.18496244024691844,0.11930556958680523
"Mesa AZ HSA, Mesa AZ HRR, USA",0.06037338979413186,0.20399856144625853,0.18529176209393589,0.2135956320410662,0.21366113923237365,0.12307951539223373
"Salt Lake City UT HSA, Salt Lake City UT HRR, USA",0.04012933600065344,0.17064832900326024,0.18534454431534678,0.2383115360602815,0.21909494350882383,0.1464713111116343
"Memphis TN HSA, Memphis TN HRR, USA",0.051273316904592914,0.21488527184154357,0.189147693310715,0.20805180865291367,0.20367873786038881,0.13296317142984598
"Cincinnati OH HSA, Cincinnati OH HRR, USA",0.0602489213756636,0.22837629359495573,0.18200831475347573,0.20847684333247368,0.1953145087526209,0.12557511819081044
"Seattle WA HSA, Seattle WA HRR, USA",0.05152643389392154,0.1947008969402387,0.19889830678224116,0.29109010261683443,0.16259513879148618,0.10118912097527796
"Richmond VA HSA, Richmond VA HRR, USA",0.05939852140353819,0.23492928764044244,0.1948134966801789,0.21013546037141745,0.18552672099412526,0.11519651291029764
"Sacramento CA HSA, Sacramento CA HRR, USA",0.05286791323217132,0.20367757255363303,0.1890139850505901,0.2300694404952266,0.19409305569046975,0.13027803297790913
"Indianapolis IN HSA, Indianapolis IN HRR, USA",0.048773113711933415,0.2021832434507222,0.1889627469404993,0.22308998241303,0.20152990268155246,0.1354610108022626
"Tucson AZ HSA, Tucson AZ HRR, USA",0.08612366357045195,0.24047037345020247,0.1629336350730263,0.18676298018248,0.21082296943723128,0.11288637828660812
"Jacksonville FL HSA, Jacksonville FL HRR, USA",0.05382479731379168,0.21719072050442909,0.188701960704051,0.22279539813478152,0.18815501069660623,0.1293321126463403
"Tampa FL HSA, Tampa FL HRR, USA",0.05251825415386279,0.20150579306487856,0.20185661857687803,0.2276465391988475,0.19492170874713208,0.12155108625840097
"Pittsburgh PA HSA, Pittsburgh PA HRR, USA",0.07674830342484577,0.24878543068651313,0.17736695907784597,0.22103256878622393,0.17191908328390895,0.10414765474066233
"Flushing NY HSA, East Long Island NY HRR, USA",0.07412597755641981,0.23539974269842404,0.20261393799616859,0.21995185385044624,0.15417561647026254,0.11373287142827879
"San Diego CA HSA, San Diego CA HRR, USA",0.048797133560032735,0.18564496278772727,0.18407382905478706,0.282196434752528,0.19148809297685765,0.10779954686806723
"Oklahoma City OK HSA, Oklahoma City OK HRR, USA",0.0524036894871096,0.20294592045358575,0.1802931601887644,0.22414545772362163,0.20047191033483633,0.13973986181208223
"Washington DC HSA, Washington DC HRR, USA",0.053982770014346086,0.1923303425051968,0.1852684661778966,0.28256468000381213,0.1720157927264595,0.11383794857228882
"Fresno CA HSA, Fresno CA HRR, USA",0.05032070846831234,0.1819615471450817,0.16972113632802607,0.21771466168422543,0.22665644310774286,0.1536255032666116
"Louisville KY HSA, Louisville KY HRR, USA",0.06164607651300516,0.23399224490053172,0.1900544323627209,0.20604962289063697,0.18873744569129397,0.11952017764181118
"Albuquerque NM HSA, Albuquerque NM HRR, USA",0.06491490737338647,0.23779927712571672,0.18196516765682394,0.20814078923257262,0.1949167781417787,0.11226308046972157
"El Paso TX HSA, El Paso TX HRR, USA",0.05137022265716081,0.1768569358194746,0.1749164623398529,0.21325212241564,0.23916403711721648,0.1444402196506552
"Boston MA HSA, Boston MA HRR, USA",0.052712457908933634,0.18098022985762707,0.16917574350945444,0.2924461728416831,0.21093805426725387,0.09374734161504786
"Nashville TN HSA, Nashville TN HRR, USA",0.04356733375615011,0.19275692716043188,0.19125174257724425,0.25636290545653534,0.19216168793816338,0.12389940311147506
"Tulsa OK HSA, Tulsa OK HRR, USA",0.05924571327832698,0.21708255861887413,0.18276310143240587,0.20570941270714022,0.19953084720293698,0.1356683667603158
"Honolulu HI HSA, Honolulu HI HRR, USA",0.08204133185995184,0.2236049589165398,0.1848370069917777,0.2153506729505128,0.17548642339019319,0.11867960589102457
"Grand Rapids MI HSA, Grand Rapids MI HRR, USA",0.05498024767720948,0.20861233022155945,0.17812736362863638,0.21422302383701625,0.21070589604229167,0.13335113859328682
"San Francisco CA HSA, San Francisco CA HRR, USA",0.06855718516785116,0.2083279302656626,0.2012627731320918,0.31749543998947055,0.12483395846998768,0.07952271297493634
"Birmingham AL HSA, Birmingham AL HRR, USA",0.06252708848544045,0.22961385570398107,0.19026358788191788,0.20360037044762777,0.18923890720929748,0.1247561902717354
"Milwaukee WI HSA, Milwaukee WI HRR, USA",0.05526450169253762,0.1992771145034123,0.17594958697429877,0.22270959562976286,0.21103634940789193,0.13576285179209654
"Riverside CA HSA, San Bernardino CA HRR, USA",0.036148131053312924,0.16335122388528822,0.18781960786050572,0.22558630393386248,0.2524922304869495,0.13460250278008107
"Cleveland OH HSA, Cleveland OH HRR, USA",0.07299500899943275,0.24505138574553803,0.17910613026167901,0.20007316103978154,0.18800640519562886,0.11476790875793987
"Omaha NE HSA, Omaha NE HRR, USA",0.04898194694548864,0.19811086109708903,0.18359838236046608,0.2210572548677666,0.20370776620333117,0.14454378852585847
"Rochester NY HSA, Rochester NY HRR, USA",0.07226219998719348,0.24259070173524322,0.1801589877424075,0.19854634404525195,0.197402876041077,0.10903889044882688
"Jamaica NY HSA, East Long Island NY HRR, USA",0.06048561316185179,0.22716655301138794,0.20125285105241425,0.21264950521166698,0.18831996367825984,0.11012551388441924
"Buffalo NY HSA, Buffalo NY HRR, USA",0.07562174342934615,0.2470830631191015,0.17670204207373436,0.202524470069277,0.18608102826957565,0.1119876530389653
"Detroit MI HSA, Detroit MI HRR, USA",0.05789486782528605,0.21226323693774854,0.17871513952192067,0.21146921142936842,0.2049885094875071,0.13466903479816933
"Colorado Springs CO HSA, Colorado Springs CO HRR, USA",0.04854262533315185,0.206978216970021,0.17940751012310477,0.22376305208399827,0.21152383140247702,0.1297847640872471
"Bakersfield CA HSA, Bakersfield CA HRR, USA",0.04095485095807213,0.16810878545870406,0.1730671480607168,0.21970421150736136,0.23747021908704746,0.1606947849280982
"St Paul MN HSA, St Paul MN HRR, USA",0.05288995008215787,0.21372105365068905,0.18250680695791163,0.2199419331151818,0.2010680226534559,0.12987223354060373
"Des Moines IA HSA, Des Moines IA HRR, USA",0.05326477425904205,0.2026772054091414,0.19137166102221295,0.21834617931476055,0.196521678092221,0.13781850190262201
"Charleston SC HSA, Charleston SC HRR, USA",0.054796211310248796,0.2240090000191234,0.18240805891221287,0.22887188159228394,0.18626650737042855,0.12364834079570239
"Baton Rouge LA HSA, Baton Rouge LA HRR, USA",0.05203480128226849,0.2073764836433951,0.17477745834159183,0.21406139823059894,0.21876561704480973,0.13298424145733595
"Kansas City MO HSA, Kansas City MO HRR, USA",0.06235195747293563,0.22735451641022375,0.18221314975484196,0.21897994328587775,0.18332689069929625,0.12577354237682478
