longname,Not Cohabiting With Partner %,Cohabiting With Partner (Gay) %,Cohabiting With Partner (Straight) %,Living With Parents %,Other Living Situation %,Never Married %,Married (not divorced) %,Divorced %
"Houston TX HSA, Houston TX HRR, USA",0.16176997235733395,0.005787216400813378,0.37278501167922723,0.3680719711422448,0.0915858284203806,0.361973424157163,0.5441866386832517,0.09383993715958525
"Chicago IL HSA, Chicago IL HRR, USA",0.24789843669960412,0.011059918757604068,0.310302497504473,0.3029548028289841,0.12778434420933452,0.4912298934579834,0.4257745103094704,0.08299559623254617
"Brooklyn NY HSA, New York NY HRR, USA",0.20223550746994523,0.008243106193958797,0.30871458855241035,0.33974278332098395,0.14106401446270145,0.43925750655918133,0.4855482972303211,0.07519419621049749
"Dallas TX HSA, Dallas TX HRR, USA",0.19168785920002335,0.00843456371151474,0.3603878509656461,0.3442238165720008,0.0952659095508151,0.3769523246264038,0.5189479862160219,0.1040996891575742
"Phoenix AZ HSA, Phoenix AZ HRR, USA",0.15792297759908686,0.008718033843879196,0.377320644655288,0.3508022834537269,0.10523606044801902,0.37069941663829437,0.5133390679977462,0.11596151536395939
"San Antonio TX HSA, San Antonio TX HRR, USA",0.1669749811393588,0.006219081252380159,0.37497713164091656,0.3603899373298405,0.09143886863750404,0.3476747451662392,0.5410543821959153,0.11127087263784564
"Las Vegas NV HSA, Las Vegas NV HRR, USA",0.1789910749324818,0.007668975513520162,0.36669406542080535,0.3241945414628308,0.12245134267036203,0.3530773455216534,0.5141484931526409,0.13277416132570577
"New York NY HSA, New York NY HRR, USA",0.2872691169543695,0.01756849963426047,0.3091172562184363,0.23353541022568486,0.15250971696724908,0.486588406460089,0.4286901313594063,0.08472146218050475
"Miami FL HSA, Miami FL HRR, USA",0.1687880392496638,0.006650567965635754,0.3455858782834857,0.3472020324810195,0.13177348202019523,0.3605795210581261,0.5162652225546263,0.12315525638724766
"Los Angeles CA HSA, Los Angeles CA HRR, USA",0.21383990172905,0.012487362839996127,0.2843285829532426,0.31130806556407437,0.17803608691363695,0.5196719707120766,0.4060433388510201,0.07428469043690333
"Denver CO HSA, Denver CO HRR, USA",0.18730549154141846,0.010389742191016564,0.4316104202575683,0.282045134082954,0.08864921192704263,0.3477569233396308,0.5371466716445611,0.11509640501580824
"Philadelphia PA HSA, Philadelphia PA HRR, USA",0.24300589930000796,0.008918164543191246,0.3077455899450873,0.32242996739097335,0.11790037882074014,0.47326295984100597,0.43541394199895944,0.09132309816003455
