longname,PW Mean Hilliness (Grade),PW Mean Elevation
"Los Angeles CA HRR, USA",0.04134221676293249,160.76447516574785
"Houston TX HRR, USA",0.043494208784954046,34.98975664558853
"Atlanta GA HRR, USA",0.05906636254716582,300.2474911194027
"Dallas TX HRR, USA",0.03909348634119161,177.5430692387928
"New York NY HRR, USA",0.05040927402344047,24.915038225191093
"Boston MA HRR, USA",0.045421245321564975,35.05777273402914
"East Long Island NY HRR, USA",0.035026094209479164,27.91588422673187
"Philadelphia PA HRR, USA",0.04102549552629895,57.701171648385554
"Orlando FL HRR, USA",0.04750803936432016,22.925618323672403
"San Diego CA HRR, USA",0.052213660238238424,137.23132683452414
"Phoenix AZ HRR, USA",0.03391896527443864,555.7718018429114
"Minneapolis MN HRR, USA",0.05434138854440381,293.26676530040834
"Orange Co. CA HRR, USA",0.043639740711982296,79.5137685100788
"St Louis MO HRR, USA",0.045602911421627146,174.74473647051119
"San Bernardino CA HRR, USA",0.041451748330421354,499.08493862236384
"Miami FL HRR, USA",0.02955914965097155,11.939108367950503
"Denver CO HRR, USA",0.04113692173421932,1712.1793978897501
"Seattle WA HRR, USA",0.07174410958738676,87.26605410750452
"Nashville TN HRR, USA",0.06101216380134004,217.17622911829747
"Columbus OH HRR, USA",0.05035263548323064,274.226668364829
"San Antonio TX HRR, USA",0.06584702006153421,242.0812629845079
"Fort Lauderdale FL HRR, USA",0.03077170600151003,11.731523544952733
"Indianapolis IN HRR, USA",0.04434218212020257,241.5657409798561
"Portland OR HRR, USA",0.05761524383666676,96.43023478268857
"Camden NJ HRR, USA",0.03168635080462075,23.984323012835766
"Pittsburgh PA HRR, USA",0.08611024929823906,331.7282496646292
"Washington DC HRR, USA",0.05138457298568246,90.1966733043712
"Sacramento CA HRR, USA",0.03714211165499161,119.53814221748445
"Charlotte NC HRR, USA",0.05915664183631264,215.29630603196776
"Milwaukee WI HRR, USA",0.04246860629485319,229.0049429199087
"Kansas City MO HRR, USA",0.04646023902840472,289.8792706838214
"Chicago IL HRR, USA",0.037693705121332265,184.62566948043806
"Baltimore MD HRR, USA",0.04554694569794091,82.1411411426307
"Arlington VA HRR, USA",0.051438178308979954,87.55863441767795
"Fort Worth TX HRR, USA",0.048899199474074395,208.32462422724382
"Las Vegas NV HRR, USA",0.030023282559443143,665.6035072498512
"Birmingham AL HRR, USA",0.06575366554318443,204.49205927808396
"Raleigh NC HRR, USA",0.04951362884455815,86.07953416924434
"Salt Lake City UT HRR, USA",0.04815180385229504,1426.2464026637003
"Austin TX HRR, USA",0.05690731774346196,225.29039077650904
"Cleveland OH HRR, USA",0.04919319633701114,260.46526769910594
"Oklahoma City OK HRR, USA",0.03364420678647333,366.4875367057095
"San Jose CA HRR, USA",0.03500581687234371,64.16615635451015
"Richmond VA HRR, USA",0.04900188515131075,65.74012764206107
"Jacksonville FL HRR, USA",0.04262888672395691,18.653802223406732
"Albany NY HRR, USA",0.057460239055957735,151.982777966657
"Louisville KY HRR, USA",0.05683025743645049,193.07257656325342
"Memphis TN HRR, USA",0.039774682382000104,94.9676675801958
"Albuquerque NM HRR, USA",0.04052139469074633,1738.0192693977176
"Cincinnati OH HRR, USA",0.05135018430353703,237.10756737890966
"Spokane WA HRR, USA",0.05662522493795468,509.8835145125644
"Alameda Co. CA HRR, USA",0.040489079430678136,59.624107556161015
"Newark NJ HRR, USA",0.040469156194947745,39.64267824738899
"Detroit MI HRR, USA",0.03528576930425667,193.52151653719622
"Tampa FL HRR, USA",0.048167536955070187,17.69553780007502
"Mesa AZ HRR, USA",0.03715689986101202,400.9014744356003
