longname,PW Density (r=250m),PW Density (r=250m) (2010),PW Density (r=250m) Change (2010-2020),PW Density (r=250m) (2000),PW Density (r=250m) Change (2000-2020),PW Density (r=500m),PW Density (r=500m) (2010),PW Density (r=500m) Change (2010-2020),PW Density (r=500m) (2000),PW Density (r=500m) Change (2000-2020),PW Density (r=2km),PW Density (r=2km) (2010),PW Density (r=2km) Change (2010-2020),PW Density (r=2km) (2000),PW Density (r=2km) Change (2000-2020),PW Density (r=4km),PW Density (r=4km) (2010),PW Density (r=4km) Change (2010-2020),PW Density (r=4km) (2000),PW Density (r=4km) Change (2000-2020)
"New York-Newark CSA, NY-NJ-CT-PA, USA",11651.591415041712,10954.663351866118,0.06361930447245305,11291.125137540099,0.031924743824081364,10058.719373577082,9359.89630041255,0.07466141191475906,9449.833148176804,0.0644335424607738,7221.407726791668,6615.952928309289,0.09151437518421156,6581.464756482616,0.09723412553090409,6148.80934474974,5587.204950048966,0.10051616142984926,5541.448472641431,0.10960326981418267
"Los Angeles-Long Beach CSA, CA, USA",5093.129753317434,5153.836081153481,-0.011778862750027689,5442.308355948364,-0.06416001810137842,4116.6690510117205,4150.884525127039,-0.008242935670264384,4293.6844831263215,-0.04122693057914502,3125.130093666703,3122.6184399538147,0.0008043421766655215,3201.4100756002326,-0.023826995021632102,2696.284783446191,2683.6996112791376,0.0046894861534278855,2737.826590007789,-0.015173278948057834
"Chicago-Naperville CSA, IL-IN-WI, USA",4385.062337550188,4284.034325066098,0.02358244701564836,4938.97902328421,-0.11215206282971629,3619.186087942329,3511.4163988043297,0.030691230232534023,3912.6933224527434,-0.07501411695778501,2583.440253542626,2517.773880101915,0.026081124266033408,2814.928707864196,-0.08223599186538895,2233.5856452335724,2185.3358882138327,0.022078874593130068,2439.383161660243,-0.0843645720201679
"Washington-Baltimore-Arlington CSA, DC-MD-VA-WV-PA, USA",4078.23667564621,3804.3249327475382,0.07200009140671614,4141.011017089881,-0.015159182427818187,2696.99864135822,2506.2653518889942,0.07610259198032183,2529.1565433893247,0.06636287437707199,1806.4007475379713,1671.1577125364545,0.08092775085616977,1658.2654776772147,0.08933145618411738,1524.29606704203,1411.5743835177848,0.07985529125523765,1406.412594010608,0.08381855618574818
"San Jose-San Francisco-Oakland CSA, CA, USA",5070.695089122356,4765.39923097174,0.0640651167621819,5081.739449576674,-0.002173342526492178,4138.961580653533,3875.3530894154956,0.06802179960272897,3946.263688011087,0.048830465442000245,3014.2861114765674,2780.595662208791,0.08404330498097023,2763.953868783774,0.09057034038087888,2360.6979544722435,2173.4191891547885,0.08616780704429369,2139.7385397531702,0.1032646795923777
"Boston-Worcester-Providence CSA, MA-RI-NH-CT, USA",3540.503266838282,3298.7748013884147,0.07327825632356794,3357.0533629372107,0.054646108973544584,2717.0323347525004,2475.710867684286,0.09747562618002331,2479.272819544387,0.09589889153538426,1905.6170241509365,1712.280183132503,0.11291191881035295,1679.726680276148,0.13448041668163055,1560.1162445394825,1401.6241837561638,0.1130774301843033,1362.9964162709139,0.1446224112664053
"Dallas-Fort Worth CSA, TX-OK, USA",2795.6182524073356,2665.941579745707,0.04864197837148334,3035.684368082706,-0.07908138217511482,1946.9596708172592,1857.3175978104587,0.048264267302736544,1966.9807444400205,-0.01017858140165026,1331.5168110305465,1240.3803299319607,0.07347462620887013,1263.6900310418528,0.05367358950578548,1149.0280283850523,1049.6299642395006,0.0946981960614754,1043.7264390195087,0.10089002772073626
"Philadelphia-Reading-Camden CSA, PA-NJ-DE-MD, USA",3932.403556400591,3838.0091663324597,0.024594623404282503,3973.8289293906287,-0.01042454864718857,3081.10073324106,2940.294249178292,0.04788856901043781,3031.036561048546,0.016517178590282316,2212.886418751825,2086.297012566256,0.06067659850112021,2135.8431369293125,0.03607160118194694,1836.2652572821492,1732.627692354023,0.05981525366671218,1771.269279471554,0.03669457747835284
"Houston-The Woodlands CSA, TX, USA",3385.140533144074,3347.4982788481675,0.011244891306966983,3529.552307826908,-0.04091504023402501,2159.409989219102,2089.75041855439,0.033333918752316866,2138.2987127350725,0.00987293139087492,1476.128957179029,1378.0568039580437,0.07116698886381402,1340.5645848048525,0.1011248349469941,1295.0727762236957,1192.297687665697,0.08619918466772654,1128.6247580020654,0.14747861682237318
"Miami-Fort Lauderdale-Port St. Lucie CSA, FL, USA",4347.622485704424,4010.530610241749,0.08405168996886327,4328.129039314028,0.004503896767709589,3019.521066209665,2783.7455457672813,0.08469722414136714,2802.3491320722724,0.0774963874600447,2156.917363495804,2003.4400367720264,0.07660689808868074,1961.9016432676947,0.09940137462920708,1836.1467058224875,1707.9329662608045,0.07506953849739356,1657.3920604080056,0.10785296351092531
