longname,High School %,Undergrad %,Grad %,Undergrad STEM %,Undergrad Humanities %,Undergrad Business %,% of women with high school education - % of men with high school education,% of women with undergraduate education - % of men with undergraduate education,% of women with graduate education - % of men with graduate education
"Creek OTSA, USA",0.9057122642950518,0.2872272681869782,0.09674912608621664,0.11235346208345977,0.10431614340649509,0.07055766269702238,0.01929661416894024,0.005316762760713412,0.00017566406619895503
"Cherokee OTSA, USA",0.8777736092321726,0.1957637610691956,0.06066552283524131,0.06922186688825839,0.08202495153878446,0.04451694264215315,0.027561646214248392,0.025371679964516697,0.009694900911816066
"Lumbee SDTSA, USA",0.8783784289431469,0.2119133660130254,0.07380993675303962,0.08516592798499761,0.08892015272641562,0.03782728530161229,0.03669877678237898,0.04389109767253119,0.021979351147969214
"Chickasaw OTSA, USA",0.8852806051093686,0.20014784356771903,0.0659946255973742,0.07973994363143475,0.08190312523432779,0.038504774701957484,0.0123106092416011,0.027843647732378574,0.015309852113991704
"Choctaw OTSA, USA",0.8627887790086197,0.16313076628818846,0.05500572828981301,0.060726641852538926,0.0757944859000068,0.02660963853564189,0.02596997946079238,0.05041511085222225,0.010098048387844824
"Kiowa-Comanche-Apache-Fort Sill Apache OTSA, USA",0.8938655410571079,0.21186675709030495,0.07722796784033605,0.083327090178223,0.09136340502991083,0.037176261882172754,-0.0001890083671484133,0.019670347706749136,-0.001166551799916385
"Cheyenne and Arapaho OTSA, USA",0.8999244738886303,0.23487058103813657,0.06995093102740117,0.0864781895202805,0.09411857798171984,0.054273813536138145,0.009853442842669424,0.03393463581740952,0.018426668608328922
"United Houma Nation SDTSA, USA",0.8354087939772926,0.16122213161101837,0.0553069400406114,0.06699939141751302,0.0628958585597474,0.03132688163375826,0.05890046410904526,0.04863001873169903,0.014661572902608146
"Citizen Potawatomi Nation-Absentee Shawnee OTSA, USA",0.9013690484535605,0.2148998175959016,0.0788091642125235,0.0775106375092003,0.076993629612216,0.060395550474485436,0.01722035319995674,0.02310918520141242,0.0077653819522292
"Cher-O-Creek SDTSA, USA",0.8837076764710106,0.2073336070013003,0.07488201998817696,0.08397621927641653,0.07796330239133377,0.04539408533355029,0.018048988387627807,-0.020515379520276628,-0.00529886252643387
"Knik ANVSA, USA",0.9396539329379734,0.20636998779551377,0.07203177300509796,0.09238158688511956,0.08145994507609183,0.03252845583430212,0.015528038343736061,0.05472138127148418,0.02626484211852069
"Coharie SDTSA, USA",0.8700085296310567,0.19788955240637573,0.06928010843163186,0.06928142117999013,0.0821726750636878,0.04643545616269747,0.020035644859123347,0.023568547707101484,0.0069082801486628626
"Sac and Fox OTSA, USA",0.8986584919589719,0.18796254506186524,0.06570618335152717,0.06176266724755053,0.08648185461596762,0.03971802319834727,0.02463660369941878,0.026513932365804127,0.008518290374408072
"Echota Cherokee SDTSA, USA",0.8727215246664588,0.27025252168929936,0.09734431318566183,0.1177175730041757,0.09796658355952201,0.054568365125601974,0.02155101470362175,-0.012021072947360045,-0.008286333717730271
"Samish TDSA, USA",0.957679753222369,0.46596893500285547,0.19300103218818143,0.23594759850916913,0.17302481458806765,0.05699652190561919,0.013105302135794084,-0.0007097501272822493,-0.005785302410904358
"Kenaitze ANVSA, USA",0.9448554567299612,0.22379054643969454,0.08201467088604097,0.10694981876574616,0.09269830127810384,0.024142426395844723,-0.009706263949151528,0.027616443296555743,0.020966259909476967
"Four Winds Cherokee SDTSA, USA",0.8850800962822094,0.1768921249166691,0.05505807621891465,0.07438592669376275,0.0720033110189364,0.030502887203969983,0.0028303312302763173,0.01823869767335659,0.011746980869247699
"Natchitoches SDTSA, USA",0.8882985069732674,0.2528269614302561,0.10433893252554262,0.09309892742766816,0.1237104156468051,0.03601761835578288,0.024908942756509678,0.05572906916456666,0.024482893043204862
"Kickapoo OTSA, USA",0.8890379585768864,0.1593953732108413,0.05235707653970513,0.05489248863968441,0.06886046163452368,0.03564242293663295,-0.007052443990818169,0.027788192727960126,0.01821378545707044
"Kaw/Ponca joint-use OTSA, USA",0.8922103964558201,0.17803336616190693,0.04812180261416495,0.06741981945495458,0.07200755087316518,0.03860599583378693,0.0029316826694998355,0.03296705144345874,0.00941796697013414
"Chickaloon ANVSA, USA",0.9459445398516867,0.2694967414198835,0.08786122969908494,0.12663884626215297,0.10385335595416165,0.03900453920356874,0.018508956379481023,0.06229793127190464,0.013195759272384033
"MaChis Lower Creek SDTSA, USA",0.8438148929237193,0.1568693545339032,0.0618483441351873,0.05453223075519896,0.07036172491886368,0.03197539885984022,0.0028942672719302065,0.032347397512468096,0.015659110987303985
"Seminole OTSA, USA",0.8498775346999041,0.13392816237918864,0.04139344471933787,0.043992144525005654,0.06874220948503874,0.02119380836914431,0.021476702935685932,0.04046313271688862,0.008392494527535772
"Ninilchik ANVSA, USA",0.9389394299862518,0.32188388224536296,0.11316194359115396,0.15448677045347337,0.1393324390847616,0.02806467270712815,0.007398159381821756,0.0734224727257543,0.03256638781652524
"Pawnee OTSA, USA",0.893486291893835,0.16398771933809267,0.045864855443495334,0.06385035683637669,0.06184867609606107,0.03828868640565482,0.03156296806641745,0.03564244501407135,0.002129032972777785
"Caddo-Wichita-Delaware OTSA, USA",0.8347320314281946,0.1475352555561509,0.04065841351093557,0.05233297157529157,0.06333412879273431,0.031868155188124685,0.09673384309983024,0.06794232994917421,0.024222023120468665
"Bayou Lafourche SDTSA, USA",0.7752519912254118,0.09436319764276727,0.03218869273671168,0.03411621226402779,0.04521514084563139,0.015031844533108109,0.0932360094296445,0.04896360033598693,0.04554217597744724
