longname,PW Density (r=250m),PW Density (r=500m),PW Density (r=2km),PW Density (r=4km)
"Tucson MSA, AZ, USA",2475.643304221069,1625.2916778605424,1082.0022677434924,908.0783383252726
"Urban Honolulu MSA, HI, USA",6362.35917185029,4503.650252133039,2604.3121600751074,1671.1430532801062
"Tulsa MSA, OK, USA",1714.7636220398226,1127.1411434726444,750.930459711186,630.2672805102371
"Fresno MSA, CA, USA",2988.406455862153,2280.610870250017,1590.2719464145207,1302.5104127403479
"Worcester MSA, MA-CT, USA",2146.1316592694416,1445.5779155037615,954.2686354461138,725.4321220269998
"Omaha-Council Bluffs MSA, NE-IA, USA",2041.2848439621416,1585.57680943912,1142.533894205545,984.8351673431425
"Bridgeport-Stamford-Norwalk MSA, CT, USA",3152.926894409568,2333.398829653147,1666.442839889398,1259.4754120683508
"Greenville-Anderson-Mauldin MSA, SC, USA",1573.527872662368,766.473736659418,502.55800111838784,439.64063324604524
"Albuquerque MSA, NM, USA",2204.7545252139394,1697.352004609572,1226.766041051221,1020.5116206709763
"Bakersfield MSA, CA, USA",3019.0325266477134,2237.6953428694114,1429.8603001956453,1073.5972799748297
"Knoxville MSA, TN, USA",1594.5343570783746,790.2936703930674,468.6907989831859,408.0113854002276
"Albany-Schenectady-Troy MSA, NY, USA",2108.064124512639,1419.57446901484,939.9428150855648,715.2052937700314
"McAllen-Edinburg-Mission MSA, TX, USA",2428.5826472472772,1399.4100327688477,931.4199991172404,791.2456380197162
"El Paso MSA, TX, USA",2840.1582201943047,2027.712533723678,1391.1378647421466,1112.7683074779884
"New Haven-Milford MSA, CT, USA",2751.66305470764,1934.6019604219084,1294.764615297269,1014.9933133858725
"Allentown-Bethlehem-Easton MSA, PA-NJ, USA",2525.9849486553535,1914.7882705680765,1186.310869769402,871.9711896038353
"Baton Rouge MSA, LA, USA",2339.480161775137,1079.6324013851593,628.3292827594677,526.3652417206645
"Oxnard-Thousand Oaks-Ventura MSA, CA, USA",3722.231282542026,2756.6373636944763,1754.6228327502563,1230.252287122103
"North Port-Sarasota-Bradenton MSA, FL, USA",2061.000112527611,1216.713607552783,857.0076112711099,732.5035770435788
"Columbia MSA, SC, USA",2003.5478869760377,932.2825690985761,545.3862429119453,465.969836164189
"Dayton MSA, OH, USA",1820.5032701626803,1277.214277991385,865.8683176398633,709.016472086238
"Charleston-North Charleston MSA, SC, USA",2264.6184295386834,1223.1527997052083,705.6929686075222,550.9450870998381
"Stockton-Lodi MSA, CA, USA",3230.666946002402,2577.7459124148136,1725.0782209925364,1302.0213789869147
"Greensboro-High Point MSA, NC, USA",1574.5479383674394,927.7132897981518,629.5783636416205,538.7757892556995
"Boise City MSA, ID, USA",2002.959597994824,1446.243283445848,1049.460225755438,853.7644916443008
"Cape Coral-Fort Myers MSA, FL, USA",1886.9446705002306,1045.111528089141,729.500935890323,616.4065749656073
"Colorado Springs MSA, CO, USA",2408.5157453468646,1695.32056069115,1161.9829131868034,986.3662110444009
"Little Rock-North Little Rock-Conway MSA, AR, USA",1642.2748599992537,897.8452266240176,560.6849192359997,439.57998950943477
"Lakeland-Winter Haven MSA, FL, USA",2413.5711765548363,1128.1445645149577,600.6681010291908,484.3397741626535
"Akron MSA, OH, USA",1806.6792621661882,1178.80781400197,800.6158341874601,675.7012835747394
"Ogden-Clearfield MSA, UT, USA",1954.388360899525,1573.3551260000297,1131.0951851594807,883.9030855589664
"Madison MSA, WI, USA",2804.429952315778,1993.4053769410443,995.5665214583179,657.6333796546437
"Winston-Salem MSA, NC, USA",1412.3158125426737,681.3309707808879,448.65343372971824,402.82960331212115
"Des Moines-West Des Moines MSA, IA, USA",1932.1939147369237,1356.495429937479,915.8979863932515,734.5343424644567
"Provo-Orem MSA, UT, USA",2743.7341246312767,2109.4411072581083,1396.050031152574,1036.6459122518916
"Deltona-Daytona Beach-Ormond Beach MSA, FL, USA",1846.2969003038058,1060.1619634921747,671.6227795472839,550.6719542011306
"Syracuse MSA, NY, USA",1920.6403120805257,1351.3646337015473,890.7017992227007,708.8619219199284
"Wichita MSA, KS, USA",1675.138038518873,1190.0749421525286,809.5979759373537,661.94069963181
"Springfield MSA, MA, USA",2528.4508938126137,1668.7020045442769,1076.7582320365111,860.3737529525098
"Augusta-Richmond County MSA, GA-SC, USA",1758.1363086591098,808.4464205164854,477.30815959824565,406.9256003041065
"Palm Bay-Melbourne-Titusville MSA, FL, USA",2146.7471913005124,1195.6334984864288,722.7241285409419,549.4437299940586
"Toledo MSA, OH, USA",1844.3927003618862,1323.5286822955243,899.6402157093053,759.6367086197822
"Spokane-Spokane Valley MSA, WA, USA",1936.6992411300039,1376.9894717472355,988.0269985487884,812.7378449868924
"Harrisburg-Carlisle MSA, PA, USA",2009.6412620869626,1300.6268646661977,744.4419356161533,600.9084450214789
"Durham-Chapel Hill MSA, NC, USA",2130.5562907457756,1135.528940306533,738.5324675276532,621.1845880584318
"Jackson MSA, MS, USA",1771.6248898899864,827.6694371377953,425.9162547290868,328.8376170869676
"Fayetteville-Springdale-Rogers MSA, AR-MO, USA",1686.6635743927077,947.007245904974,576.9531639807539,460.01302613844683
"Scranton--Wilkes-Barre--Hazleton MSA, PA, USA",2099.0943366455413,1580.246591797741,939.6489736033369,639.9427701876981
"Chattanooga MSA, TN-GA, USA",1540.1094055456456,732.250956676127,458.2368338043861,395.3188877947314
"Lancaster MSA, PA, USA",1961.9618880683822,1419.4328980255107,861.1662985006458,585.56040366567
"Modesto MSA, CA, USA",2884.26650680807,2408.426938409747,1560.41475892222,1138.7799843603386
"Portland-South Portland MSA, ME, USA",1596.5914236034407,899.8955311312259,444.8867951180724,324.4939749675497
"Youngstown-Warren-Boardman MSA, OH-PA, USA",1227.0755655337916,789.1587596004302,516.8974481335352,413.7252065790028
"Lexington-Fayette MSA, KY, USA",2357.9782293702365,1578.3201541728342,1081.471951246158,863.2487274664812
"Pensacola-Ferry Pass-Brent MSA, FL, USA",2243.0444855706623,979.3859432468331,562.3429933365775,464.8975759459463
"Huntsville MSA, AL, USA",1484.108301570444,787.1703548612992,484.75678935360094,402.75215516105953
"Reno MSA, NV, USA",2721.4262038180545,1969.5301800706557,1289.4906147549252,979.8250829177634
"Santa Rosa MSA, CA, USA",2616.0505136177035,1910.580967708207,1295.3107519230089,912.7894215900311
"Port St. Lucie MSA, FL, USA",1968.9726477173497,1155.6741152342015,769.8883054618074,635.4522011803905
"Myrtle Beach-Conway-North Myrtle Beach MSA, SC-NC, USA",1737.1509658313214,741.3780388041728,369.1109200387427,284.84787069904206
"Lafayette MSA, LA, USA",1308.981800714211,745.7101195527842,473.2780146143612,381.4833107828205
"Springfield MSA, MO, USA",1302.0031591951317,877.5548395704103,607.4010919425508,511.48101388685996
"Killeen-Temple MSA, TX, USA",2040.1740869386097,1274.8607424311708,778.3592276538182,605.5518766628421
"Lansing-East Lansing MSA, MI, USA",1864.1918513879282,1199.9647801976603,737.8734996832704,587.807738548048
"Visalia-Porterville MSA, CA, USA",2282.122498902823,1803.260533016529,1125.0141572314528,758.5194834788747
"Asheville MSA, NC, USA",1480.1197769712287,620.2174970044259,346.90379891401113,289.8280013608946
"York-Hanover MSA, PA, USA",1742.3491422343996,1179.5866836454552,740.6945891297502,540.554134441857
"Vallejo-Fairfield MSA, CA, USA",3185.3819624352773,2415.2861189396576,1631.7389523383258,1173.2849892678319
"Santa Maria-Santa Barbara MSA, CA, USA",3838.4414033974444,2940.0815894024486,1685.3683531204786,988.8100562694143
"Fort Wayne MSA, IN, USA",1709.5524044475549,1116.4338766187004,778.4476962867094,634.0787356715643
"Corpus Christi MSA, TX, USA",2348.160924464123,1604.3559936590573,1092.8311262759742,850.0014786355852
"Salinas MSA, CA, USA",4522.681287715952,3128.58825304648,1676.3695348411488,1005.5739072040117
"Salem MSA, OR, USA",2443.594313343854,1812.9559430173279,1164.8285245179402,831.6641961225384
"Shreveport-Bossier City MSA, LA, USA",1723.4999548312428,877.4256045574338,488.6854524594376,388.7018317733196
"Reading MSA, PA, USA",3230.372157849945,2336.3684584413686,1326.8527718133055,867.7786893405467
"Manchester-Nashua MSA, NH, USA",2369.680658311631,1481.1119484811024,953.6691205598077,732.8019217583367
"Brownsville-Harlingen MSA, TX, USA",2152.291515408628,1443.4730769595606,923.6073890910334,717.0941687228577
"Salisbury MSA, MD-DE, USA",1366.3872238524898,642.8626043186845,325.5508657885607,230.96136938203307
"Mobile MSA, AL, USA",1529.6543026191755,832.685924365853,573.6860676973295,496.1904761918411
"Beaumont-Port Arthur MSA, TX, USA",1648.1066307012923,955.3333068875539,594.7828143670623,431.038309853566
"Flint MSA, MI, USA",1589.989945913252,840.3415787414147,529.774593605694,449.3139217032689
"Savannah MSA, GA, USA",2211.0460598362724,1172.3412980269784,654.6042276622595,477.12066641274924
"Canton-Massillon MSA, OH, USA",1351.9541028423412,964.0633721388647,680.1298889282663,556.5976139864559
"Anchorage MSA, AK, USA",2414.705265354017,1542.5918975164457,930.7542423201618,716.5676184304018
"Gulfport-Biloxi-Pascagoula MSA, MS, USA",1478.3547972721153,746.8198121988809,403.45071303884146,284.0544976016121
"Trenton MSA, NJ, USA",3712.5151385269733,2732.096360981892,1756.1602205808629,1275.214883610675
"Fayetteville MSA, NC, USA",1754.716722775608,931.0335659985188,594.3574440533909,507.43114514300044
"Montgomery MSA, AL, USA",1917.9148815094484,927.3536020790333,527.2405025818024,443.350219459996
"Davenport-Moline-Rock Island MSA, IA-IL, USA",1621.8826824215075,1175.933629470092,803.8678155851638,627.5384316145132
"Tallahassee MSA, FL, USA",2253.356258870206,1183.7363489769275,759.0298590769872,603.837413922365
"Eugene MSA, OR, USA",2445.6030476404053,1732.8725905366587,1131.0314563136621,846.5684545563255
"Ocala MSA, FL, USA",1402.0662218334112,715.9839782881764,385.9005780076535,316.1696355135475
"Naples-Immokalee-Marco Island MSA, FL, USA",2616.3200616920535,1187.9693936110039,670.7893014862608,526.1140022759481
"Ann Arbor MSA, MI, USA",2763.262143541989,1832.733482737325,1074.7513767677485,807.1582069978843
"Peoria MSA, IL, USA",1401.8740884759911,963.5991823868366,593.8815724523284,414.19359973202984
"Hickory-Lenoir-Morganton MSA, NC, USA",896.0631024736974,400.31123176840765,247.06470472881998,207.8518860108324
"Fort Collins MSA, CO, USA",2057.29216305359,1515.7546970198346,999.7440877697513,790.5536956189275
"Spartanburg MSA, SC, USA",1380.0542824511208,573.4595056522012,342.97230635562937,300.1989523844228
"Huntington-Ashland MSA, WV-KY-OH, USA",1225.7807641086079,683.9423712891102,369.10540342030833,258.5303478195067
"Lincoln MSA, NE, USA",2257.9267826242044,1812.213317948844,1245.657349679434,1026.6586447546485
"Rockford MSA, IL, USA",1471.117801802049,1138.8790324701101,818.7466754337888,692.7398328951145
"Kalamazoo-Portage MSA, MI, USA",1549.5210755190071,925.5352317506313,586.5990287892783,490.4709438354997
"Boulder MSA, CO, USA",2892.803740947561,2122.667230686461,1365.875968600566,922.2766915854334
"Greeley MSA, CO, USA",2063.3392239971267,1449.0987823810613,822.0672445712673,610.263563293265
"Green Bay MSA, WI, USA",1500.6003251059965,1004.746195815333,682.5033252928997,538.4368704022831
"South Bend-Mishawaka MSA, IN-MI, USA",1908.4749941260372,1153.0186755533114,760.1588988356411,653.9009216822075
"Lubbock MSA, TX, USA",2522.504572990852,1609.0018831387904,1078.7932358225275,906.901641668461
"Columbus MSA, GA-AL, USA",1884.2138892834907,992.0035125241008,658.9659937189458,568.7364484449021
"Roanoke MSA, VA, USA",1597.567446692649,855.5962468784705,569.9488892239749,499.7045571045206
"Evansville MSA, IN-KY, USA",1614.7819324581424,965.3610853037198,625.9643251340804,476.96440733067686
"Aguadilla-Isabela MSA, PR, USA",1616.1158397755785,775.1952817981254,448.15204234426255,343.01550686324566
"Kingsport-Bristol-Bristol MSA, TN-VA, USA",949.970285509292,442.4485272426599,262.5382273666832,210.09992663040504
"Clarksville MSA, TN-KY, USA",1743.2553845476943,868.3614265291629,509.13956025573384,401.332612430289
"Kennewick-Richland MSA, WA, USA",2137.819676990603,1499.8632341630332,920.4139066991104,665.9350127328964
"Gainesville MSA, FL, USA",3022.878500328566,1617.7435292588432,887.2632159906889,692.7390837880935
"Olympia-Tumwater MSA, WA, USA",1890.7342176337859,1064.7160796996918,697.4176284690501,584.11121309365
"Utica-Rome MSA, NY, USA",1599.2483090934948,1170.1609320592981,666.2302288325475,423.65237061761513
"Ponce MSA, PR, USA",2670.2304227761265,1692.966417790669,898.751940825032,657.4522398618158
"Crestview-Fort Walton Beach-Destin MSA, FL, USA",1835.4367080777706,915.2885226510168,492.8259269986549,344.8856632047665
"Wilmington MSA, NC, USA",1874.45626071593,973.7701191305974,646.5271557172654,523.7548685881006
"San Luis Obispo-Paso Robles-Arroyo Grande MSA, CA, USA",2428.1908511184265,1577.182094081723,766.8219893017796,431.4906308253559
"Merced MSA, CA, USA",2616.8149135018934,1898.496776392788,1082.1439307496769,691.8845370785756
"Duluth MSA, MN-WI, USA",1292.8510974290966,868.9333943877446,416.27341004853287,253.94717858858564
"Waco MSA, TX, USA",1887.279001179928,1171.7417181046224,684.1930133673933,514.5853645142352
"Hagerstown-Martinsburg MSA, MD-WV, USA",2093.1300743521456,1045.1569206583874,535.9062243904697,392.6396273474231
"Sioux Falls MSA, SD, USA",1739.5050835709123,1320.3126181552464,898.9123772583505,694.1258369955249
"Cedar Rapids MSA, IA, USA",1614.8426788938846,1107.4910837869377,728.257359372944,569.1707019073734
"Bremerton-Silverdale MSA, WA, USA",2134.192603316823,1072.2860151402285,607.3913886177146,465.66593097058205
"Fort Smith MSA, AR-OK, USA",1019.5232645544746,639.1073310425941,384.5403824651202,268.6238083083191
"Atlantic City-Hammonton MSA, NJ, USA",2338.837222373872,1553.0864158407137,730.1154278121363,443.2831832357352
"Erie MSA, PA, USA",1930.33704159358,1379.965894398629,920.3064435923345,730.0013833221634
"Santa Cruz-Watsonville MSA, CA, USA",3083.0144101769597,2196.7889206790665,1375.1141494161607,844.0263282305923
"Amarillo MSA, TX, USA",2017.1011615001275,1372.3999803090906,872.8988291153296,721.4527947967894
"Norwich-New London MSA, CT, USA",1550.553989893178,820.4541809991507,445.48507847468744,339.8979476885491
"College Station-Bryan MSA, TX, USA",3465.915206928053,1767.9307381289736,1047.8497342991984,832.8477379297085
"Laredo MSA, TX, USA",3625.6583452707923,2476.680171415724,1605.3833323685333,1136.6832404487345
"Lynchburg MSA, VA, USA",1714.1963729957677,678.2172709440872,329.0689061718974,269.13884877363694
"Tuscaloosa MSA, AL, USA",1806.722756765027,898.8177140817558,510.9132578155843,410.3666906177364
"Yakima MSA, WA, USA",1801.390742487817,1339.2337561208615,817.3588951210763,558.9396253417067
"Fargo MSA, ND-MN, USA",2138.059263859783,1591.0010332956217,1073.2384833584288,879.2218900368896
"Binghamton MSA, NY, USA",1972.3672603260236,1188.3474941122504,717.1576510476965,522.6829034542766
"Appleton MSA, WI, USA",1419.167551974751,1034.9565082981214,731.3332179341041,601.1863124927049
"Charlottesville MSA, VA, USA",2057.9870745311064,1077.3323606655338,644.4542169764385,452.28787019038384
"Prescott MSA, AZ, USA",1317.8565354258346,737.2513631011644,416.06255758305656,275.6890635145919
"Champaign-Urbana MSA, IL, USA",3232.4639584650995,2449.274845268326,1198.5483140606063,785.5833997651605
"Macon-Bibb County MSA, GA, USA",1345.8444012064092,649.7026161052922,390.4221939735876,320.1549575529095
"Tyler MSA, TX, USA",1458.6549982179317,779.8954041005848,476.4532125859689,396.00772415607605
"Topeka MSA, KS, USA",1188.4117075823322,873.4300295503916,582.0852654487996,479.0781656470618
"Daphne-Fairhope-Foley MSA, AL, USA",1327.319980590954,518.616055297566,246.956554234303,183.92905520280226
"Barnstable Town MSA, MA, USA",921.3653582617405,497.99417713653855,320.3867039083217,241.6316927223231
"Bellingham MSA, WA, USA",1923.9199779389805,1213.6691316526278,738.5337748020371,511.01675864274756
"Rochester MSA, MN, USA",1680.3973936306943,1008.2093461294883,595.5785383363351,457.05369848315496
"Burlington-South Burlington MSA, VT, USA",2058.833835952652,1184.3089461784102,605.5598725184574,375.27593130648194
"Medford MSA, OR, USA",1885.3700763830466,1392.1359113838166,816.1480444921872,549.8152804764402
"Lake Charles MSA, LA, USA",1622.309006695376,850.730737679218,545.6554412970279,420.9016778632686
"Claremont-Lebanon MSA, NH-VT, USA",821.286100641407,382.13962242236244,129.4037766832283,77.21948321115813
"Las Cruces MSA, NM, USA",1628.74322370775,1147.957989175557,706.9527295405786,542.895946618544
"Longview MSA, TX, USA",1134.5891858891914,587.8116550493645,353.17707946208657,268.25953421881684
"Hilton Head Island-Bluffton-Beaufort MSA, SC, USA",1842.7189240639532,698.9829105780498,302.908988041268,232.9076823823307
"Athens-Clarke County MSA, GA, USA",1767.2682857208501,886.4023239766035,573.4192831429468,453.8580880226719
"Lafayette-West Lafayette MSA, IN, USA",2622.2330453039463,1740.512081873838,911.2233037006954,678.6825023322473
"Lake Havasu City-Kingman MSA, AZ, USA",1307.3577386557777,862.5999595385931,495.8401955135162,354.8727007545917
"Chico MSA, CA, USA",2152.540680290023,1502.5572652499454,960.5506026051838,693.5722542728444
"Charleston MSA, WV, USA",1347.0324593861867,700.1927458647433,368.1493758252515,274.4827582843043
"Springfield MSA, IL, USA",1339.2372916336603,1000.3129590869681,656.1958952076517,520.2782214420833
"Johnson City MSA, TN, USA",1144.6793852760532,614.4317538166342,370.751796152211,300.28962072452737
"Houma-Thibodaux MSA, LA, USA",1519.3058891018065,821.041620893526,445.28527445115554,307.44134858377515
"Elkhart-Goshen MSA, IN, USA",1436.841039273493,886.6422895447738,560.5402108774575,429.7767949357553
"Jacksonville MSA, NC, USA",2371.0064205010376,930.2175301286258,355.2723897940171,270.9606297244822
"Yuma MSA, AZ, USA",2818.9850634230074,1790.6583450279372,950.3112351195568,619.3543450672873
"Gainesville MSA, GA, USA",1845.4047241805902,719.5822198392895,375.809127368508,327.1752995745211
"Warner Robins MSA, GA, USA",1553.5127669621572,828.0647159425771,542.7797553607389,441.3890036266069
"Hilo MSA, HI, USA",1741.572548879368,744.4983117195035,306.0469505787459,198.74166767198244
"Florence MSA, SC, USA",1013.3367942592589,491.5917685353739,283.83622462471254,225.9762449214284
"St. Cloud MSA, MN, USA",1604.3360282089807,980.8128621648318,533.849177304598,407.3879212790782
"Bend-Redmond MSA, OR, USA",1653.1179963939662,1158.924221525342,751.8454854056604,541.8390406976843
"Racine MSA, WI, USA",1985.684062117756,1425.9008998232823,961.7939009644728,698.178069941112
"Saginaw MSA, MI, USA",1305.5477537463253,818.5985810227864,548.0632029962156,441.65457531193573
"Panama City MSA, FL, USA",1424.1474707150753,734.2684554925437,441.72445746170405,315.00878057570907
"Punta Gorda MSA, FL, USA",1498.5016058892363,768.0901934023351,501.9313537698418,403.2982276796454
"Bloomington MSA, IL, USA",2087.8382810024195,1474.449684900536,935.5529731212167,707.3669882705469
"Torrington MSA, CT, USA",1064.4379400509035,563.6676691340072,347.38078838950366,242.1409100938358
"Columbia MSA, MO, USA",1979.187345535892,1232.487627274561,708.4120846531354,553.9507524580843
"Arecibo MSA, PR, USA",2095.342111458954,1014.4062105356822,571.1425606759615,417.00820482358984
"Redding MSA, CA, USA",1551.7401012451244,842.9434402995449,528.913235384711,404.4945137043874
"Dover MSA, DE, USA",1521.6776656287102,826.2975154675639,469.17950376652556,356.22904855687227
"Blacksburg-Christiansburg-Radford MSA, VA, USA",2739.1061470923105,1306.5297919054606,502.4548555746796,315.36370689140136
"Kingston MSA, NY, USA",1258.3565380454218,660.4016137987732,317.0243208413367,211.14844925813435
"Monroe MSA, LA, USA",1546.241776159485,720.6642818120753,379.4373265427352,311.2369151007087
"Joplin MSA, MO, USA",1020.0367401065608,664.5060689307354,414.65342106517625,295.24807149052657
"Yuba City MSA, CA, USA",2246.310407559684,1659.5987262538658,887.8159153865336,615.3405511516686
"St. George MSA, UT, USA",1669.4403274360723,1190.3979450488905,675.8863895435139,467.3300568894123
"El Centro MSA, CA, USA",3397.1901568274297,2189.1582863503177,1051.9882731422038,546.3586727737555
"Bowling Green MSA, KY, USA",1636.7274879723102,829.8808765395532,491.4695428784571,363.6385697918807
"Abilene MSA, TX, USA",1797.1020034957287,1085.0265119884386,641.0499971559526,489.3015521797497
"Billings MSA, MT, USA",1520.237296802555,1124.1480308915,749.9601364003871,542.2230228349991
"Muskegon MSA, MI, USA",1603.751309889336,870.0946209908543,526.2493084061053,423.82209977242604
"Sioux City MSA, IA-NE-SD, USA",1716.1306262615713,1244.7279114293026,696.2626228877335,454.460053460807
"Iowa City MSA, IA, USA",2695.349265741393,1658.945617038542,887.9709391693862,614.1908103651849
"Midland MSA, TX, USA",1897.2746645296302,1340.5404568677761,888.2936225063143,717.176748032676
"Auburn-Opelika MSA, AL, USA",2153.761713016394,945.1605313757889,532.008351595281,405.3684001333787
"Eau Claire MSA, WI, USA",1401.9717632729657,808.9968736562346,505.7154696562836,386.90198553849626
"Oshkosh-Neenah MSA, WI, USA",1876.3282093028283,1328.9779134738446,831.0278842848381,594.0567794463659
"Burlington MSA, NC, USA",1361.5726469692509,768.4240116152572,506.90603670997007,424.2086569061131
"Coeur d'Alene MSA, ID, USA",1561.130862778959,1079.768023736362,693.7200529893468,487.7258703758869
"Greenville MSA, NC, USA",1978.014963944348,977.5211550301274,575.090619358055,476.6001532953387
"Terre Haute MSA, IN, USA",1364.1418590771625,790.5892245259391,424.96145979413404,297.88560195973287
