longname,Commute Car %,Commute Bike %,Commute Walk %,Commute Transit %,Commute Work From Home %,Commute Time < 15 min %,Commute Time 15 - 29 min %,Commute Time 30 - 59 min %,Commute Time > 60 min %,Households With no Vehicle %,Households With 1+ Vehicles %,Households With 2+ Vehicles %,Traffic Fatalities Per Capita Per Year,Pedestrian/Cyclist Fatalities Per Capita Per Year,Total Traffic Fatalities In Last Decade,Total Pedestrian/Cyclist Fatalities In Last Decade
"Houston TX HSA, Houston TX HRR, USA",0.8590099127610517,0.0035863153750628697,0.012660976189597987,0.023521333199676524,0.08589783528104433,0.16292018495137414,0.3433025913503464,0.3978313394327468,0.09594588426553267,0.06157517968370865,0.9384248203162913,0.6016907961396005,9.028458695380352e-05,2.8481008661342077e-05,4289.0,1353.0
"Chicago IL HSA, Chicago IL HRR, USA",0.5480627686143151,0.016013880402850948,0.06020912920878641,0.23892214607839926,0.12583555974036192,0.11268578518756943,0.28282861425130923,0.45517831879713444,0.1493072817639869,0.2697071676488707,0.7302928323511292,0.2816165277289524,5.422946092419618e-05,1.9115219933336143e-05,1427.0,503.0
"Brooklyn NY HSA, New York NY HRR, USA",0.23775073101609934,0.018748291439918262,0.08231008469181574,0.5399886232701528,0.11286131327515016,0.07784596303844163,0.1610659603436729,0.465897030926346,0.29519104569153937,0.5469230966320114,0.45307690336798856,0.10279927203192371,2.4237751791460708e-05,1.632654960672794e-05,625.0,421.0
"Dallas TX HSA, Dallas TX HRR, USA",0.8410104616707923,0.002079836548914128,0.01623028703184141,0.021195435276978217,0.10940080815161052,0.18831678376597422,0.3734711651335634,0.3575611787271949,0.08065087237326753,0.06579396159476937,0.9342060384052306,0.5606966577395451,0.00011020453801372811,3.0286137636619435e-05,2740.0,753.0
"Phoenix AZ HSA, Phoenix AZ HRR, USA",0.8325015069548414,0.007168317021548917,0.013716468562141527,0.019569904586178542,0.11445776069988693,0.19795065116799368,0.3885232077442034,0.33519508758664956,0.07833105350115337,0.06305033471586015,0.9369496652841398,0.6113146438558034,0.000134014114916471,4.8157369173886055e-05,3178.0,1142.0
"San Antonio TX HSA, San Antonio TX HRR, USA",0.8634226647430061,0.0026621952532174236,0.016375325317509584,0.015025717776660286,0.090511876747233,0.2122566726603749,0.4009380166005227,0.3208115211527247,0.06599378958637764,0.0595636847371723,0.9404363152628277,0.6104431136406698,0.00011003518303345574,3.109039178597836e-05,2573.0,727.0
"Las Vegas NV HSA, Las Vegas NV HRR, USA",0.8604342830751501,0.004843840415455187,0.013667314026328878,0.02713511197799419,0.07354636372708695,0.19678432335006696,0.45172389199422963,0.3037793750187162,0.047712409636987155,0.07842642619401068,0.9215735738059894,0.5556380907375625,9.974502448077838e-05,3.1009292666072245e-05,2168.0,674.0
"New York NY HSA, New York NY HRR, USA",0.1166088217279413,0.02421097282440876,0.16992586083851285,0.514629653924613,0.16387845522604022,0.11623868122667956,0.3019956199035429,0.4587876770766867,0.12297802179309086,0.7360936574105841,0.2639063425894159,0.03543349303704815,2.281244597522254e-05,1.5906799490029914e-05,479.0,334.0
"Miami FL HSA, Miami FL HRR, USA",0.8460130031633083,0.004804980432360777,0.016955221858482986,0.03783513857829064,0.0813090649023906,0.12151283642935114,0.32288899729095966,0.4279636189800723,0.127634547299617,0.09179327498568599,0.908206725014314,0.5298348284140973,0.00011095536744791141,3.967146082119444e-05,2313.0,827.0
"Los Angeles CA HSA, Los Angeles CA HRR, USA",0.6978842972127853,0.011505079865824018,0.04554084462840467,0.11246673559904555,0.11776534015432397,0.1390560414086547,0.3094825274350809,0.41808049733397723,0.1333809338222872,0.1623958487264107,0.8376041512735892,0.4113064838557063,7.940127972106156e-05,4.2347349184566176e-05,1605.0,856.0
