longname,PW Mean % of parkland within 1km,Within 10km of Hospital %,Mean distance to nearest Hospital,Within 2km of Public School %,Mean distance to nearest Public School,Within 30km of Airport %,Mean distance to nearest Airport,Within 10km of Active Superfund Site %,Mean distance to nearest Active Superfund Site,Within 0.5mi of a grocery store %,Within 1mi of a grocery store %,Within 10mi of a grocery store %,Within 20mi of a grocery store %
"Houston TX HSA, Houston TX HRR, USA",0.019969654832474426,0.9576085551645351,4.363458753032173,0.9555231054024663,0.9216169908728437,0.7652512328087747,22.526181311829614,0.5301688189159366,11.242609551715583,0.38308790676988136,0.7815803458123506,0.9983173572068598,1.0
"Chicago IL HSA, Chicago IL HRR, USA",0.05777066615223756,1.0,1.863163783770061,0.9999939196119496,0.3991512755378922,1.0,13.090730292523613,0.11031154008248806,23.910448068784028,0.7909893610533595,0.9921219506682823,1.0,1.0
"Brooklyn NY HSA, New York NY HRR, USA",0.044843547341078614,1.0,1.5204748819457523,0.9999918561153981,0.2806487640483747,1.0,13.648399119531657,0.928728987808217,5.66284701688392,0.9831015780626995,0.9998506921678584,1.0,1.0
"Dallas TX HSA, Dallas TX HRR, USA",0.031043313815467044,0.9467957427262994,4.052781902631809,0.9631554857325344,0.785760878506396,0.9074016424498228,17.862640118983922,0.15548050385193016,18.849595025714084,0.38094292537790675,0.7780935471591252,0.9999997977475015,1.0
"Phoenix AZ HSA, Phoenix AZ HRR, USA",0.022977283744660303,0.894747894907295,5.227618968474562,0.9553494318948533,0.8075482972339595,0.7333793822362562,23.848979469805133,0.1879794652254878,17.664496130808487,0.3505927099306252,0.7480661187311319,0.9942966171830153,0.9982179607213226
"San Antonio TX HSA, San Antonio TX HRR, USA",0.025066098466668556,0.8623593715720919,5.955412622358936,0.866339540435257,1.3189674690863753,0.8628704172142411,20.34390344735531,0.23815881587944968,20.534333569980976,0.22340016409109564,0.6088590679417496,0.99189819583314,0.9986832496949094
"Las Vegas NV HSA, Las Vegas NV HRR, USA",0.017768467911447032,0.9845358405772697,3.804867773339562,0.9591339849885578,0.8943978174558087,0.9587277356499208,15.998303300354161,0.0,213.04040169629144,0.41656456289070165,0.7921270994105695,0.9914524723268123,0.9963039385812053
"New York NY HSA, New York NY HRR, USA",0.10253359849756544,1.0,1.0310779213482206,1.0,0.25815264685488465,1.0,9.094807317888183,0.9535545267465213,4.659191322423387,0.997987428563721,1.0,1.0,1.0
"Miami FL HSA, Miami FL HRR, USA",0.02100632725293931,0.9971457655152829,3.1610535392228596,0.9793190324193067,0.7490240316372628,0.9391376470170612,14.423183858136822,0.6544447866327804,8.866374630554215,0.5918609264795567,0.9331494324377263,0.9999368918721682,0.9999387873663608
"Los Angeles CA HSA, Los Angeles CA HRR, USA",0.014968871025126708,1.0,1.9097246179608245,0.9954897104846298,0.4569891698980377,1.0,14.592673067379073,0.643392774631959,9.192938863331552,0.7737616231561772,0.9795916749745177,1.0,1.0
