longname,PW Mean Hilliness (Grade),PW Mean Elevation
"Creek OTSA, USA",0.03861575510444096,217.2608157507868
"Cherokee OTSA, USA",0.04132748610012016,221.4446056512149
"Lumbee SDTSA, USA",0.04086408612960166,61.11014561518202
"Chickasaw OTSA, USA",0.04021274734089463,310.53106432461476
"Choctaw OTSA, USA",0.04384428659952739,188.27424668745016
"Kiowa-Comanche-Apache-Fort Sill Apache OTSA, USA",0.03484216860422293,375.6997802402593
"Cheyenne and Arapaho OTSA, USA",0.03161147121101722,454.74868222015056
"United Houma Nation SDTSA, USA",0.024740727549137417,9.110860787395982
"Citizen Potawatomi Nation-Absentee Shawnee OTSA, USA",0.048661685874318565,346.7448056313344
"Cher-O-Creek SDTSA, USA",0.049668472037679934,87.528664047343
"Knik ANVSA, USA",0.05640918528628156,106.34876277829193
"Coharie SDTSA, USA",0.043393707544121446,62.868908365168544
"Sac and Fox OTSA, USA",0.05723203708373846,290.671394543565
"Echota Cherokee SDTSA, USA",0.04953813664344958,225.63912619470588
"Samish TDSA, USA",0.07049154773226261,59.67989813466353
"Kenaitze ANVSA, USA",0.044681566048292876,41.8230064153106
"Four Winds Cherokee SDTSA, USA",0.047421745613070186,69.82224599383952
"Natchitoches SDTSA, USA",0.044003793637692766,37.53407320358741
"Kickapoo OTSA, USA",0.05344464254943702,315.0877324524704
"Kaw/Ponca joint-use OTSA, USA",0.029076859882023715,311.02957657537434
"Chickaloon ANVSA, USA",0.0844179345665698,156.45977844024455
"MaChis Lower Creek SDTSA, USA",0.05683768623165902,92.65206587550985
"Seminole OTSA, USA",0.05172850710153936,279.2730447585065
"Ninilchik ANVSA, USA",0.06448846404498909,121.9943516289295
"Pawnee OTSA, USA",0.0558239986060207,256.9220237281658
"Caddo-Wichita-Delaware OTSA, USA",0.04860506091277991,450.580606628486
"Bayou Lafourche SDTSA, USA",0.01771351059045488,8.564140585695737
"Cherokee Tribe of Northeast Alabama SDTSA, USA",0.04260110400210316,315.01518950801574
"Ketchikan ANVSA, USA",0.1054718070272174,51.644271686229246
"Nanticoke Indian Tribe SDTSA, USA",0.02587238191255603,13.105494762781204
"Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA, USA",0.036329774587157374,375.48235178178965
"Grand Caillou/Dulac SDTSA, USA",0.02606548218125434,9.736800721173722
"Occaneechi-Saponi SDTSA, USA",0.05236731274004988,208.42278537672033
"Haliwa-Saponi SDTSA, USA",0.04525276948258445,70.73298636488926
"Meherrin SDTSA, USA",0.038360332269700446,22.431937503399205
"Iowa OTSA, USA",0.05278802502198567,291.9978853614232
"Georgia Tribe of Eastern Cherokee SDTSA, USA",0.07196173859223981,443.7431495811658
"Bethel ANVSA, USA",0.0401316326233809,14.599385492096417
"Wassamasaw SDTSA, USA",0.03424458440357367,20.945657004013825
"United Cherokee Ani-Yun-Wiya Nation SDTSA, USA",0.0731280919920755,225.13309661656723
"Kaw OTSA, USA",0.030253564642795244,341.9611830736091
"Douglas ANVSA, USA",0.14418592370126185,109.26035097960595
"Southeastern Mvskoke Nation SDTSA, USA",0.05386814276356941,134.67029858409668
"Ottawa OTSA, USA",0.038232309585876256,240.74793385416763
"Nanticoke Lenni Lenape SDTSA, USA",0.034132750653675895,24.756102107757425
"Peoria OTSA, USA",0.03744640714352479,244.90474344352086
"Apache Choctaw SDTSA, USA",0.05568793031982874,70.595044972822
"Barrow ANVSA, USA",0.02643900784886389,11.666894476154184
"Quapaw OTSA, USA",0.037092019748423154,253.6719272443739
"Pointe-au-Chien SDTSA, USA",0.025617517464753808,10.48441079407832
"Sitka ANVSA, USA",0.046169407864312235,17.142946747759815
"Unalaska ANVSA, USA",0.1407827599767347,169.78086687990978
"Edisto Natchez Kusso SDTSA, USA",0.03836040114632652,24.43699597505369
"Seneca-Cayuga OTSA, USA",0.04475767559372505,248.9299036699708
"Miami/Peoria joint-use OTSA, USA",0.03738065744880713,242.56105250423258
"Tonkawa OTSA, USA",0.02357387350109612,303.0269787324748
"Nome ANVSA, USA",0.021622272881091253,9.923749831249497
"Chickahominy TDSA, USA",0.03634728032676226,34.5326587024066
"Mechoopda TDSA, USA",0.030725000621999055,67.262675608294
"Kotzebue ANVSA, USA",0.016247955910787672,7.065998462212213
"Pee Dee SDTSA, USA",0.049375687740751524,57.600168530773544
"Cayuga Nation TDSA, USA",0.050358665235038035,181.59799600705594
"Petersburg ANVSA, USA",0.03774038340012596,18.199501865458604
"Dillingham ANVSA, USA",0.04279642676896598,15.686820709043054
"Sappony SDTSA, USA",0.05022887911941364,164.96056253313014
"Adai Caddo SDTSA, USA",0.060575762916824365,48.95114803976125
"Ponca OTSA, USA",0.02768602854004595,294.47343394518265
"Creek/Seminole joint-use OTSA, USA",0.04354195777047155,268.8707016387038
