longname,No internet access %,Uninsured %,Public Insurance %,Private Insurance %
"Creek OTSA, USA",0.10817949214503071,0.19022916410658494,0.12051704549238254,0.6892537904010325
"Cherokee OTSA, USA",0.18117428621628484,0.23569609077342984,0.16240682186891514,0.601897087357655
"Lumbee SDTSA, USA",0.15856556671376362,0.18935861862172884,0.24019428485543431,0.5704470965228369
"Chickasaw OTSA, USA",0.18109113174038718,0.20894284404016253,0.14870813346730855,0.642349022492529
"Choctaw OTSA, USA",0.22410264142421488,0.27550805909594245,0.18846952438533818,0.5360224165187194
"Kiowa-Comanche-Apache-Fort Sill Apache OTSA, USA",0.12482401371206116,0.21113166223364768,0.17506639044660763,0.6138019473197447
"Cheyenne and Arapaho OTSA, USA",0.10570337357958204,0.17145113018832772,0.09601258422343915,0.7325362855882331
"United Houma Nation SDTSA, USA",0.1567087784310175,0.09083467536356873,0.283339855733252,0.6258254689031791
"Citizen Potawatomi Nation-Absentee Shawnee OTSA, USA",0.11042059183117685,0.15053140178752172,0.12554595134731267,0.7239226468651655
"Cher-O-Creek SDTSA, USA",0.17135317383486023,0.1818620476532942,0.19728168110887015,0.6208562712378357
"Knik ANVSA, USA",0.09146047748718485,0.17280477988355852,0.20901394019983466,0.6181812799166069
"Coharie SDTSA, USA",0.18568989900283747,0.18927730490302097,0.2151486483475628,0.5955740467494163
"Sac and Fox OTSA, USA",0.1651209343698282,0.2071668006589984,0.1505064628164361,0.6423267365245655
"Echota Cherokee SDTSA, USA",0.15224784412851472,0.11472813875772742,0.11735242629787743,0.7679194349443951
"Samish TDSA, USA",0.06807840507804584,0.09529881705683209,0.1708352631210447,0.7338659198221233
"Kenaitze ANVSA, USA",0.1374151850700443,0.16000854795167035,0.2201111332238466,0.6198803188244831
"Four Winds Cherokee SDTSA, USA",0.14793027942243242,0.1243502947999896,0.35193503133439374,0.5237146738656167
"Natchitoches SDTSA, USA",0.24561784119366126,0.10933787569268459,0.337829139742663,0.5528329845646522
"Kickapoo OTSA, USA",0.18444961869578064,0.17460007718739892,0.13726693614335272,0.6881329866692484
"Kaw/Ponca joint-use OTSA, USA",0.17095902046003733,0.18212299963160178,0.16118644585948796,0.6566905545089102
"Chickaloon ANVSA, USA",0.06911499800432234,0.1421893914394051,0.18478642816873428,0.6730241803918606
"MaChis Lower Creek SDTSA, USA",0.20159317031257143,0.17899322792159145,0.16863017834498098,0.6523765937334276
"Seminole OTSA, USA",0.2698617826115879,0.302025551488386,0.18821758957451468,0.5097568589370993
"Ninilchik ANVSA, USA",0.11756974596808331,0.19860915885173788,0.24899210483750941,0.5523987363107528
"Pawnee OTSA, USA",0.2496963213882452,0.20909045138986018,0.1550230571141403,0.6358864914959994
"Caddo-Wichita-Delaware OTSA, USA",0.21285522011363373,0.230292865755332,0.15282735419913648,0.6168797800455315
"Bayou Lafourche SDTSA, USA",0.23707720477215033,0.14046306625554963,0.28575399380327665,0.5737829399411738
"Cherokee Tribe of Northeast Alabama SDTSA, USA",0.12167091804088848,0.16773921667097652,0.1760573932683324,0.6562033900606911
"Ketchikan ANVSA, USA",0.09852267417683291,0.12147272628271678,0.19927525148214356,0.6792520222351396
"Nanticoke Indian Tribe SDTSA, USA",0.08415837253848031,0.06955597551984821,0.1772645660615953,0.7531794584185565
"Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA, USA",0.24332541973446908,0.3039012501572336,0.22301496389487843,0.47308378594788797
"Grand Caillou/Dulac SDTSA, USA",0.1937186919177974,0.1614970254870705,0.31581441512176034,0.5226885593911691
"Occaneechi-Saponi SDTSA, USA",0.1541923750892255,0.12369145581622164,0.11064650840041018,0.7656620357833681
"Haliwa-Saponi SDTSA, USA",0.37573165154702093,0.1615229487158039,0.30819985731528116,0.5302771939689149
"Meherrin SDTSA, USA",0.2191864378705736,0.14561181393990527,0.2656691338924517,0.5887190521676431
"Iowa OTSA, USA",0.19774569911124476,0.22527860428388263,0.15356591356445123,0.6211554821516662
"Georgia Tribe of Eastern Cherokee SDTSA, USA",0.12676766779864695,0.1651660841800036,0.05024178793563763,0.7845921278843587
"Bethel ANVSA, USA",0.0908632004038364,0.19890653475657374,0.18354595157511064,0.6175475136683156
"Wassamasaw SDTSA, USA",0.11179532122311168,0.17532534277864556,0.16945331123217722,0.6552213459891773
"United Cherokee Ani-Yun-Wiya Nation SDTSA, USA",0.13483557378281655,0.1957522567754187,0.17883124921569304,0.6254164940088883
"Kaw OTSA, USA",0.20412454681138373,0.15048223086938495,0.13340392324843917,0.716113845882176
"Douglas ANVSA, USA",0.04238455506813318,0.10011049723756903,0.17348066298342543,0.7264088397790054
"Southeastern Mvskoke Nation SDTSA, USA",0.28721737500207417,0.12137763843851192,0.1878564358633386,0.6907659256981495
"Ottawa OTSA, USA",0.21885560838343973,0.24230880471955962,0.19600881332435055,0.5616823819560898
"Nanticoke Lenni Lenape SDTSA, USA",0.15210698165639122,0.17149373464924272,0.28406238478960955,0.5444438805611478
"Peoria OTSA, USA",0.17342567605079096,0.24466085358664055,0.16920321951793674,0.5861359268954227
"Apache Choctaw SDTSA, USA",0.24329528595466623,0.14782352022916506,0.4027081380554927,0.4494683417153423
"Barrow ANVSA, USA",0.2610526315789473,0.22940776038121172,0.1562287270251872,0.614363512593601
"Quapaw OTSA, USA",0.22597867550614206,0.2679360264577323,0.18053754995046234,0.5515264235918054
"Pointe-au-Chien SDTSA, USA",0.17951397183463294,0.05771192992996693,0.28391658826772437,0.6583714818023086
"Sitka ANVSA, USA",0.18059535929034665,0.18350247085874805,0.13509040666975583,0.6814071224714962
"Unalaska ANVSA, USA",0.12330456226880396,0.21201814058956922,0.037698412698412696,0.7502834467120182
"Edisto Natchez Kusso SDTSA, USA",0.21828162625561393,0.09247358939637146,0.26539674627730614,0.6421296643263225
"Seneca-Cayuga OTSA, USA",0.18230331540962816,0.2490156807377844,0.21816956644081562,0.5328147528213998
"Miami/Peoria joint-use OTSA, USA",0.23745582767146825,0.2737332552491676,0.24499054549668406,0.4812761992541484
"Tonkawa OTSA, USA",0.1844259029275857,0.22781035745521253,0.12289502542475951,0.649294617120028
"Nome ANVSA, USA",0.08000215068137434,0.20103314679294007,0.09857942315970719,0.7003874300473528
"Chickahominy TDSA, USA",0.2677579199747547,0.10482028262365783,0.1748284363503926,0.7203512810259495
"Mechoopda TDSA, USA",0.07763912699741234,0.08851445347546463,0.33444250759308,0.5770430389314555
"Kotzebue ANVSA, USA",0.11029174182565799,0.22851260936695836,0.17292846114256305,0.5985589294904785
"Pee Dee SDTSA, USA",0.35426977378249475,0.23218457944777315,0.2669694343690384,0.5008459861831885
"Cayuga Nation TDSA, USA",0.16256637694080678,0.08739563370036013,0.23165940721988182,0.6809449590797579
"Petersburg ANVSA, USA",0.13117311914303528,0.16907675194660735,0.17018909899888768,0.660734149054505
"Dillingham ANVSA, USA",0.11772853185595568,0.20971302428256075,0.2075055187637969,0.5827814569536424
"Sappony SDTSA, USA",0.24260890502454316,0.15067970670046285,0.15636444310657596,0.6929558501929611
"Adai Caddo SDTSA, USA",0.47253967051064827,0.12350804225643812,0.25475947442471236,0.6217324833188496
"Ponca OTSA, USA",0.2882616944269995,0.20770553292897767,0.1123005587146436,0.6799939083563786
"Creek/Seminole joint-use OTSA, USA",0.31517473083964564,0.3156227121857256,0.23692234308756266,0.4474549447267119
"Wyandotte OTSA, USA",0.23678071981481302,0.23550160939847758,0.18791760435311863,0.5765807862484039
"Rappahannock TDSA, USA",0.39513022300143286,0.10883140772280377,0.2633658019810533,0.6278027902961429
"Akutan ANVSA, USA",0.5734265734265733,0.4625242718446602,0.12854368932038834,0.4089320388349515
"Waccamaw Siouan SDTSA, USA",0.2481076476261981,0.20735052373159246,0.1944777028307226,0.5981717734376849
"Hooper Bay ANVSA, USA",0.2446043165467626,0.22137575621779074,0.54380461572933,0.2348196280528792
"Upper South Carolina Pee Dee SDTSA, USA",0.44840288473747775,0.3510282161645145,0.2132950741272118,0.4356767097082736
"Skagway ANVSA, USA",0.10769230769230764,0.17045454545454547,0.09297520661157027,0.7365702479338843
"Wrangell ANVSA, USA",0.17087667161961367,0.23330442324371198,0.26192541196877706,0.5047701647875108
"Craig ANVSA, USA",0.1890088512790584,0.2492732558139535,0.2056686046511628,0.5450581395348837
"Salamatof ANVSA, USA",0.12804878048780488,0.23015320334261838,0.2461699164345404,0.5236768802228412
"Beaver Creek SDTSA, USA",0.2180552229160811,0.17513538792540984,0.18763703234756018,0.6372275797270299
"Chevak ANVSA, USA",0.2446043165467625,0.2213757562177907,0.54380461572933,0.23481962805287923
"Hoonah ANVSA, USA",0.36200716845878134,0.2691564713457823,0.22730199613650995,0.5035415325177077
"Savoonga ANVSA, USA",0.270397842211733,0.25193798449612403,0.5098389982110912,0.23822301729278472
"Point Hope ANVSA, USA",0.26612903225806456,0.28908045977011493,0.25862068965517243,0.45229885057471264
"Emmonak ANVSA, USA",0.29896907216494845,0.22137575621779076,0.54380461572933,0.23481962805287926
"Togiak ANVSA, USA",0.3,0.2692847124824685,0.5315568022440393,0.1991584852734923
"Kwethluk ANVSA, USA",0.41666666666666685,0.22335115864527627,0.5862745098039217,0.19037433155080208
"Otoe-Missouria OTSA, USA",0.34218120300692656,0.19895162070395844,0.11816572241905549,0.682882656876986
"Selawik ANVSA, USA",0.33098591549295764,0.30892636774989707,0.4631838749485808,0.22788975730152208
"Unalakleet ANVSA, USA",0.27039784221173296,0.251937984496124,0.5098389982110914,0.2382230172927847
"Ramapough SDTSA, USA",0.0654689262958503,0.0852171361535085,0.09041913864187995,0.8243637252046115
"Kwinhagak ANVSA, USA",0.3416789396170839,0.2233511586452763,0.5862745098039216,0.19037433155080216
"Isle de Jean Charles SDTSA, USA",0.17318319282063985,0.12754686533381962,0.28135309961964394,0.5911000350465365
"King Cove ANVSA, USA",0.4117647058823529,0.4625242718446601,0.12854368932038834,0.40893203883495144
"Alakanuk ANVSA, USA",0.2989690721649485,0.22137575621779076,0.54380461572933,0.23481962805287926
"Eastern Shawnee OTSA, USA",0.1985849998573589,0.23763271754328943,0.1894029391204315,0.5729643433362791
"Kipnuk ANVSA, USA",0.2509578544061303,0.2233511586452763,0.5862745098039216,0.19037433155080213
"Noorvik ANVSA, USA",0.2228571428571429,0.30892636774989707,0.4631838749485809,0.22788975730152203
"Akiachak ANVSA, USA",0.41666666666666674,0.22335115864527627,0.5862745098039216,0.1903743315508021
