longname,Population,PW Density (r=1km),AW Density,Area,Compactness
"Tampa city, Florida, USA",384313.0,1837.814262925534,1227.4817856983484,313.09059285254784,0.09945385507179627
"New Orleans city, Louisiana, USA",383997.0,2414.3668705607206,425.9630843713047,901.4795274260819,0.298365894428868
"Cleveland city, Ohio, USA",372406.0,2383.611789785075,1845.852532148701,201.75284510214556,0.10266911697650413
"Urban Honolulu CDP, Hawaii, USA",350885.0,5755.946172218477,2116.13789555493,165.81386342404917,0.45182645534879085
"Anaheim city, California, USA",346864.0,3958.179132615236,2632.5740712273628,131.75849591129816,0.10536945868666711
"San Juan zona urbana, Puerto Rico, USA",322719.0,3688.381338093823,3018.1410081438416,106.92641567415446,0.2415083385673624
"Lexington-Fayette urban county, Kentucky, USA",322570.0,1662.7507905132513,436.1546413210236,739.5771348964697,0.37776470427356856
"Stockton city, California, USA",320716.0,2595.7060861507684,1890.7258125954647,169.62586423874018,0.04389774568232097
"Corpus Christi city, Texas, USA",317854.0,1633.6451417616593,672.1521747584712,472.8899376308892,0.039345814264339626
"Henderson city, Nevada, USA",317637.0,1917.1758367445177,1146.6798212094131,277.0058338211494,0.11838606288510356
"Riverside city, California, USA",315076.0,2193.2510979419208,1493.1843082742457,211.00945024271684,0.22583355818261736
"St. Paul city, Minnesota, USA",311527.0,2745.176257417937,2144.2344459314945,145.28588540823807,0.44090001477782426
"Newark city, New Jersey, USA",311323.0,7650.91223434295,4855.879034521042,64.11259378307541,0.3108988311019577
"Santa Ana city, California, USA",310487.0,5338.9590730692025,4374.950004062059,70.9692681543146,0.36694327090884854
"Cincinnati city, Ohio, USA",309351.0,2176.2635786029455,1501.3490163605513,206.04869129624745,0.060955803479775805
"Irvine city, California, USA",307674.0,3237.6930959338792,1802.914862749988,170.6536489086925,0.33685583749200076
"Orlando city, Florida, USA",307327.0,2066.7685362881903,994.1984352487488,309.1203819115916,0.023912067508948115
"Pittsburgh city, Pennsylvania, USA",303093.0,2854.665186293351,2005.0766645453957,151.1627985899079,0.12050147391323245
"St. Louis city, Missouri, USA",301578.0,2553.000382756692,1759.5818539944307,171.39185614774732,0.5389149524220401
"Greensboro city, North Carolina, USA",298667.0,1232.979336416406,843.9956309550671,353.8726849356173,0.017291939048808675
"Jersey City city, New Jersey, USA",292449.0,11477.741878520572,7069.708381794397,41.36648701848889,0.41162388289604107
"Lincoln city, Nebraska, USA",291021.0,1691.5276161636302,1119.0537244699303,260.0599002857078,0.09085299084341401
"Anchorage municipality, Alaska, USA",290907.0,1535.3411803667677,64.99270871056203,4475.994396471807,0.2628545692155977
"Plano city, Texas, USA",285700.0,1826.784795325662,1531.089331004023,186.59917107034514,0.3464960176187715
"Durham city, North Carolina, USA",284127.0,1177.8125336805876,943.706320123608,301.07565663307696,0.01872996064492133
"Buffalo city, New York, USA",278349.0,3344.47848969368,2563.0622259993497,108.60017255003258,0.5979444114829339
"Chandler city, Arizona, USA",276102.0,1858.9404708446298,1623.8438277761597,170.02989775077037,0.07573505052926098
"Chula Vista city, California, USA",275502.0,3117.8646623902696,2042.5252354869024,134.88303361614288,0.17021497897787122
"Toledo city, Ohio, USA",270832.0,1568.0088885861146,1253.5961198825426,216.04406371756798,0.21346664169538196
"Madison city, Wisconsin, USA",269521.0,2781.255422459285,1007.8895320978279,267.41125035698826,0.035527134053913036
"Gilbert town, Arizona, USA",268007.0,1780.656269296945,1501.8930312564821,178.44613059811965,0.08814016458046228
"Reno city, Nevada, USA",264196.0,1808.17083984494,912.8683154870698,289.4130462388057,0.02512865295368174
"Fort Wayne city, Indiana, USA",263901.0,1284.1730775989079,918.1590052152827,287.4240719755535,0.13003488816896086
"North Las Vegas city, Nevada, USA",262559.0,2809.096513723351,989.9785613078229,265.2168544469724,0.12616384418157167
"St. Petersburg city, Florida, USA",258314.0,1783.999205612321,1385.1842222313617,186.4834986236617,0.14538901744347893
"Lubbock city, Texas, USA",257493.0,1490.6055240010708,713.435436855559,360.9198347854588,0.09458862179372596
"Irving city, Texas, USA",256684.0,2463.2038231720653,1457.5589604811614,176.10539742094883,0.3827160362355867
"Laredo city, Texas, USA",255205.0,2090.175614430926,910.3193649043325,280.34666715765195,0.032545848561834755
"Winston-Salem city, North Carolina, USA",249615.0,890.8749084787535,715.2944638615439,348.96816990927636,0.08480187807161559
"Chesapeake city, Virginia, USA",249422.0,1155.6749234893916,274.46430630256657,908.7593332629555,0.528305750619131
"Glendale city, Arizona, USA",248685.0,2484.3010556817258,1445.1650470563957,172.08069106469014,0.028667468735431245
"Louisville city, Kentucky, USA",246668.0,1968.8308290933269,1435.9874674287644,171.77587241877274,0.09635018201036168
"Garland city, Texas, USA",246002.0,2089.915850711851,1658.7173975859894,148.30856682278636,0.187464985599344
"Scottsdale city, Arizona, USA",241361.0,1347.6713121991515,505.1907419105747,477.7621202779762,0.1913324075858467
"Arlington CDP, Virginia, USA",238643.0,5093.09074059017,3541.1847368654853,67.39072308643158,0.5134703798968758
"Norfolk city, Virginia, USA",237981.0,1981.9023538775543,1536.9540906794202,154.83936797019032,0.4124626802692735
"Boise City city, Idaho, USA",235312.0,1568.3099617641246,1065.179667070479,220.9129663985881,0.06361194994674352
"Fremont city, California, USA",230504.0,3185.982981071546,1116.6524735712924,206.424116236271,0.19489457973150912
"Spokane city, Washington, USA",229018.0,1862.9098041962573,1271.8953615984312,180.06040977473637,0.10713502449966052
"Santa Clarita city, California, USA",228673.0,2129.136820473215,1246.9451826371494,183.38656998247689,0.189828387868499
"Baton Rouge city, Louisiana, USA",227730.0,1322.909763853984,985.4697029758191,231.08777399480124,0.05331049560109177
"Richmond city, Virginia, USA",226576.0,2202.7901446000324,1399.042092694227,161.95080990284413,0.2781170021812834
"Hialeah city, Florida, USA",223109.0,4515.680590698504,3772.933594512394,59.13409139363189,0.2833668558895689
"San Bernardino city, California, USA",221884.0,2553.0407053976446,1371.9082762587414,161.733844630698,0.04448486200203236
"Enterprise CDP, Nevada, USA",221831.0,2610.2544584428474,1297.631550621953,170.95068310698574,0.3756272144485652
"Tacoma city, Washington, USA",219300.0,2205.7600334421545,1653.9105488309344,132.59483722079895,0.16891011544473267
"Modesto city, California, USA",218602.0,2444.748565010022,1881.525261745367,116.18339888629363,0.05942894173047965
"Spring Valley CDP, Nevada, USA",215597.0,2885.8765785617743,2344.5786639197854,91.95554123125645,0.4820552687203862
"Huntsville city, Alabama, USA",215081.0,835.4374923871177,373.4784976524018,575.8858979886357,0.009338747308312927
"Des Moines city, Iowa, USA",214147.0,1532.9895740821235,911.4443922158789,234.95344513489366,0.20618200246305243
"Yonkers city, New York, USA",211569.0,6476.228902193029,4035.471780813978,52.4273273340361,0.5949954234060693
"Rochester city, New York, USA",211336.0,3022.3869361276024,2216.493246810658,95.34700829975196,0.09794542014572875
"Moreno Valley city, California, USA",208634.0,2613.365502494141,1563.5933073299684,133.43239512598626,0.2583505754795114
"Fayetteville city, North Carolina, USA",208414.0,919.8113758776689,536.2576516901224,388.64527031575574,0.07839914102533418
"Fontana city, California, USA",208397.0,2762.2268426762853,1859.7143505116048,112.05860724937153,0.2402338020279461
"Columbus city, Georgia, USA",206922.0,984.2182261382881,361.4415435975903,572.4909149634883,0.39315545539928626
"Worcester city, Massachusetts, USA",206528.0,3167.824147116627,2073.8602345608733,99.58626746306797,0.6539396395037572
"Sunrise Manor CDP, Nevada, USA",205618.0,3230.176639812326,2355.1380321650763,87.30613543316421,0.1932141534891028
"Port St. Lucie city, Florida, USA",204883.0,1111.4362533849178,654.7306857320356,312.92713853930064,0.13473181455333275
"Little Rock city, Arkansas, USA",202614.0,1042.8726392322758,635.1296433860144,319.0120349600133,0.12716584150430052
"Augusta-Richmond County consolidated government (balance), Georgia, USA",202081.0,822.9656484724103,254.58233606288792,793.7746315207083,0.20047047959557102
"Oxnard city, California, USA",201259.0,3821.2474718804337,2887.07730565236,69.71029130601121,0.0957547318867049
"Birmingham city, Alabama, USA",200993.0,1059.6518104543734,517.746105361252,388.207652203891,0.011384181169838399
"Montgomery city, Alabama, USA",200595.0,930.4267650796729,477.311069306882,420.26052379487055,0.10441824367747034
"Frisco city, Texas, USA",200509.0,1623.279111048954,1119.3646325493917,179.1275105265152,0.2429523423515357
"Amarillo city, Texas, USA",200478.0,1306.3430901637562,739.4329882777529,271.1239600858794,0.18158271642532503
"Salt Lake City city, Utah, USA",199721.0,2496.1545803155973,692.3457524030529,288.4700300489911,0.19394559055899413
"Grand Rapids city, Michigan, USA",198943.0,2158.2465086860343,1683.8395029910305,118.1484337709232,0.14878010798378571
"Huntington Beach city, California, USA",198533.0,3096.6162576464712,2833.580424784251,70.06436036313185,0.2740420382453576
"Overland Park city, Kansas, USA",197244.0,1407.9090996771583,1006.4139440494238,195.98695066402377,0.11994736767451296
"Glendale city, California, USA",196536.0,5313.657608733999,2483.5280201528394,79.1358093829378,0.31444113809314594
"Tallahassee city, Florida, USA",196343.0,1496.8976210227556,723.5184049024128,271.3725023021114,0.031125543779426185
"Grand Prairie city, Texas, USA",196068.0,1751.1745624619816,930.3998313069055,210.73520587873386,0.10361596536850852
"McKinney city, Texas, USA",195324.0,1730.7439563829728,1113.3810029486956,175.4332070357774,0.03706131312540098
"Cape Coral city, Florida, USA",194072.0,932.1306735895257,629.0295910934667,308.5260260374032,0.21529275017497124
"Sioux Falls city, South Dakota, USA",192689.0,1417.4972319697517,915.7559613108144,210.41522866439732,0.07923656700946648
"Paradise CDP, Nevada, USA",191238.0,2999.8793414789548,1741.3435188083645,109.82209881877179,0.39895409345797817
"Knoxville city, Tennessee, USA",191063.0,1166.5869787647425,706.8309183289149,270.3093413792791,0.013138518790504353
"Vancouver city, Washington, USA",191039.0,2056.3710749588986,1407.3262443018277,135.74606511710022,0.10995725118845247
"Providence city, Rhode Island, USA",190905.0,4679.2946742845525,3581.631031901503,53.30113523688333,0.4165252823577386
"Peoria city, Arizona, USA",190894.0,1607.256236441772,411.1354927334642,464.30922013282617,0.10183038953936273
"Akron city, Ohio, USA",190424.0,1549.7141419723073,1180.7151866316008,161.27852182815607,0.08446134215934693
"Shreveport city, Louisiana, USA",187773.0,887.1299680985495,585.409092804691,320.7551818171816,0.024435463997728394
"Mobile city, Alabama, USA",187048.0,1002.320273857905,480.88829305331603,388.9635133606008,0.10831541876429747
"Brownsville city, Texas, USA",186818.0,1626.9975503830688,495.91402974342884,376.7144883895583,0.032894123685582366
"Newport News city, Virginia, USA",186204.0,1485.3664896740684,1024.655674345811,181.72348493446984,0.24488569679019637
"Fort Lauderdale city, Florida, USA",182705.0,2378.302548540819,1946.6374999641962,93.85671446448578,0.1288899254720183
"Chattanooga city, Tennessee, USA",181149.0,857.6737628005104,465.8099510110215,388.8903609869722,0.07407215070038654
"Tempe city, Arizona, USA",180587.0,2611.0194625328722,1735.3049592124542,104.06643457179831,0.3279349753894105
"Aurora city, Illinois, USA",180294.0,2066.109362485505,1511.546725530161,119.27782115816734,0.027087142914478873
"Santa Rosa city, California, USA",177958.0,2129.868793531274,1607.3239564385876,110.71694619316737,0.04211542948764186
"Elk Grove city, California, USA",176124.0,2243.497135325741,1588.4269266991698,110.87951043866678,0.26471199573734594
"Salem city, Oregon, USA",176040.0,1908.458493227353,1373.3235317569051,128.18538088748136,0.06149228979300083
"Eugene city, Oregon, USA",175300.0,1964.2345970547885,1532.8057913686057,114.36543428210746,0.039132493060235383
"Ontario city, California, USA",175265.0,2951.9264963319642,1353.1434277923947,129.52433304571312,0.5195753121814848
"Cary town, North Carolina, USA",174886.0,1256.3790657900006,1102.1243648260856,158.68082185770103,0.017363050022023784
"Rancho Cucamonga city, California, USA",174570.0,2423.4691337995273,1449.3665624406162,120.44572058157476,0.494350345472621
"Oceanside city, California, USA",173568.0,2062.6404278605723,1595.0694902903883,108.81532187566405,0.2503117022813597
"Lancaster city, California, USA",173535.0,1974.2425289449013,708.4718930886268,244.94267407485074,0.06883932768886632
"Garden Grove city, California, USA",171931.0,4064.841105321406,3698.0058184563777,46.49289602031169,0.14564005500404
"Pembroke Pines city, Florida, USA",171178.0,2407.4626086218404,1901.5208639593789,90.0216259755206,0.19740220577151885
"Fort Collins city, Colorado, USA",169769.0,1717.751944389841,1123.5603529877365,151.09913726357075,0.04704189594263261
"Palmdale city, California, USA",169365.0,2171.1660174008307,614.8619303825116,275.45208384366293,0.0730217275741692
"Springfield city, Missouri, USA",169183.0,1237.1172719496176,780.3408676350895,216.80653547305303,0.050833955007110736
"Clarksville city, Tennessee, USA",166747.0,840.5988548942571,642.3219299525636,259.60035338091996,0.20634514798554213
"Bayamón zona urbana, Puerto Rico, USA",165363.0,2811.8719546576476,2353.437554372869,70.26445196845897,0.4801721645105277
"Salinas city, California, USA",163542.0,3924.330216219245,2680.6913458112967,61.00739656415196,0.3139741883915922
"Hayward city, California, USA",162962.0,3697.787077190387,1379.5254229511306,118.12902994667964,0.10769341771838362
"Paterson city, New Jersey, USA",159732.0,7646.859913714044,7085.7291534943515,22.542775279694062,0.5073810493342883
"Alexandria city, Virginia, USA",159496.0,4707.109547139154,3997.208962406305,39.90184188518981,0.4242561155697506
"Macon-Bibb County, Georgia, USA",157346.0,633.0878993651386,238.35424654725475,660.1350816244236,0.44213890770703945
"Corona city, California, USA",157249.0,2324.168354915564,1521.9481139033514,103.32086788208721,0.10296416867408678
"Kansas City city, Kansas, USA",156607.0,1246.8682026829406,471.5264620512927,332.1277014204227,0.4150584777229234
"Lakewood city, Colorado, USA",156019.0,1861.0896251598708,1348.4963921653045,115.69849271118741,0.07485818141998855
"Springfield city, Massachusetts, USA",155929.0,2557.0822428889005,1819.0725810572128,85.71895460563582,0.5425831233017488
"Sunnyvale city, California, USA",155854.0,3944.1957336614782,2724.882655080262,57.19659146034283,0.27966081539219684
"Jackson city, Mississippi, USA",153701.0,874.4925633042991,521.3449385256358,294.81632723752267,0.1501934321804364
"Murfreesboro city, Tennessee, USA",153089.0,1271.2778830514346,921.347242028482,166.15776660160392,0.01910211302676532
"Killeen city, Texas, USA",153070.0,1481.3300610352696,1069.2005556533804,143.16303820704627,0.07831792551646642
"Hollywood city, Florida, USA",153024.0,2683.317248728198,2028.0117172430823,75.45518534184001,0.1234229432635885
"Pasadena city, Texas, USA",151898.0,2119.23282389248,1312.461792464076,115.73517863313926,0.05482672678209409
"Bellevue city, Washington, USA",151842.0,2224.0948694460203,1562.851827377997,97.15700320403755,0.3913216433012765
"Pomona city, California, USA",151696.0,3113.61602463404,2547.8167927402433,59.53960286008124,0.3064724340989115
"Escondido city, California, USA",151055.0,3141.69784555818,1557.5919686923608,96.97982721804519,0.04789169908427919
"Charleston city, South Carolina, USA",150805.0,1259.953004502962,432.63733068276497,348.57139988823354,0.0076895844043365505
"Joliet city, Illinois, USA",150665.0,1715.644375455486,872.7625284294127,172.63000540494158,0.010118420606996591
"Mesquite city, Texas, USA",150249.0,1823.7941384485507,1178.3774637144447,127.50498429118781,0.12044342699034627
"Naperville city, Illinois, USA",149764.0,1538.0276524734254,1452.916211498553,103.0782083748187,0.03352158908358672
"Bridgeport city, Connecticut, USA",148630.0,4084.529359931358,3346.4565246342977,44.41414340986915,0.33279854000983655
"Syracuse city, New York, USA",148612.0,2791.222945622189,2235.8542248276844,66.46766070424533,0.2864805667740934
"Rockford city, Illinois, USA",148448.0,1374.5459609494415,869.4448815419354,170.73882790215725,0.027714074974552635
"Savannah city, Georgia, USA",147886.0,1417.5867952627318,503.4823661411137,293.7262751294674,0.025712358498451042
"Roseville city, California, USA",147773.0,1727.585563574568,1293.9311733038105,114.20468340884729,0.20445062707317913
"Torrance city, California, USA",147067.0,3342.309059562622,2765.196409735798,53.18501046876868,0.389832587160934
"Fullerton city, California, USA",143617.0,3110.0399087501373,2472.800099477892,58.07869387837834,0.2717575728983349
"Metairie CDP, Louisiana, USA",143507.0,2564.777390807681,2378.2089758403795,60.342468411250294,0.5682146352974548
"Surprise city, Arizona, USA",143148.0,1637.515068006985,499.7387413835618,286.44567280032106,0.07731997413386173
"McAllen city, Texas, USA",142230.0,1567.3244439386726,875.4297484529101,162.46877633682635,0.06272461911909571
"Thornton city, Colorado, USA",141671.0,2145.0372237870806,1417.4665925821596,99.94662360396224,0.027889665741673227
"Visalia city, California, USA",141581.0,1949.5495749045583,1433.7080479848237,98.75162533892583,0.10468943392632041
"Gainesville city, Florida, USA",141343.0,1891.470395330892,838.8513380779616,168.49588667743626,0.09294484310637918
"Olathe city, Kansas, USA",141292.0,1399.6667043816308,863.2179529592207,163.68056238361712,0.10311618752390249
"West Valley City city, Utah, USA",140230.0,2442.574196397858,1508.6500057319363,92.95065089133516,0.2986181905037196
"Waco city, Texas, USA",139937.0,1374.6748266459376,528.7332445918271,264.6646516581891,0.04961072185800206
"Orange city, California, USA",139893.0,2757.4579824672105,2094.8161735672034,66.78056135196826,0.0805537950427004
"Denton city, Texas, USA",139705.0,1469.5460374143295,549.240883905066,254.36016162290542,0.029404823398859272
"Warren city, Michigan, USA",139415.0,1840.2128491565645,1563.3314981961641,89.1781430623401,0.4616192340973354
"Pasadena city, California, USA",138811.0,3661.459371210956,2318.373781361457,59.87429685237542,0.11242070077639581
"Carolina zona urbana, Puerto Rico, USA",138318.0,2923.358708111963,2343.3718462091633,59.02520345789547,0.2845432248463813
"Cedar Rapids city, Iowa, USA",137804.0,1214.1380558168657,716.0778021236564,192.44277589853738,0.04776124299791863
"Columbia city, South Carolina, USA",137743.0,1234.1944787274238,377.2189745302364,365.153953805044,0.023860802819964607
"Dayton city, Ohio, USA",137582.0,1713.4518264290168,932.2100180554737,147.5869142524199,0.03316035886480494
"Elizabeth city, New Jersey, USA",137196.0,7225.643982187816,4216.75863815741,32.53589113650344,0.4574806405531632
"Hampton city, Virginia, USA",137039.0,1407.9576706950725,903.7313018911518,151.63688555794363,0.4598166315694302
"Kent city, Washington, USA",136155.0,2154.941688424424,1528.428716047121,89.08168144872933,0.13302180736581748
"Stamford city, Connecticut, USA",135455.0,3597.4864401257732,1341.935295673234,100.94003819464615,0.48215451951825583
"Victorville city, California, USA",134810.0,1606.8487980861596,703.3035350282362,191.6811067849782,0.1650187116966112
"Miramar city, Florida, USA",134721.0,2505.5151038194813,1673.4461730966532,80.50512897627507,0.2836749293000644
"Coral Springs city, Florida, USA",134394.0,2420.4701095781124,2163.9723358943356,62.10523016896936,0.4349911629797522
"Sterling Heights city, Michigan, USA",134346.0,1720.8901938554504,1412.5963820185864,95.10572284492254,0.673461302673698
"New Haven city, Connecticut, USA",134053.0,3589.4202644809598,2669.5278010001407,50.21599698260379,0.2644938043833708
"Carrollton city, Texas, USA",133586.0,1996.2694736018514,1377.4318034824998,96.98193381498847,0.14324421281002572
"Midland city, Texas, USA",132502.0,1332.8101077292902,671.3085179610155,197.3786961655903,0.05154150903421073
"Norman city, Oklahoma, USA",128023.0,1268.830258001226,261.28791581432745,489.9690810461124,0.41902073797026906
"Santa Clara city, California, USA",127606.0,3841.223424715365,2698.6606255543416,47.28493786571922,0.2862396577140578
"Athens-Clarke County unified government (balance), Georgia, USA",127364.0,1019.4313366880651,415.7473223877333,306.3495376675405,0.39443801276638796
"Thousand Oaks city, California, USA",126858.0,1380.3080398726888,884.4198508405352,143.4364005731403,0.17266655152844035
"Topeka city, Kansas, USA",126629.0,1119.9146479669964,776.921059447421,162.98824502204107,0.07929954996856393
"Simi Valley city, California, USA",126356.0,1952.7763198895827,1152.0988466020112,109.67461721941058,0.17539487826597244
"Vallejo city, California, USA",126280.0,2258.935545154057,1439.4160118261348,87.73002312221965,0.1400780408351549
"Fargo city, North Dakota, USA",126049.0,1646.672516730975,959.1578375818299,131.41632697052972,0.07285048777374252
"Allentown city, Pennsylvania, USA",125871.0,4390.782130082534,2691.975100456547,46.75786190542878,0.13822130121977738
"Pearland city, Texas, USA",125794.0,1358.0790106383824,994.7726061609483,126.45503024602517,0.05332336764594205
"Lewisville city, Texas, USA",125641.0,2040.0868431765196,1034.7660376609888,121.41971752764721,0.18604059016734223
"Columbia city, Missouri, USA",125593.0,1217.3558346429668,718.9437461662903,174.6909972716427,0.03698435594680862
"Concord city, California, USA",125320.0,2766.8894402487717,1583.375010758874,79.14739032033675,0.3019400359227566
"Abilene city, Texas, USA",125182.0,1080.7078284909303,431.05703228574606,290.4070473835057,0.114068622193945
"Arvada city, Colorado, USA",124356.0,1625.4509798360864,1210.9593629864182,102.69213303187841,0.029146700672236153
"Berkeley city, California, USA",124215.0,5941.3328426487415,4445.2380883400165,27.943385153164105,0.3556538454840039
"Ann Arbor city, Michigan, USA",123934.0,2673.068055131169,1640.2377694930244,75.55855760979479,0.12535438051889358
"Independence city, Missouri, USA",123038.0,1138.3861662379236,605.6492150129906,203.1505976563694,0.28737900298930763
"Rochester city, Minnesota, USA",121389.0,1190.290850297568,836.2735731949715,145.15465260516964,0.06407351308992587
"Lafayette city, Louisiana, USA",121355.0,1089.4468079248225,835.6697616375914,145.21884788817877,0.03009425794586357
"Hartford city, Connecticut, USA",121054.0,3797.461969627285,2589.5475976646553,46.74716159269315,0.5076244854795147
"College Station city, Texas, USA",120511.0,1965.0621584665757,907.7935587026884,132.75154779928172,0.1519583951899673
"Clovis city, California, USA",120225.0,1948.0626750425906,1788.757314672211,67.21146519645745,0.13116320104000662
"Palm Bay city, Florida, USA",119760.0,909.9492103925344,516.4280653946062,231.90064217073595,0.11546215274362392
"Round Rock city, Texas, USA",119533.0,1578.2300769732574,1208.258465052955,98.92999176691981,0.04585211101105918
"Fairfield city, California, USA",119460.0,2071.3325745658444,1101.9288666848706,108.409901593188,0.08475110654044753
"Richardson city, Texas, USA",119279.0,1911.4292827648576,1607.358360256345,74.20809381983563,0.34641579803371514
"East Los Angeles CDP, California, USA",118806.0,5657.2817427201835,6150.590192654098,19.316195077001694,0.356402043464411
"Cambridge city, Massachusetts, USA",118606.0,7691.116770214435,6431.2861407822265,18.442034361975093,0.2926832921980561
"Meridian city, Idaho, USA",118084.0,1541.4550311501946,1245.4176973920269,94.81477599625764,0.027315566178965033
"West Palm Beach city, Florida, USA",117415.0,1831.2704049401557,780.8241344241304,150.37316960828232,0.20734018147620917
