longname,Not Cohabiting With Partner %,Cohabiting With Partner (Gay) %,Cohabiting With Partner (Straight) %,Living With Parents %,Other Living Situation %,Never Married %,Married (not divorced) %,Divorced %
"Creek OTSA, USA",0.18253891914803846,0.006136262596261941,0.4050324661124599,0.3224963158525591,0.08379603629068068,0.29250192142103376,0.5737422128834712,0.13375586569549514
"Cherokee OTSA, USA",0.16494830482447825,0.0048352285314200855,0.41149584423618907,0.34156075161496147,0.07715987079295104,0.2762538631129162,0.5904353997440431,0.13331073714304076
"Lumbee SDTSA, USA",0.2053364099431068,0.003229640944744958,0.33674981629330036,0.3593841865729181,0.0952999462459298,0.3615610153453587,0.5252304538794207,0.11320853077522068
"Chickasaw OTSA, USA",0.15847610899004577,0.003746965330528968,0.42867442141937184,0.33392397324867934,0.0751785310113742,0.24483023412818472,0.6218503851221273,0.13331938074968794
"Choctaw OTSA, USA",0.17013892491772714,0.0026088436495168006,0.4125540834163362,0.32250564944207577,0.09219249857434404,0.25250343130753156,0.5998357775201318,0.14766079117233655
"Kiowa-Comanche-Apache-Fort Sill Apache OTSA, USA",0.1718795289259597,0.004841250231153013,0.38654900142098125,0.3157198491882451,0.12101037023366099,0.3086578281946241,0.5631151198613369,0.12822705194403908
"Cheyenne and Arapaho OTSA, USA",0.15123887355760257,0.005600045385738256,0.42895294815488677,0.31665143190731476,0.0975567009944576,0.2643653403627721,0.6068133800483743,0.12882127958885373
"United Houma Nation SDTSA, USA",0.16452170596718468,0.007669798175859062,0.41598446690583496,0.3437854306366593,0.068038598314462,0.32782886049019055,0.5710752742285413,0.10109586528126822
"Citizen Potawatomi Nation-Absentee Shawnee OTSA, USA",0.12357206953157893,0.0038407191715057573,0.45685202463988234,0.335053008221096,0.08068217843593697,0.23509622425972934,0.6379588773258742,0.1269448984143964
"Cher-O-Creek SDTSA, USA",0.2041438556784446,0.0032583605950211683,0.36902922604033944,0.3446351166422608,0.07893344104393402,0.30947473734640635,0.554509554667344,0.13601570798624968
"Knik ANVSA, USA",0.1299590671557245,0.0020972477205872574,0.4543891478171381,0.34759065057778715,0.06596388672876305,0.2809351745877788,0.6085832053441549,0.11048162006806637
"Coharie SDTSA, USA",0.18105903235252324,0.0019988169539897392,0.36407032758072555,0.3560787999591554,0.09679302315360605,0.30756168946320506,0.5718893952754133,0.12054891526138174
"Sac and Fox OTSA, USA",0.16756503723987415,0.007738698293102785,0.4181651751639254,0.32725902024551545,0.07927206905758212,0.25275132099784303,0.6081194198772195,0.13912925912493748
"Echota Cherokee SDTSA, USA",0.12427180782244909,0.004084525292392331,0.4651295238645066,0.3501813590247329,0.05633278399591893,0.22709314892612048,0.6681794771153939,0.10472737395848562
"Samish TDSA, USA",0.18295742231773748,0.008159824978600991,0.5400779275755699,0.207540179361257,0.06126464576683454,0.220964433390741,0.6570295497549502,0.12200601685430877
"Kenaitze ANVSA, USA",0.16134764245273756,0.0027952516715845687,0.44645346632679733,0.3124931452515383,0.07691049429734213,0.28221466850050786,0.5802458650196931,0.1375394664797991
"Four Winds Cherokee SDTSA, USA",0.2033453824541918,0.002858151222075075,0.3725266206309553,0.33187070711569927,0.08939913857707855,0.31156118951330425,0.5592676531855902,0.1291711573011055
"Natchitoches SDTSA, USA",0.20320986813526024,0.0015924688858087392,0.2826484837603028,0.323260623441952,0.1892885557766762,0.5254157884766422,0.38453658391629697,0.090047627607061
"Kickapoo OTSA, USA",0.16261460464179295,0.004688432589031442,0.3894352496045748,0.33279751361737253,0.11046419954722812,0.302447084861666,0.5673060111562451,0.130246903982089
"Kaw/Ponca joint-use OTSA, USA",0.18889654809205983,0.0013783168845547358,0.388362425305129,0.3295616086411285,0.09180110107712801,0.29678968468881267,0.5291244309756288,0.17408588433555852
"Chickaloon ANVSA, USA",0.12358269458719716,0.0017981716709023687,0.45118965990605975,0.3352962101085697,0.0881332637272711,0.29273965653082684,0.5973227240100216,0.10993761945915152
"MaChis Lower Creek SDTSA, USA",0.16559611633282859,0.002063706197426151,0.4451634442134876,0.32620956111276983,0.060967172143487805,0.22734282792125712,0.6477428322144152,0.1249143398643278
"Seminole OTSA, USA",0.1743730861856311,0.004098285561076289,0.36764468690187396,0.3547779080652183,0.09910603328620037,0.27570912661721314,0.5765309292296494,0.14775994415313748
"Ninilchik ANVSA, USA",0.17045483202934747,0.004871455721828307,0.4697305523524868,0.2935108913498075,0.061432268546529965,0.26260750678275097,0.6019257944301386,0.1354666987871104
"Pawnee OTSA, USA",0.15899252972868397,0.004636850331726527,0.42991179621521114,0.3275083914949963,0.07895043222938215,0.23658184746408967,0.6414466638046968,0.12197148873121355
"Caddo-Wichita-Delaware OTSA, USA",0.1478821946864789,0.0034392810790649414,0.38295368869763186,0.3293124307469403,0.13641240478988398,0.2828723636656961,0.5749694888278198,0.1421581475064839
"Bayou Lafourche SDTSA, USA",0.1860813639924484,0.004548610305161708,0.44035552955959384,0.29317655239811313,0.07583794374468286,0.23577572185525164,0.6620196857507296,0.10220459239401893
"Cherokee Tribe of Northeast Alabama SDTSA, USA",0.1639798759063536,0.0005667663933698738,0.3922738143355236,0.36696156336075164,0.07621798000400141,0.24941820932866032,0.6053371873718791,0.1452446032994605
"Ketchikan ANVSA, USA",0.16762353133533403,0.006911284415118032,0.44630393934578005,0.2894437360487542,0.08971750885501376,0.296549954615135,0.5661900445953679,0.1372600007894971
"Nanticoke Indian Tribe SDTSA, USA",0.16081353420986105,0.027241986628916418,0.5095293162064561,0.23837329603724686,0.06404186691751955,0.21294912983091116,0.6843518514336566,0.10269901873543232
"Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA, USA",0.1857928269536113,0.005295214407013338,0.30324957333481206,0.42027051030135765,0.0853918750032057,0.332987781922307,0.5084520264832886,0.15856019159440427
