longname,Population (2000),Population Change (2000-2020),PW Density (r=1km) (2000),PW Density (r=1km) Change (2000-2020),AW Density (2000),White % (2000),Hispanic % (2000),Black % (2000),Asian % (2000),Native % (2000),Hawaiian / PI % (2000),Other / Mixed % (2000),Racial Homogeneity (2000) %,Racial Homogeneity Change (2000-2020) %,Segregation (2000) %,Segregation Change (2000-2020) %,Mean Local Segregation (2000) %,Mean Local Segregation Change (2000-2020) %,Housing Units per Adult (2000),Vacancy % (2000),PW Density (r=250m) (2000),PW Density (r=250m) Change (2000-2020),PW Density (r=500m) (2000),PW Density (r=500m) Change (2000-2020),PW Density (r=2km) (2000),PW Density (r=2km) Change (2000-2020),PW Density (r=4km) (2000),PW Density (r=4km) Change (2000-2020)
"Uttar Pradesh, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mahārāshtra, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Punjab, Pakistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bihār, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guangdong Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"West Bengal, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shandong Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Henan Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jiangsu Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tamil Nādu, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madhya Pradesh, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rājasthān, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hebei Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sichuan Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Karnātaka, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gujarāt, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hunan Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anhui Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhejiang Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"England, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hubei Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Barat, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andhra Pradesh, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sindh, Pakistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jiangxi Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yunnan Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guangxi Zhuangzu Zizhiqu, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dhaka, Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liaoning Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"São Paulo, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Odisha, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oromīya, Ethiopia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kerala, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heilongjiang Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California, USA",33866447.0,0.16729085870743984,3053.480470556895,0.0058017359521568435,82.63749494963344,0.46691228046449634,0.3238053581469588,0.06442175643639263,0.10773465548364138,0.0052844043545518665,0.0030628249842683526,0.028778720129690606,0.5377797884187847,-0.058674642042988334,0.30025878033271575,-0.04822941468062675,0.11478743432433883,-0.022300234586889123,0.4952550733462688,0.056729704593126457,4843.6580479161,-0.05891248122725062,3647.810940719729,-0.013553709501916549,2590.7197522834117,0.015142578783425568,2122.6411904371753,0.022710509227792507
"Shanxi Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jawa Timur, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shaanxi Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jhārkhand, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Telangāna, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fujian Sheng, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khyber Pakhtunkhwa, Pakistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,
