longname,Population,Population (2010),Population Change (2010-2020),Population (2000),Population Change (2000-2020),PW Density (r=1km),PW Density (r=1km) (2010),PW Density (r=1km) Change (2010-2020),PW Density (r=1km) (2000),PW Density (r=1km) Change (2000-2020),AW Density,AW Density (2010),AW Density (2000),Area,Compactness
"New York City Department Of Education, New York, USA",8804167.0,8174465.0,0.0770328088749539,8007022.0,0.09955573994925954,19073.639630634236,17919.57803819723,0.06440227498532712,17694.128415709372,0.077964349670939,10014.280124032719,9298.026988141084,9107.569321128587,879.1612468350436,0.17734323931472723
"Los Angeles Unified School District, California, USA",4644667.0,4539775.0,0.023105109834738506,4443718.0,0.04522091635877884,5678.427905512381,5641.833733019388,0.006486219591836176,5682.557763256882,-0.0007267603633006236,2534.7491870885415,2477.5061357067975,2425.0846375317583,1832.3970764677306,0.08627536366917643
"Puerto Rico Department of Education, Puerto Rico, USA",3284932.0,3724563.0,-0.11803559236345311,3806992.0,-0.1371318878526669,1453.0144915981293,1700.855828491738,-0.1457156642802501,1923.0354877982495,-0.24441618429947107,367.9370091171266,417.178976760649,426.41164268022226,8927.973861292918,0.1562632549701399
"Chicago Public School District 299, Illinois, USA",2744500.0,2694625.0,0.018509068979913716,2897256.0,-0.05272437092200344,6850.239554746267,6499.143667624897,0.054021868891794673,6972.215102816647,-0.0174945187822884,4582.591514164531,4499.313411862124,4837.653765699498,598.8969323399011,0.13706365167848014
"Dade County School District, Florida, USA",2701051.0,2495812.0,0.08223335732018278,2252700.0,0.19902827717849692,3528.8206292986633,3287.9280568939503,0.07326576744878055,3203.20916794647,0.1016516388035121,516.6311192665576,477.3749725713826,430.8748418196377,5228.200352767336,0.28210657616190193
"Clark County School District, Nevada, USA",2265461.0,1951269.0,0.1610193161475942,1375738.0,0.6467241582336172,2623.294796484331,2450.099610870406,0.07068903845603106,2457.522419111236,0.06745508243747644,108.52551085808766,93.47433703186674,65.90387972111805,20874.91670932937,0.4682681367374891
"Broward County School District, Florida, USA",1944375.0,1748066.0,0.11230067972261917,1623035.0,0.19798710440625125,2414.0787774714104,2170.3778234314923,0.11228503692256349,2152.138814913001,0.12171146244997118,612.8274212826653,550.9548204497094,511.54759431771686,3172.7937302974588,0.6312412127300905
"Philadelphia City School District, Pennsylvania, USA",1604252.0,1526018.0,0.05126676094253148,1517550.0,0.057132878653092155,7197.1155847688715,6701.742016680211,0.07391713480699598,6666.982480840572,0.07951619873785246,4339.446961592202,4127.826659050454,4104.921007774493,369.69042695970137,0.2951199001354757
"Palm Beach County School District, Florida, USA",1492191.0,1320134.0,0.13033298134886306,1130997.0,0.31935893729161086,1652.8158123180333,1463.8060760553205,0.1291221148446508,1409.949524060451,0.17225176087024904,258.7712049366586,228.93360558926494,196.13404481714878,5766.449170282509,0.7403793343431568
"Houston Independent School District, Texas, USA",1482111.0,1364406.0,0.08626831016574245,1313090.0,0.12872004203824566,2601.202042381156,2415.1718908601565,0.07702563623939218,2508.566183098913,0.03692781155480895,1716.3022623667302,1579.9984647484168,1520.5739230672532,863.5489403575176,0.263741786299213
"Hillsborough County School District, Florida, USA",1459290.0,1228728.0,0.1876428306346075,998707.0,0.4611793048411596,1448.1080575945534,1293.9371455716598,0.11914868705216829,1253.3088031792217,0.1554279790592643,520.7307215265614,438.4573443249038,356.3770167023879,2802.388911723858,0.33481568156415703
"Hawaii Department of Education, Hawaii, USA",1453772.0,1359220.0,0.0695634260826062,1196369.0,0.21515351868863203,2660.9296731245718,2566.4478665841584,0.036814231752217486,2472.269055519383,0.07631071431485204,86.90608899745087,81.25379652869582,71.5186086867757,16728.079893718863,0.08338490280469607
"Orange County School District, Florida, USA",1429908.0,1145956.0,0.24778612791416074,896344.0,0.5952669957070054,1598.3779952629852,1403.9492920337925,0.13848698406161017,1380.7299556046992,0.15763259048215966,550.1017040685773,440.86217322206085,344.83362694078556,2599.352064217099,0.393130498723379
"Fairfax County Public Schools, Virginia, USA",1150265.0,1081664.0,0.0634217280042601,969747.0,0.1861495833449343,2047.8367286256846,1932.6668885765089,0.059591148754042755,1732.6189324205563,0.1819314047115675,1104.7299374343697,1038.8446167144182,931.3580284866251,1041.2182751844139,0.2741795359250579
"Wake County Schools, North Carolina, USA",1129410.0,900988.0,0.25352390930844804,627778.0,0.799059540155915,1080.5301786661714,975.4498627451271,0.10772497893979455,867.4698633798332,0.24561120135772016,508.79012484642914,405.88785029806223,282.80894183320635,2219.7954418649456,0.5604351279804617
"Charlotte-Mecklenburg Schools, North Carolina, USA",1115482.0,919619.0,0.2129827678636479,695473.0,0.6039184842546008,1268.8310916944592,1073.0020812937541,0.1825057134694348,986.8093886900251,0.28579146716349524,788.4466724245464,650.0064908697665,491.57527652720216,1414.7843335679124,0.46689389673834175
"Dallas Independent School District, Texas, USA",1107005.0,1020798.0,0.08445059649411539,1007394.0,0.09887988215137275,2388.236277783958,2283.2868605025833,0.045964183956401304,2542.3943682202607,-0.060635003114885434,1117.6627121543943,1030.625752586286,1017.0927053157519,990.4642858364214,0.17591723616495003
"San Diego City Unified School District, California, USA",1066789.0,1014707.0,0.051327131871564895,984586.0,0.08348991352710683,3610.8236191978085,3505.3860510781933,0.03007873215196498,3480.075823357105,0.03757038710569695,1907.3195865354608,1814.2018109435303,1760.348262335479,559.3131887969349,0.2471816439176709
"Montgomery County Public Schools, Maryland, USA",1062124.0,971782.0,0.09296529468543356,873285.0,0.21623983006693118,2390.287419184471,2136.5468659549183,0.11876198798763299,1993.906454164251,0.19879616929489496,808.9511179339326,740.1434628047882,665.1246719073614,1312.96437628107,0.458540109943954
"Duval County School District, Florida, USA",995398.0,864109.0,0.151935693297952,778578.0,0.2784820531790007,1226.3604819738719,1111.0429187914408,0.1037921769105644,1183.5013799026617,0.03621381672975754,453.48585185747226,393.6728885960274,354.7064667273664,2194.99240367227,0.45237082002339873
"Prince George's County Public Schools, Maryland, USA",967201.0,863420.0,0.12019758634268375,801581.0,0.2066166737984059,2055.395003375942,1888.998576667159,0.08808711068610925,1875.061974566374,0.09617443650163714,748.6770770950337,668.3437691910926,620.4763230547882,1291.8800769924305,0.35451231159967506
"Pinellas County School District, Florida, USA",959120.0,916535.0,0.04646303741810187,920733.0,0.0416917825254444,1565.3278260113832,1498.9679206890946,0.04427039725558775,1514.4939214937056,0.03356494456414952,1136.459172468292,1086.0002998980588,1090.9745008385269,843.9546472372373,0.18936922719940144
"Gwinnett County School District, Georgia, USA",942494.0,793956.0,0.1870859342331313,577553.0,0.6318744773206961,1188.5771682172299,1075.109480157476,0.10554058926457786,987.1408275125387,0.20406038843746685,861.6856986742287,725.8831680377763,528.0343008299222,1093.779322843702,0.23104514187770514
"San Francisco Unified School District, California, USA",873661.0,805235.0,0.08497643545052065,776610.0,0.12496748689818571,10164.018459704692,9425.79925439016,0.07831900355513076,9434.244025355003,0.0773537797398905,7132.366578698462,6573.752521857169,6340.064634547053,122.492442075156,0.34798293358703464
"Baltimore County Public Schools, Maryland, USA",854524.0,805029.0,0.061482257160922156,754299.0,0.13287171267627293,1794.4365996198928,1700.8724836636793,0.055009482988799034,1647.2333174994112,0.08936395382285256,531.127135780153,500.36364922455164,468.832551680039,1608.8878583558367,0.20799028916906379
"Jefferson County School District, Kentucky, USA",780352.0,738704.0,0.05637982195845697,691274.0,0.1288606254538721,1433.5541061057793,1413.6257777392227,0.014097315343546904,1459.4288067082202,-0.017729333889744178,763.5004460148925,722.751826705109,676.3460685927618,1022.0714396082733,0.41074061301443915
"Lee County School District, Florida, USA",760237.0,618083.0,0.22999176486005926,440269.0,0.7267556879998365,843.396692187918,731.3482286189613,0.15320808772661274,768.0089720034852,0.09815994725656765,331.2919142680668,269.3448230572171,191.85801243939392,2294.764729406736,0.21774815294873257
"Seattle Public Schools, Washington, USA",737685.0,609526.0,0.21026010375275214,564236.0,0.3074050574582267,4833.128245370023,3556.831312765609,0.35882976176681025,3227.13737725199,0.4976518444608594,2800.9735726229474,2314.356694017873,2142.3915691961765,263.3673545549383,0.29758504569324334
"Austin Independent School District, Texas, USA",736322.0,634406.0,0.1606479131660167,570854.0,0.28986045468718796,2175.00311025615,1980.5693421186827,0.09817064416915343,1979.467072248207,0.09878216250693199,1235.8854178749018,1064.823710838933,958.1543595540527,595.7850051067854,0.12420286443654195
"Shelby County School District, Tennessee, USA",734627.0,744856.0,-0.013732855746614111,752214.0,-0.02338031464450276,1316.2317000184726,1351.8883640169793,-0.026375450035354298,1463.4174278581108,-0.10057672201913194,523.6465913556044,530.9378847371116,536.1827118659737,1402.906105238295,0.11762818285239718
"Polk County School District, Florida, USA",725046.0,602092.0,0.2042113165429868,483625.0,0.49919048849832,757.3510038807265,657.7166591888707,0.1514852076496433,627.006925036405,0.2078829972041432,139.2409511590243,115.62833636105744,92.8774243348465,5207.131910295123,0.4238409696268311
"Phoenix Union High School District, Arizona, USA",722707.0,652544.0,0.10752225137308749,617544.0,0.17029231925174562,2628.2097913638563,2443.128540973673,0.07575583817477816,2648.3138755995033,-0.007591277008695186,1599.9966622012032,1444.663220280725,1367.1769316782318,451.6928172873388,0.39700634014378766
"Metropolitan Nashville Public School District, Tennessee, USA",715807.0,626660.0,0.14225736444004725,569869.0,0.2560904348192304,1285.260424044813,1145.3496649887352,0.1221554983014325,1107.8009746108119,0.1601907323617813,526.2583318286494,460.71782788341187,418.965320681218,1360.1817904007419,0.39495351712230453
"Denver County School District 1, Colorado, USA",715478.0,600173.0,0.19211960551374355,553629.0,0.292341983530487,3086.26240677843,2652.672774902474,0.16345387036736825,2705.142786430264,0.14088706232438675,1785.6742425108307,1497.898561731392,1381.7350711091449,400.6766648512378,0.06859792444520826
"DeKalb County School District, Georgia, USA",706017.0,643187.0,0.0976854320749642,615944.0,0.14623569675165274,1466.3475603874463,1355.7944913125377,0.08154116998062344,1391.1697989929492,0.0540392419738535,1052.8787461818745,959.1807592741837,918.5534433848597,670.558696868255,0.314632215362316
"Cobb County School District, Georgia, USA",704843.0,631363.0,0.11638312666405855,547063.0,0.2884128519018833,1101.8058663033387,1007.7068294731183,0.09337937788852761,931.222673829406,0.183181957729245,847.9478876994189,759.549179351385,658.1336769869421,831.2338649870583,0.12392802969160469
"District of Columbia Public Schools, District of Columbia, USA",689482.0,601718.0,0.1458556998461073,572044.0,0.20529539685758438,6569.571121790082,5649.898874921572,0.16277676242148237,5315.284420031396,0.23597734432267262,3896.9233401173087,3400.884893831466,3233.16869066062,176.92983408271115,0.5262571019289503
"Albuquerque Public Schools, New Mexico, USA",681535.0,667491.0,0.02103998405971017,560450.0,0.2160496029975912,1695.6729324024427,1706.8044296541002,-0.0065218352250898445,1553.2315276326938,0.09170648563053975,215.30661020280374,210.86991064417774,177.0541346932459,3165.416051825078,0.3706245238122779
"Boston School District, Massachusetts, USA",675485.0,617416.0,0.09405166046879251,588588.0,0.14763637722821396,7446.15688547241,6739.079489857934,0.10492195509469819,6415.315376294695,0.16068446346173243,5034.411684735221,4601.621538216957,4386.765516177167,134.17357226627493,0.08695693095798661
"Northside Independent School District (Bexar County), Texas, USA",665676.0,516301.0,0.2893176654703361,351907.0,0.8916247758640777,1850.9303452978672,1761.882599017616,0.0505412485087838,1666.6756040907408,0.11055225189286137,808.7168910126724,627.2440940438498,427.52500460523817,823.126124108083,0.27390059415399426
"Kern High School District, California, USA",663211.0,596346.0,0.1121245049015169,459273.0,0.44404526283931345,2009.0603905199196,1916.9810114751028,0.04803353736611211,1772.0537271116743,0.13374688350705358,85.16754556742914,76.58094502195243,58.97844600796712,7787.132945787669,0.2263682468633038
"Detroit Public Schools Community District, Michigan, USA",639202.0,713865.0,-0.10458980339419918,951297.0,-0.32807314645163393,2229.1392262244312,2350.7012434640446,-0.05171308671300014,3066.3914669369237,-0.2730415375010287,1739.0096126895535,1942.1373793614978,2588.0936347551074,367.5666858513851,0.20818091508914152
"Cypress-Fairbanks Independent School District, Texas, USA",613615.0,496814.0,0.23510005756681576,294447.0,1.0839573845208137,1898.7964753331062,1732.4197393280435,0.09603719712267621,1354.62809420747,0.40171053845151783,1254.5202270577802,1015.7235597002747,601.9893863358657,489.12324151130514,0.4385230164344848
"Fulton County School District, Georgia, USA",608043.0,526692.0,0.15445649449773302,425894.0,0.42768623178537385,1111.7861333333606,1025.7086851783881,0.08391997591402096,1018.1049989608389,0.09201519928508385,576.8570957569585,499.67850543205657,404.050331868493,1054.0617502539671,0.12213074895708534
"Brevard County School District, Florida, USA",606612.0,543376.0,0.11637613733400076,476167.0,0.27394800563667787,909.0335259177227,835.0736611624473,0.08856687522909196,816.3766402707136,0.11349771793602988,180.86866588732158,162.01409170143228,141.97491976678378,3353.8810994376995,0.4376126606125433
"Jefferson County School District R-1, Colorado, USA",590233.0,537453.0,0.0982039359720757,527768.0,0.11835692955995816,1495.1080802930928,1446.920644972282,0.03330344030147832,1486.2724233206782,0.005944843511712167,292.87412795415776,266.68464604884167,261.8789406253292,2015.312872198757,0.384619327522161
"Anne Arundel County Public Schools, Maryland, USA",588256.0,537656.0,0.09411222045322659,489617.0,0.20146155055890624,1317.9229048366547,1249.2168150367775,0.05499933155947349,1138.2132116091896,0.15788754812764305,505.3690980620492,461.89877840200376,420.6286067389816,1164.012604363423,0.29357199533495265
"Baltimore City Public Schools, Maryland, USA",585719.0,620961.0,-0.05675396683527629,651139.0,-0.10047009931827153,3791.3621725052453,4063.5635640617174,-0.06698588253025736,4397.586358805172,-0.13785384454954466,2617.101274877887,2774.5690762113704,2909.4099850315806,223.80448384724028,0.45601360449196615
