longname,Population,Population (2010),Population Change (2010-2020),Population (2000),Population Change (2000-2020),PW Density (r=1km),PW Density (r=1km) (2010),PW Density (r=1km) Change (2010-2020),PW Density (r=1km) (2000),PW Density (r=1km) Change (2000-2020),AW Density,AW Density (2010),AW Density (2000),Area,Compactness
"Houston TX HSA, Houston TX HRR, USA",4750534.0,4065820.0,0.16840735694152717,3301071.0,0.43908870787692844,2079.120694261695,1975.4213847274382,0.052494779258737696,1997.5357257170263,0.040842808213296604,654.3810110547641,560.0623850638015,454.7190228600745,7259.58412568062,0.06499734677331806
"Chicago IL HSA, Chicago IL HRR, USA",2631411.0,2583762.0,0.01844171405880263,2783860.0,-0.05476173370787324,6994.247163505079,6627.921786528121,0.055270021097947944,7127.092797351086,-0.018639526329077942,4972.611808593358,4882.56886962728,5260.696679260938,529.1808613438434,0.23441786463938694
"Brooklyn NY HSA, New York NY HRR, USA",2578622.0,2372790.0,0.08674682546706619,2335607.0,0.1040478984692202,19057.776483689286,17512.682399208064,0.08822715157279912,17247.366989826995,0.10496729703322971,14883.7476036929,13695.689975718222,13481.070544429684,173.25085513813752,0.058838653477971216
"Dallas TX HSA, Dallas TX HRR, USA",2486286.0,2184101.0,0.13835669687436616,1995426.0,0.24599258504199104,2103.9857643499727,2000.0499231400158,0.051966623436469433,2188.210945380957,-0.03849043037133756,957.0933752885745,840.767553717131,768.1372961431546,2597.746535702806,0.12373659137303501
"Phoenix AZ HSA, Phoenix AZ HRR, USA",2371392.0,2061340.0,0.15041283825084653,1645508.0,0.44113064172279925,2090.203191533996,1936.6461593611928,0.0792901849574081,2145.856803475343,-0.0259353801480196,212.93585043540082,185.09516180222803,147.75610501269108,11136.649818013704,0.08356892756163044
"San Antonio TX HSA, San Antonio TX HRR, USA",2338343.0,1984190.0,0.17848744323880272,1591517.0,0.4692541769896269,1514.044121348763,1494.277024904235,0.01322853534858751,1504.1683979602503,0.006565570319057837,101.38756999760301,86.0319476285318,69.00614719049992,23063.409055521133,0.17263748812031143
"Las Vegas NV HSA, Las Vegas NV HRR, USA",2173542.0,1876990.0,0.15799338302281846,1312430.0,0.6561203264174089,2640.295190974378,2465.2677283046723,0.07099734469410723,2487.585727231803,0.06138862354404591,33.262097032563396,28.723909411067815,20.08434804040924,65345.910027023114,0.2358945318599082
"New York NY HSA, New York NY HRR, USA",2099731.0,1928834.0,0.0886011963704497,1872732.0,0.12121275227848939,26474.841737888284,25294.407130801726,0.046667810831949035,25186.69411651107,0.05114397369572901,23901.62887305039,21956.276506715043,21317.656996389254,87.8488663325993,0.04621426586516991
"Miami FL HSA, Miami FL HRR, USA",2084622.0,1901008.0,0.09658770504911078,1706997.0,0.22122182991534256,3512.02422488585,3165.6932572213486,0.10940130313462187,3051.460403020312,0.15093226227339396,1848.5148471552266,1685.6972211560958,1513.6601736667033,1127.7280262087863,0.1202940911775924
"Los Angeles CA HSA, Los Angeles CA HRR, USA",2021378.0,1990890.0,0.01531375415015395,1970997.0,0.025561175384843305,7346.092834524794,7297.071184486319,0.006717989834427777,7427.342974322936,-0.010939327842948968,4687.207579570259,4616.5114580700065,4570.383212694628,431.2542096088109,0.21223492954902204
"Denver CO HSA, Denver CO HRR, USA",2016233.0,1731371.0,0.16452972817495498,1512228.0,0.33328638274122685,2100.9863342586023,1887.8014160744842,0.11292761853490775,1950.3747220304995,0.07722188486492677,151.21598007478903,129.85154128420058,113.41597876660985,13333.46514702218,0.08988487381949915
"Philadelphia PA HSA, Philadelphia PA HRR, USA",1826471.0,1735550.0,0.05238742761660569,1724030.0,0.059419499660678755,6443.684647692166,5997.300095448817,0.07443091810298072,5973.284743200736,0.07875062460849151,3099.6551063678603,2945.3555078929476,2925.8052238614146,589.2497511248074,0.14758819851653826
"Austin TX HSA, Austin TX HRR, USA",1811115.0,1388083.0,0.3047598738692139,1052776.0,0.7203232216539891,1488.6531256204248,1376.0822983668995,0.08180530146134542,1417.6054431440853,0.05011809373330565,192.54172835369448,147.56870762948864,111.92183301959791,9406.35058948378,0.22341265080458944
"Atlanta GA HSA, Atlanta GA HRR, USA",1755855.0,1550604.0,0.13236841901607374,1423414.0,0.23355186895730967,1567.031323035604,1336.7559484345659,0.17226433506483102,1324.480220056247,0.18312927539911206,807.8359021285106,713.4037726259156,654.8860428636486,2173.5292964494643,0.07248454402128857
"St Louis MO HSA, St Louis MO HRR, USA",1716304.0,1713257.0,0.0017784839052167889,1725456.0,-0.005304105117719606,1408.1588335146007,1440.180926159328,-0.02223477068962701,1545.4433008944036,-0.08883177228200571,262.74060678101785,262.27415641507935,264.1416418151726,6532.31345176294,0.08089498353610905
"Columbus OH HSA, Columbus OH HRR, USA",1678232.0,1463820.0,0.14647429328742606,1282700.0,0.3083589303812271,1664.6461246610118,1498.7251627809428,0.11070806442736715,1565.23180701471,0.06351411797330503,351.9757617399384,307.00711197865166,269.0207966382592,4768.032865967579,0.14337791397605604
"Portland OR HSA, Portland OR HRR, USA",1547645.0,1379085.0,0.12222596866763108,1218436.0,0.27018981710980305,2327.1268437426984,2084.5232816758344,0.11638323457429796,1890.514380154208,0.2309490306827902,448.7869021536764,399.90778567216825,353.3227050858025,3448.5075045038766,0.0490786074730395
"Orlando FL HSA, Orlando FL HRR, USA",1540454.0,1287191.0,0.19675634773704911,1059386.0,0.45410077157900897,1573.6457027398649,1377.087039776672,0.1427351048159378,1355.924307472959,0.1605704640494822,569.8266419048763,476.1425690219764,391.8756203437683,2703.373072993584,0.21085620401759184
"Minneapolis MN HSA, Minneapolis MN HRR, USA",1536727.0,1369678.0,0.1219622422204343,1269908.0,0.21010892127618694,1848.1059694228277,1655.6239720031565,0.11625948927689495,1732.880851926941,0.06649338722149181,600.4888804026349,535.2130916760883,496.2271328182229,2559.1264886863623,0.1209243270930035
