longname,PW Density (r=250m),PW Density (r=250m) (2010),PW Density (r=250m) Change (2010-2020),PW Density (r=250m) (2000),PW Density (r=250m) Change (2000-2020),PW Density (r=500m),PW Density (r=500m) (2010),PW Density (r=500m) Change (2010-2020),PW Density (r=500m) (2000),PW Density (r=500m) Change (2000-2020),PW Density (r=2km),PW Density (r=2km) (2010),PW Density (r=2km) Change (2010-2020),PW Density (r=2km) (2000),PW Density (r=2km) Change (2000-2020),PW Density (r=4km),PW Density (r=4km) (2010),PW Density (r=4km) Change (2010-2020),PW Density (r=4km) (2000),PW Density (r=4km) Change (2000-2020)
"New York NY Media Market, USA",12574.529090619417,11842.7719724703,0.06178934457660409,12163.779763227636,0.033768231206677914,10894.222227335642,10160.7378633566,0.07218810029774106,10226.20606157182,0.06532394924781561,7835.598896238965,7195.699065758655,0.08892809783073442,7134.831682497617,0.0982177639117111,6684.468789226041,6088.216286320248,0.09793549947388133,6017.9789109283665,0.11074978629243118
"Los Angeles CA Media Market, USA",5133.259412076983,5195.57875622428,-0.011994687612547374,5481.746974645742,-0.06357235461260599,4155.200981602794,4190.373950417575,-0.008393754168712238,4328.86407345258,-0.040117473984642125,3159.436647332029,3157.633478246949,0.0005710507877188394,3231.8065859500325,-0.02239302900508484,2729.342943103661,2717.2826635020815,0.004438360338278581,2766.81017151539,-0.013541669319224663
"Chicago IL Media Market, USA",4441.825283259211,4339.330429352743,0.023619969849070988,5003.482165202605,-0.1122531995516069,3670.3141546862043,3559.7540112170514,0.03105836614574201,3966.412439381892,-0.0746514108708852,2620.3877276744474,2553.4024389213782,0.02623373728011534,2854.8668915224916,-0.0821331336127539,2268.090834218952,2218.9320211563954,0.02215426727536129,2476.90230416821,-0.08430347438325018
"Philadelphia PA Media Market, USA",3858.7632039031196,3769.3159223725684,0.023730375318142417,3910.1739240852808,-0.013147936940986035,3020.207943192908,2882.8558602459516,0.04764445036639396,2960.215283755847,0.02026631636093159,2147.1973928908424,2025.4167114943289,0.06012623511270682,2063.388073574489,0.040617332429942234,1763.2875867261228,1665.0347163091603,0.0590095025974936,1695.54070099473,0.039955918304790526
"Dallas-Ft.Worth TX Media Market, USA",2772.39802779422,2649.8700206849007,0.046239251794565395,3037.9659379434,-0.08741635540817173,1919.9133373780735,1826.4058809865196,0.05119752261257861,1935.2467198446925,-0.00792321842449605,1306.2206966564472,1211.9351030801142,0.07779755973459933,1229.8127412447125,0.06212974776501427,1125.9552284796978,1024.0439021732868,0.09951851291739415,1013.7172932493924,0.11071916793540673
"San Francisco-Oakland-San Jose CA Media Market, USA",5332.611315948019,4982.231818427771,0.07032581186292862,5237.836843346011,0.01809420099108411,4381.214734055101,4087.1287556745683,0.07195417515834894,4138.955898240157,0.05853138853640606,3218.6962875326485,2955.2202602480425,0.0891561386569851,2927.477618352535,0.09947767571456258,2540.266803024447,2329.0006056683733,0.09071109592753629,2286.2968984218305,0.11108351884566055
"Houston TX Media Market, USA",3336.2092576347973,3297.4101404185312,0.011766542699884272,3462.3393516836127,-0.03642915417504723,2122.061563965265,2050.131984327101,0.03508534093807294,2090.6411882323378,0.015029061854221705,1447.0765490859508,1347.3936908356297,0.07398198383168879,1306.489445399329,0.10760676573521895,1268.4892867687763,1164.4855770887516,0.08931300801512464,1098.4165339518995,0.15483447996270275
"Atlanta GA Media Market, USA",2553.1544503293967,2680.1018378724807,-0.04736662829344478,2762.143606497244,-0.07566194446814903,1203.3406058410444,1131.4640711385482,0.06352524709880504,1148.0922782632188,0.04812185276727301,807.6970151515147,697.9940867744963,0.15716885064738464,692.1310330417691,0.1669712476290185,728.5054833540755,629.2453015884219,0.15774481194390863,617.3828106990534,0.17998990371824508
"Washington DC (Hagerstown MD) Media Market, USA",4240.218171101949,3851.9367982492827,0.1008015949350835,4200.276904563985,0.009509198427980849,2827.111373309309,2535.528668906365,0.11499878032485844,2498.242744647934,0.1316399814893571,1883.6999073297063,1675.9926842155423,0.12393086501531031,1612.1452056242483,0.16844307867436029,1590.4105237463905,1413.8148131650523,0.12490724311057415,1367.4445371406136,0.16305303838648438
"Boston MA (Manchester NH) Media Market, USA",3679.8640289897457,3388.1988349147337,0.08608266760187114,3429.866335451562,0.07288846534751917,2807.6176947029735,2546.969686806589,0.1023365174884304,2535.6295825993175,0.10726650058437807,1990.504955761409,1781.1987854481006,0.11750859703211218,1735.3967862426773,0.14700279010604178,1640.717023966894,1467.6460798046974,0.11792416887402957,1418.5000659728814,0.1566562902072229
"Phoenix (Prescott) AZ Media Market, USA",2695.878384334414,2603.2421439979857,0.03558494954071393,2778.071048989488,-0.029586235631004258,1999.2892363330516,1858.8675449183854,0.07554152623651915,1967.28157535399,0.01626999478877449,1423.2614422896734,1299.439444334682,0.09528877893835877,1405.4856668597602,0.012647425618810585,1222.7477824228683,1113.7786091872542,0.09783737300820584,1219.3227782384195,0.002808939720946618
"Seattle-Tacoma WA Media Market, USA",3044.3796576302034,2540.523680496604,0.19832760505310826,2756.548250143187,0.10441732970647807,2152.794148661388,1768.2030464218003,0.21750392468662483,1702.0444348748565,0.26482840550497916,1482.8042864639235,1208.829949602882,0.2266442330875787,1117.9854086059656,0.32631810312520676,1165.9866293357595,964.8947232332475,0.2084081312297749,886.623037309032,0.3150872245262396
"Tampa-St.Petersburg (Sarasota) FL Media Market, USA",2539.9123205082005,2257.3236330378145,0.1251874934256058,2428.4521238925727,0.04589762981901739,1452.0316069159267,1331.8499314177382,0.09023664953772724,1373.2301811229772,0.05738398913466096,978.574551765404,898.1057724991056,0.08959833210110953,911.0594998134352,0.07410608414246747,838.1346187703649,768.6187090563991,0.09044264587223953,775.1327184044382,0.0812788556979148
"Detroit MI Media Market, USA",2194.741567559415,2133.154428591555,0.028871392592295247,2495.7420200504207,-0.12060559547934545,1653.5389377024935,1622.5306801252157,0.01911104545331916,1901.0595152489796,-0.13020138273475806,1225.7308535200802,1229.3058745213875,-0.0029081623015095085,1456.4439068204285,-0.15840847163418695,1089.353794578382,1102.991707638774,-0.012364474697264392,1313.4877710557298,-0.17064032221418995
"Minneapolis-St. Paul MN Media Market, USA",2035.9420322207027,1872.693697202411,0.08717300392593086,1957.097514893153,0.040286453141735366,1420.7785985023024,1291.6892785055172,0.09993836919211824,1346.9672080144069,0.0547982089309379,1011.6763349420828,908.9652571745969,0.11299780377387608,937.5182459475948,0.07910042211448683,869.5251320946322,774.2797609805922,0.1230115727077973,791.2078959548721,0.09898439656652144
"Miami-Ft. Lauderdale FL Media Market, USA",5037.240900166937,4618.314917034942,0.09070970487238983,4965.133607007825,0.01452272967183377,3596.435002748106,3315.8031807861785,0.08463464405489518,3292.16149042472,0.0924236290377517,2569.090968160879,2398.5057193841003,0.07112146842017225,2327.790900464462,0.10366054255486205,2179.9706275976664,2041.1842674632544,0.06799305792558018,1969.8030415309265,0.1066947210637862
"Denver CO Media Market, USA",2674.3509917427664,2468.2388150734596,0.0835057675175457,2575.0556550658735,0.038560462365755284,1998.510013075123,1823.9913594599177,0.09567953965904756,1881.6265529154994,0.062118309277958327,1421.639173736626,1281.1526254285297,0.10965637155144195,1284.1926658494783,0.1070295069752858,1194.0265753567608,1066.4755847784559,0.11960047880965008,1058.317893188971,0.12823054683396326
"Sacramento-Stockton-Modesto CA Media Market, USA",2917.9344051398425,2826.9840033435203,0.03217223786507235,3034.4004464350287,-0.038381895649935244,2247.11609682628,2098.1774145631375,0.07098478957469538,2097.363844890959,0.071400225716729,1550.2099037390228,1423.2226011743044,0.08922518688217916,1391.3860832751063,0.11414791507046695,1225.220213113364,1115.709211298638,0.09815371308735542,1075.4165751970452,0.13929824160360443
"Orlando-Daytona Beach-Melbourne FL Media Market, USA",2754.8508711497234,2625.804886177917,0.04914530613112072,2681.7379084244317,0.02726327673394708,1463.3432529578315,1358.6327944469047,0.07707046299699705,1332.9715673539174,0.09780530117586454,915.1345209318982,801.1852977434886,0.14222580407971014,770.4493937644165,0.187793161158256,769.9910472026845,675.3088996894334,0.14020568595615185,637.5853051647848,0.20766749322065892
"Cleveland-Akron (Canton) OH Media Market, USA",1924.1217667613398,1994.3287222691333,-0.03520330160411696,2300.440358932456,-0.16358545906652017,1320.8609447078359,1358.8972086248623,-0.027990537971240122,1594.706705182998,-0.17172170881650448,911.1291468220909,945.1846409156599,-0.036030519984515716,1109.8707982273745,-0.17906737588078092,762.4924456545338,786.4474503514194,-0.0304597652216706,914.1396757127627,-0.16589065553903268
"Portland OR Media Market, USA",2622.247310421169,2384.1284980253695,0.09987666880917662,2280.882849612936,0.14966330290315544,1984.4250000887855,1789.6951531225043,0.10880615429199411,1616.335233143038,0.2277310791709836,1426.9991060037485,1278.03020757407,0.11656132816488603,1147.949299756616,0.243085479738779,1169.2906742168395,1042.008580234083,0.12215071583591296,935.1091651844016,0.2504322679654817
"Salt Lake City UT Media Market, USA",2312.694994476057,2171.527449137867,0.06500840935454733,2258.2863712030226,0.02409288032148482,1781.6106729536518,1674.6128520424784,0.06389406410005226,1684.5154609069018,0.05763984617539594,1266.9182636152298,1176.8896069307773,0.07649711251953287,1178.8582814447848,0.07469937952382237,1018.9218249947049,929.8533137273032,0.09578770108413329,914.6705105942557,0.11397690555555116
"Charlotte NC Media Market, USA",1847.9643477394156,1655.9910673603667,0.11592651926864098,1613.3273067614693,0.14543672570009838,934.0849721089897,791.3392149343846,0.18038504156076884,717.8864081651112,0.3011598513147412,603.5297133527263,495.86808810652866,0.2171174710139209,431.9316644810032,0.39728054917647765,526.1925360088509,431.23177914258423,0.2202081605745212,370.58045829445575,0.4199144186678859
"Raleigh-Durham (Fayetteville) NC Media Market, USA",1877.69292519587,1723.4341400681978,0.08950663187023089,1788.7802535006397,0.04970575425417872,964.7354516446788,863.1163380698968,0.11773512919709415,844.4425359077599,0.14245245901499545,595.9562318321274,519.0482901664332,0.14817107217718348,480.3739343591735,0.24060901145092833,506.2972588637655,432.9299787211168,0.16946685087361466,389.7954561156998,0.2988793248361659
"San Diego CA Media Market, USA",4715.304956068426,4582.464461774717,0.02898887605170026,5309.981205185203,-0.11199215706000527,3235.0092682763907,3182.642980595347,0.016453710956686664,3307.584567687743,-0.021942084299325416,2244.804835633478,2173.846599679909,0.03264178620700155,2145.4210979745726,0.04632365075216729,1823.5044169014252,1749.0407401344103,0.04257400931741164,1704.3478180028653,0.06991331090985065
"St. Louis MO Media Market, USA",1889.5672867032886,1964.3030206865785,-0.03804694754130538,2260.982929487125,-0.16427175895047003,1257.5730119068994,1291.9958133331438,-0.026643121495447456,1423.6809301679914,-0.11667496188313177,889.4672334709788,903.915307811684,-0.01598388058686928,977.3478846852905,-0.08991747216254482,744.4213726938528,753.8266535637946,-0.012476715734946882,812.4070186583104,-0.08368421788961873
"Indianapolis IN Media Market, USA",1781.2328593360396,1727.7985931936828,0.030926212321766223,1743.4840860004026,0.021651343788421755,1162.349139291938,1106.5660624541736,0.05041097746486739,1124.1293731852832,0.03399943726971296,759.1413021382631,707.9198862733301,0.07235481988587084,719.4218865859165,0.05521018514023642,623.2059966077863,569.3459338652784,0.09459989004725652,566.3620550187633,0.10036679026305861
"Nashville TN Media Market, USA",1720.8635119159312,1620.6119842530397,0.061860290209502955,1632.303092585931,0.05425488668878333,888.4629914915058,795.7259271811039,0.11654397719441831,755.7618121301389,0.17558598123308772,547.2126720954275,457.53994759793414,0.1959888419978877,424.14258878870265,0.2901620505929323,445.7241265549007,367.90628991322,0.21151537436349888,333.9368133714561,0.33475588406929396
"Baltimore MD Media Market, USA",3466.862715533137,3474.7074204543146,-0.0022576591269235615,3767.4821737754737,-0.07979319990811785,2208.864743646387,2266.8432978849596,-0.02557678084438764,2415.3309906093073,-0.08548155419097887,1490.9554228053203,1531.2633718639509,-0.026323328696594626,1625.277536525267,-0.08264564709798315,1255.9467741801452,1296.2918812449666,-0.031123474310487613,1377.2988071021612,-0.08810871852662155
"San Antonio TX Media Market, USA",2953.2089151180994,2776.5078765106086,0.06364146851604137,2813.346767285999,0.049713796201178544,1684.4129272422144,1657.6926472536359,0.016118959104299037,1666.9625562773608,0.010468364090806911,1144.7566698574833,1116.7749833481496,0.025055796312201728,1096.0212311062605,0.04446577982985971,1003.2290250150936,967.2839126589296,0.037160870645885025,933.909560043129,0.07422502985060286
"Pittsburgh PA Media Market, USA",1962.6314914118707,1939.5023287692309,0.011925308002758168,2075.912798015948,-0.05456939555088522,1256.6249526622291,1261.5905079297406,-0.0039359485001673996,1368.7377833134315,-0.08190964844982969,803.9924037275314,796.1303993548044,0.009875272165336874,869.5369709405729,-0.0753787008528716,674.9772123391618,665.6797952008724,0.013966800863294817,724.6433398029395,-0.06853872068607428
"Hartford & New Haven CT Media Market, USA",2197.9971128243933,2243.430979706119,-0.02025195662033584,2311.307316466101,-0.04902429150570705,1453.9336756920288,1465.4566376787811,-0.00786305216441216,1456.9059908838562,-0.002040155789341092,959.8333317875525,952.8456665483968,0.007333470135271692,932.1096133211772,0.02974298094361843,753.0369439898516,744.7801952920158,0.011086155015975437,725.9066471576276,0.037374360654301504
"Columbus OH Media Market, USA",2316.6612075301236,2107.48192403173,0.09925555285343653,2271.453083818515,0.019902732763297785,1571.735037942287,1431.241832375541,0.09816175183585758,1478.584721881056,0.06299964735380528,1023.9130332284677,902.3524684065286,0.13471516849353102,909.1862425608161,0.1261862369854078,845.8360712636777,732.4700858274937,0.15477217108205998,727.0689423036324,0.16335057385857468
"Kansas City MO Media Market, USA",1739.2505641037424,1671.172641615747,0.0407366185830899,1764.4734183700687,-0.014294833803518498,1224.5691618256108,1183.7545718236847,0.034478929140731716,1240.6905671595691,-0.012993896915704477,854.0550803100103,811.5117312589408,0.05242481089591865,843.6643887684077,0.012316143338432414,689.6707603515827,647.0292751486024,0.0659034866593738,665.0657737667817,0.03699632059765138
"Cincinnati OH Media Market, USA",2222.932495169274,2291.4913344039837,-0.029918873445158395,2559.923043420462,-0.13164089018899391,1268.8588793308086,1254.9541319814386,0.0110798849097503,1380.6802196403278,-0.0809900357221378,850.4553962263009,817.3456667956335,0.04050884561543287,893.7040032497373,-0.0483925403334587,718.5764426756019,692.7547812060699,0.03727388416515457,755.0424035189614,-0.04829657337575433
"Austin TX Media Market, USA",2894.585983491905,2617.961862049248,0.10566392331862531,2720.452693815402,0.06400893868596667,1764.3136468227822,1595.4403072467348,0.10584748223358699,1582.3667734290493,0.1149840077843944,1116.1765928056404,1003.7883307122735,0.11196410503558843,1000.957781605906,0.11510856233604669,948.0785562325267,830.8546248636566,0.14108837799164517,809.0086499933817,0.17190163076783255
"Greenville-Spartanburg SC-Asheville NC-Anderson SC Media Market, USA",1308.7120156599817,1228.3679593768152,0.0654071572527236,1205.896262005994,0.085260861065242,585.1583353672357,535.8195048670071,0.09208106470942061,520.5437809834884,0.12412895273029276,354.5448812512574,310.92362413580406,0.14029573094259504,290.8806301910451,0.21886727561886385,302.5112267586032,263.9740902959233,0.14598832945869245,240.5510014201384,0.2575762519077903
"Milwaukee WI Media Market, USA",2377.178644909291,2495.9763261100825,-0.04759567627227246,2643.3557076772972,-0.10069664933664738,1817.4078418645884,1906.4735934692217,-0.046717537504707744,2009.7885910852938,-0.09572188342298184,1289.1552014010717,1344.767716564929,-0.041354736939933225,1406.0746389436297,-0.08315308042992539,1060.0014870771988,1103.2095957382367,-0.039165820192240255,1150.6535823917566,-0.07878313395255562
"Las Vegas NV Media Market, USA",3961.365642473704,3815.3283482506836,0.03827646820750781,4228.313599674881,-0.06313343391126484,2999.8277575357806,2824.7823445634435,0.06196775242143108,2874.2763295772666,0.04368105692084919,2191.934214738502,2037.0823250619424,0.07601651036457295,2063.8809980657747,0.062044864404844975,1876.1556300103273,1749.3113937228795,0.07251095301991843,1757.8875612495647,0.06727851733400614
"West Palm Beach-Fort Pierce FL Media Market, USA",2773.4198466244175,2573.106453927586,0.07784885556952904,2654.1185508203175,0.04494949774087034,1703.2009236770884,1530.5151588499807,0.11282852301630433,1516.2966774745878,0.1232636389560598,1199.9609437223428,1057.9437392509772,0.13423890061669408,983.6069155541213,0.21995984854004105,1030.5148669013308,903.8649934023865,0.14012034366128148,815.5432761187158,0.26359311280904046
"Grand Rapids-Kalamazoo-Battle Creek MI Media Market, USA",1699.0011482638781,1588.3884989837775,0.06963828392793617,1775.932399837505,-0.043318795006311056,983.1369918181308,944.1651953399479,0.04127645953328227,1019.5688253703537,-0.03573258876269504,632.3434276522636,598.6938405683533,0.05620499962379106,634.8158573882197,-0.0038947195587209333,520.0208198395552,490.41415877127497,0.060370730613608835,516.5220560402281,0.0067736968023193195
"Fresno-Visalia CA Media Market, USA",2801.5653508572755,2926.9071508405154,-0.04282397545383213,2904.2438650599056,-0.03535464615693083,2041.2328401576194,1984.4359830348685,0.028621158660855087,1922.4366862114346,0.06179457289711717,1307.585208030517,1223.7625168475588,0.06849588055604723,1146.2028462633934,0.14079738354622648,977.5922457565316,908.0798722927012,0.07654874376669861,842.1588467417799,0.16081692846750778
"Harrisburg-Lancaster-Lebanon-York PA Media Market, USA",1769.0994391752483,1798.5845204861816,-0.016393492201836085,1795.5698908995782,-0.014742089326897903,1196.9916287472145,1186.4472340450682,0.008887369281646245,1156.357061889937,0.035140155403958616,702.022698139166,672.1152011242818,0.0444975756609229,639.4299959142934,0.09788827960029306,507.4033600428303,474.118184627979,0.07020438467461182,444.96597543721566,0.14031945823332842
"Jacksonville FL Media Market, USA",2792.4120535969128,2767.781238611954,0.008899119136059737,3069.516355612125,-0.09027620964083512,1224.6171634046466,1168.0797181942523,0.04840204339631556,1254.7035659865617,-0.023978893021044716,689.6054501119517,621.1441758833903,0.11021800877581416,642.7928390863175,0.07282690188673357,568.6985983793636,505.7913400556353,0.12437393316542095,514.6938348609855,0.10492599650618384
"Norfolk-Portsmouth-Newport News VA Media Market, USA",2730.2366233088464,3527.591124863608,-0.22603370779984905,3756.7084783851633,-0.2732370267701874,1575.5129297688686,1770.5940674586134,-0.11017835272076255,1804.7963198238535,-0.1270411444973263,1023.1363233016328,1029.9389299282261,-0.00660486406419003,995.5729820807214,0.02768590722832268,850.0639434524614,838.4575631414029,0.01384253756096315,819.1539534034105,0.037734042447853104
"Oklahoma City OK Media Market, USA",1813.3261684896302,1710.1454351497098,0.060334478705249835,1701.8290996849457,0.06551601969041752,1160.4703926723735,1116.367358484002,0.03950584353188394,1102.73251868619,0.05235891116639348,756.3675841542578,717.2157364746313,0.05458866236269668,694.0967541046808,0.08971491320385214,600.9374276871669,556.3865511362853,0.08007180701959295,530.194206432631,0.13342888397541341
"Birmingham (Anniston & Tuscaloosa) AL Media Market, USA",1365.9309148735265,1363.2982048370907,0.0019311329150839818,1379.3440553315882,-0.009724289169345209,687.8407951585169,677.0633892178618,0.015917868418650054,706.5117605101574,-0.026426970356669716,402.7139312715707,397.30693440218715,0.013609117790806343,423.9542038629907,-0.050100393858305135,334.5806452561464,329.7561263147511,0.014630566519908444,351.36079397493927,-0.04775760132187575
"Albuquerque-Santa Fe NM Media Market, USA",1608.380269650293,1695.5026374360234,-0.05138438942063738,1640.2290976595189,-0.01941730460377252,1158.998077868583,1168.9275154128288,-0.008494485255348756,1073.7773184281268,0.07936539352983225,773.9829653913212,758.6719152062174,0.020181385231509516,674.417840882736,0.14763121387516354,603.4828817230424,585.4306782295805,0.030835766154336378,516.9230129577545,0.16745214779664294
