longname,2020 Presidential Election,2016 Presidential Election,2016-2020 Swing
"Tulsa Non-Community, Cherokee OTSA, USA",-0.054748176324374516,-0.1110848985376348,0.05633672221326028
"Cheyenne and Arapaho District 2, Cheyenne and Arapaho OTSA, USA",-0.49864778816557576,-0.5506595577308244,0.05201176956524867
"Rogers Non-Community, Cherokee OTSA, USA",-0.540148149422244,-0.5575818582194281,0.01743370879718409
"Washington Non-Community, Cherokee OTSA, USA",-0.4802348836219714,-0.4849262059035267,0.004691322281555277
"Mayes Non-Community, Cherokee OTSA, USA",-0.5476269862091477,-0.5130873240098712,-0.03453966219927651
"County District 4, Choctaw OTSA, USA",-0.6390325855767237,-0.5966347180809014,-0.042397867495822306
"Cheyenne and Arapaho District 3, Cheyenne and Arapaho OTSA, USA",-0.5615767516627751,-0.5683242473831549,0.006747495720379804
"Cheyenne and Arapaho District 4, Cheyenne and Arapaho OTSA, USA",-0.7450589428320173,-0.7288300823885472,-0.01622886044347016
"County District 9, Choctaw OTSA, USA",-0.5357624309317852,-0.5492545166401551,0.013492085708369905
"County District 11, Choctaw OTSA, USA",-0.5045060253201239,-0.47457867724015756,-0.02992734807996633
"Sequoyah Non-Community, Cherokee OTSA, USA",-0.5828051655797254,-0.5412571658075609,-0.0415479997721645
"Delaware Non-Community, Cherokee OTSA, USA",-0.583420521016505,-0.5417202408157415,-0.04170028020076344
"Cherokee Non-Community, Cherokee OTSA, USA",-0.2362505584673435,-0.23635268280889954,0.00010212434155604244
"Muskogee Non-Community, Cherokee OTSA, USA",-0.4930591742677625,-0.45380687435138006,-0.03925229991638246
"County District 10, Choctaw OTSA, USA",-0.6977286504095024,-0.649180318992202,-0.04854833141730042
"County District 5, Choctaw OTSA, USA",-0.6312068655443089,-0.5732395660729108,-0.057967299471398115
"County District 1, Choctaw OTSA, USA",-0.5952713116496612,-0.563747238117319,-0.03152407353234221
"County District 12, Choctaw OTSA, USA",-0.6899315416176303,-0.6263419709669753,-0.06358957065065496
"County District 8, Choctaw OTSA, USA",-0.6200274348422496,-0.5785108735716923,-0.04151656127055736
"Craig Non-Community, Cherokee OTSA, USA",-0.5752289194230703,-0.5209485592750196,-0.05428036014805071
"County District 7, Choctaw OTSA, USA",-0.7122619659849804,-0.6416178104762987,-0.07064415550868164
"County District 2, Choctaw OTSA, USA",-0.7240733154022464,-0.7108109937384246,-0.013262321663821797
"Adair Non-Community, Cherokee OTSA, USA",-0.5808281036611763,-0.520370837087626,-0.06045726657355033
"County District 6, Choctaw OTSA, USA",-0.6343800799731566,-0.5695233025379971,-0.0648567774351595
"Cheyenne and Arapaho District 1, Cheyenne and Arapaho OTSA, USA",-0.699787635135925,-0.6481443649548452,-0.05164327018107984
"Polson District, Flathead Reservation, USA",-0.14098294387526844,-0.20677314440847847,0.06579020053321002
"County District 3, Choctaw OTSA, USA",-0.6843427003761933,-0.62755893320659,-0.056783767169603316
"Nowata Non-Community, Cherokee OTSA, USA",-0.659986335686631,-0.6086853906065617,-0.05130094508006933
"Tuba City Chapter, Navajo Nation Reservation and Off-Reservation Trust Land, USA",0.7068896417806185,0.6455568199376416,0.06133282184297695
"Shiprock Chapter, Navajo Nation Reservation and Off-Reservation Trust Land, USA",0.42023238387316947,0.40365083180585287,0.016581552067316596
"Chinle Chapter, Navajo Nation Reservation and Off-Reservation Trust Land, USA",0.7406756442955208,0.7189817430302312,0.021693901265289584
"Ottawa Non-Community, Cherokee OTSA, USA",-0.5855303770029033,-0.5427339832732755,-0.042796393729627846
"Wakpamni District, Pine Ridge Reservation, USA",0.7872551531680914,0.7881083771626153,-0.0008532239945239217
