longname,High School %,Undergrad %,Grad %,Undergrad STEM %,Undergrad Humanities %,Undergrad Business %,% of women with high school education - % of men with high school education,% of women with undergraduate education - % of men with undergraduate education,% of women with graduate education - % of men with graduate education
"Houston TX HSA, Houston TX HRR, USA",0.8340040842369598,0.33930150443849394,0.1273740591292797,0.16757607886491874,0.08792014912820054,0.0838052764453747,0.027403050141043828,0.01226528243943803,-0.0010691467343365846
"Chicago IL HSA, Chicago IL HRR, USA",0.8678524520146111,0.41214913079406107,0.17404107457156048,0.1780412370931302,0.14861929775677868,0.08548859594415215,0.010481663898016746,0.019086247757396035,0.02543410491797854
"Brooklyn NY HSA, New York NY HRR, USA",0.841353373225888,0.3708618507028323,0.15071810829234095,0.15528199800861764,0.1554630921933837,0.06011676050083099,0.002694204365717323,0.021721795284387058,0.025747137931160846
"Dallas TX HSA, Dallas TX HRR, USA",0.8420299295605581,0.35998012440192545,0.1351113731817556,0.15426053045854118,0.10668847713791012,0.09903111680547418,0.025613558421596183,0.005533920519702362,-0.0029457746330883716
"Phoenix AZ HSA, Phoenix AZ HRR, USA",0.8505143813758239,0.2759643294726401,0.10236356966758244,0.11774207784053174,0.09312818929920742,0.06509406233290095,0.014150602295880499,0.013094937254816252,0.007052735546555999
"San Antonio TX HSA, San Antonio TX HRR, USA",0.8650542511337619,0.28782956169216006,0.10829012784062303,0.1278604713545868,0.0914726063275805,0.06849648400999271,0.010240247670015523,0.01920745480154501,0.0012404658752395992
"Las Vegas NV HSA, Las Vegas NV HRR, USA",0.865589603485347,0.2450905120545531,0.08287837448831308,0.10133695784972552,0.08166817791959771,0.062085376285229844,0.003152644195363097,0.007709444692298784,0.0018545351810151517
"New York NY HSA, New York NY HRR, USA",0.8831317905498358,0.585808881930425,0.27878262602271264,0.2524978227779253,0.2261804436429625,0.1071306155095372,-0.005938220168723807,0.0008863681919729638,0.0011199706144958688
"Miami FL HSA, Miami FL HRR, USA",0.8337601198737805,0.3128829198867453,0.11638861021803396,0.1384372633213197,0.08888928129361583,0.0855563752718098,-0.0033646946784985365,0.01570004490689647,0.00018281885904915252
"Los Angeles CA HSA, Los Angeles CA HRR, USA",0.7389967274798785,0.33331029655614974,0.11627557297804796,0.13656668624099344,0.14264417730247664,0.05409943301267971,0.0008170556578334098,0.007920568428975927,0.005816838931857318
"Denver CO HSA, Denver CO HRR, USA",0.929069846791805,0.4926786716446695,0.18338857701908112,0.23117369092804801,0.1537493093602717,0.10775567135634977,0.008913603487383792,0.01398148580463765,0.006766345424350562
"Philadelphia PA HSA, Philadelphia PA HRR, USA",0.8830938411724087,0.3481135608427038,0.15631182935224333,0.1577072061131532,0.12532671424543793,0.0650796404841127,0.0044907027713376735,0.007252365109950087,0.01882185198324135
"Austin TX HSA, Austin TX HRR, USA",0.9087243382896112,0.4726441587864299,0.1721084723038378,0.21783886174871442,0.16178951433748937,0.09301578270022609,0.006299121390014872,0.012605693102687665,0.002489376826963985
"Atlanta GA HSA, Atlanta GA HRR, USA",0.9152349373032158,0.49255084478796424,0.20446889962068304,0.21751232494404796,0.15172887484394212,0.12330964499997413,0.014123991306041583,0.0077523504843771684,0.007291445733966062
"St Louis MO HSA, St Louis MO HRR, USA",0.9295498044710809,0.38590585879504746,0.1626264708962147,0.16461831915390526,0.1304454246804971,0.09084211496064508,0.008242585351267984,-0.0015819044941114413,0.0064915161935845955
